EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Adair County,0,0,0,0
Appanoose County,0,0,0,0
Boone County,0,0,0,0
Carroll County,0,1,0,0
Clarke County,0,0,0,0
Dallas County,0,0,0,0
Davis County,0,0,0,0
Decatur County,0,0,0,0
Greene County,0,0,0,0
Guthrie County,0,0,0,0
Jasper County,0,0,0,0
Lucas County,0,0,0,0
Madison County,0,0,0,0
Mahaska County,0,0,0,0
Marion County,0,0,0,0
Marshall County,0,0,0,0
Monroe County,0,0,0,0
Polk County,0,0,0,0
Poweshiek County,0,0,0,0
Ringgold County,0,0,0,0
Story County,0,0,0,0
Tama County,0,0,0,0
Union County,0,0,0,0
Warren County,0,0,0,0
Wayne County,0,0,0,0
Butler County,0,0,0,0
Cerro Gordo County,0,0,0,0
Chickasaw County,0,0,0,0
Floyd County,0,0,0,0
Franklin County,0,0,0,0
Hancock County,0,0,0,0
Hardin County,0,0,0,0
Kossuth County,0,0,0,0
Mitchell County,0,0,0,0
Winnebago County,0,0,0,0
Worth County,0,0,0,0
Wright County,0,0,0,0
Buena Vista County,0,0,0,0
Calhoun County,0,0,0,0
Cherokee County,0,0,0,0
Clay County,0,0,0,0
Dickinson County,0,0,0,0
Emmet County,0,0,0,0
Hamilton County,0,0,0,0
Humboldt County,0,0,0,0
Ida County,0,0,0,0
Lyon County,0,0,0,0
Monona County,0,0,0,0
O'Brien County,0,0,0,0
Osceola County,0,0,0,0
Palo Alto County,0,0,0,0
Plymouth County,0,0,0,0
Pocahontas County,0,0,0,0
Sac County,0,0,0,0
Sioux County,0,0,0,0
Webster County,0,0,0,0
Woodbury County,0,0,0,0
Adams County,0,0,0,0
Audubon County,0,0,0,0
Cass County,0,0,0,0
Crawford County,0,0,0,0
Fremont County,0,0,0,0
Harrison County,0,0,0,0
Mills County,0,0,0,0
Montgomery County,0,0,0,0
Page County,0,0,0,0
Pottawattamie County,0,1,0,0
Shelby County,0,0,0,0
Taylor County,0,0,0,0
Cedar County,0,0,0,0
Clinton County,0,0,0,0
Des Moines County,0,0,0,0
Henry County,0,0,0,0
Iowa County,0,0,0,0
Jackson County,0,0,0,0
Jefferson County,0,0,0,0
Johnson County,0,14,0,0
Keokuk County,0,0,0,0
Lee County,0,0,0,0
Louisa County,0,0,0,0
Muscatine County,0,0,0,0
Scott County,0,0,0,0
Van Buren,0,0,0,0
Wapello County,0,0,0,0
Washington County,0,0,0,0
Allamakee County,0,0,0,0
Benton County,0,0,0,0
Black Hawk County,0,0,0,0
Bremer County,0,0,0,0
Buchanan County,0,0,0,0
Clayton County,0,0,0,0
Delaware County,0,0,0,0
Dubuque County,0,0,0,0
Fayette County,0,0,0,0
Grundy County,0,0,0,0
Howard County,0,0,0,0
Jones County,0,0,0,0
Linn County,0,0,0,0
Winneshiek County,0,0,0,0
Pending Investigation,0,0,0,0
