EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,123010,14962,11343,255
Linn,46696,3629,2852,101
Johnson,36995,4900,2351,27
Scott,34122,2613,1978,26
Black Hawk,32533,4249,3373,84
Story,28361,3203,1480,17
Woodbury,27640,4733,3864,59
Dubuque,27106,2506,1851,40
Dallas,23899,2631,2051,38
Pottawattamie,19618,1889,1566,37
Warren,11665,914,628,6
Webster,11302,1176,700,14
Cerro Gordo,10668,970,684,21
Marshall,10425,1749,1519,34
Clinton,8991,1020,618,18
Buena Vista,8890,1917,1795,12
Muscatine,8832,1051,869,52
Des Moines,8078,710,400,7
Wapello,7689,1217,1072,57
Jasper,7082,718,489,32
Sioux,6481,1209,750,3
Marion,6327,686,453,4
Plymouth,5974,971,576,20
Lee,5757,569,247,7
Boone,5606,433,302,6
Carroll,5132,598,271,5
Bremer,4842,447,251,7
Dickinson,4833,464,393,6
Crawford,4677,943,773,4
Benton,4667,258,179,1
Henry,4587,475,195,4
Washington,4458,414,325,11
Mahaska,4405,309,205,19
Tama,4138,676,567,30
Wright,4116,549,489,1
Buchanan,4013,218,161,1
Winneshiek,3758,271,190,5
Fayette,3665,174,121,1
Floyd,3608,279,234,3
Jackson,3569,278,177,3
Jones,3569,232,150,3
Iowa,3556,175,105,1
Delaware,3540,305,264,3
Cedar,3474,210,142,1
Hamilton,3454,311,253,3
Clay,3393,266,226,3
Hardin,3393,266,205,1
Mills,3379,154,112,1
Poweshiek,3250,229,185,8
Madison,3211,191,150,2
Kossuth,3071,195,111,0
Butler,3056,251,223,2
Clayton,3003,224,193,3
Union,2843,111,84,3
Winnebago,2766,245,134,11
Allamakee,2688,235,161,5
O'Brien,2678,280,162,9
Jefferson,2598,129,99,1
Grundy,2578,193,104,2
Mitchell,2571,171,87,0
Page,2486,140,131,0
Guthrie,2469,208,155,5
Hancock,2415,170,152,2
Franklin,2383,330,281,17
Chickasaw,2374,196,160,0
Appanoose,2373,116,98,3
Sac,2369,174,99,0
Cherokee,2348,171,132,2
Cass,2332,125,113,2
Louisa,2327,412,366,14
Calhoun,2288,162,117,2
Harrison,2267,164,151,2
Shelby,2174,238,226,1
Clarke,2094,251,212,3
Humboldt,2081,168,102,2
Emmet,2015,242,201,10
Palo Alto,1959,146,104,0
Howard,1859,176,91,4
Pending Investigation,1782,25,0,0
Montgomery,1768,84,79,5
Greene,1686,78,46,0
Monona,1606,125,99,1
Pocahontas,1576,148,118,2
Lyon,1558,221,160,3
Keokuk,1546,83,44,1
Worth,1509,99,74,0
Adair,1441,59,42,1
Lucas,1437,128,74,6
Decatur,1375,58,34,0
Ida,1359,76,34,0
Monroe,1260,140,85,9
Davis,1165,110,74,4
Taylor,1133,116,108,1
Van Buren,1127,108,45,1
Ringgold,1030,40,31,2
Wayne,1003,76,52,2
Audubon,988,50,31,1
Fremont,972,71,49,0
Osceola,839,113,91,0
Adams,573,27,23,0
