EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,105225,12885,9502,222
Linn,40269,2890,2372,93
Johnson,30330,3342,1894,26
Scott,29220,2139,1604,19
Black Hawk,28147,3667,2919,73
Woodbury,23895,4037,3585,56
Story,23763,2136,1110,16
Dubuque,23504,1978,1496,36
Dallas,20480,2317,1760,38
Pottawattamie,17341,1584,1299,34
Webster,10043,996,626,8
Warren,9794,747,523,5
Marshall,9336,1619,1367,29
Cerro Gordo,9326,788,553,20
Buena Vista,8277,1823,1770,12
Muscatine,7698,947,768,51
Pending Investigation,7653,11,0,0
Clinton,7465,772,309,9
Wapello,6636,1055,902,48
Des Moines,6356,519,136,5
Jasper,5782,560,428,30
Sioux,5400,862,588,3
Marion,4864,430,201,0
Plymouth,4838,680,434,18
Boone,4740,338,229,4
Lee,4411,358,89,5
Dickinson,4334,419,365,5
Carroll,4140,347,192,2
Bremer,4098,286,178,7
Crawford,4032,816,710,3
Benton,3957,191,134,1
Wright,3710,514,430,1
Tama,3610,609,509,29
Mahaska,3569,208,141,18
Washington,3533,333,295,11
Buchanan,3422,172,105,1
Henry,3319,245,106,4
Fayette,3162,136,80,1
Floyd,3161,211,171,3
Jackson,3059,194,136,1
Hamilton,3052,279,231,2
Mills,3039,126,81,1
Winneshiek,3026,204,104,1
Iowa,2987,110,84,1
Clay,2980,236,169,2
Hardin,2970,225,160,1
Jones,2953,166,124,2
Delaware,2928,191,140,3
Cedar,2842,147,117,1
Madison,2729,160,99,2
Clayton,2633,175,124,3
Butler,2610,184,147,2
Poweshiek,2583,182,149,8
Union,2457,93,68,3
Kossuth,2445,118,79,0
Winnebago,2352,155,76,7
Allamakee,2318,172,143,4
Jefferson,2278,115,75,0
O'Brien,2237,185,127,7
Page,2201,109,106,0
Grundy,2180,122,73,1
Mitchell,2148,94,76,0
Franklin,2103,293,246,16
Hancock,2083,150,125,2
Guthrie,2075,168,125,5
Louisa,2051,392,361,14
Cass,2002,112,98,2
Cherokee,1945,135,121,1
Sac,1940,106,81,0
Chickasaw,1918,98,78,0
Calhoun,1900,118,86,2
Harrison,1896,143,115,1
Shelby,1845,213,198,1
Appanoose,1841,76,60,3
Clarke,1791,232,180,3
Humboldt,1765,153,88,2
Emmet,1757,218,181,7
Palo Alto,1675,111,74,0
Montgomery,1530,72,60,4
Howard,1507,122,54,2
Greene,1459,54,38,0
Pocahontas,1377,128,110,2
Monona,1319,106,90,1
Worth,1294,79,61,0
Lyon,1275,141,124,2
Keokuk,1239,55,27,1
Adair,1220,48,20,1
Decatur,1110,43,24,0
Lucas,1106,93,38,5
Ida,1071,38,29,0
Taylor,1012,109,101,1
Monroe,997,98,58,8
Davis,978,81,48,2
Van Buren,931,96,30,1
Fremont,829,57,35,0
Ringgold,829,30,25,1
Audubon,819,37,27,1
Osceola,734,96,78,0
Wayne,705,45,28,2
Adams,484,20,17,0
