EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Lyon,805,66,46,0
Osceola,519,70,50,0
Dickinson,3192,323,214,3
Emmet,1186,110,69,0
Allamakee,1685,139,120,4
Kossuth,1554,61,28,0
Winneshiek,1763,53,36,1
Howard,1016,40,23,0
Winnebago,1160,52,24,0
Mitchell,1423,59,37,0
Worth,766,32,10,0
Sioux,3375,525,423,0
O'Brien,1444,103,74,1
Clay,2150,155,107,1
Palo Alto,1238,57,41,0
Hancock,1422,73,50,2
Cerro Gordo,5869,388,99,11
Chickasaw,1298,35,32,0
Floyd,2107,90,64,2
Clayton,1762,53,42,3
Fayette,2193,63,31,0
Plymouth,3290,368,283,5
Cherokee,1451,87,73,1
Buena Vista,7430,1748,1659,12
Pocahontas,1032,108,56,1
Humboldt,1068,68,52,1
Wright,2904,415,338,1
Bremer,2823,131,79,7
Franklin,1411,127,69,0
Butler,1812,78,59,2
Dubuque,16743,1129,453,23
Delaware,1682,62,53,1
Webster,6030,460,190,5
Buchanan,2336,68,42,1
Black Hawk,19986,2644,1921,60
Woodbury,18454,3418,3137,46
Ida,760,24,21,0
Sac,1465,71,60,0
Calhoun,1341,67,53,2
Hamilton,2246,209,189,1
Hardin,2118,98,54,0
Grundy,1458,52,30,0
Jackson,1928,85,20,0
Jones,1905,85,58,1
Linn,25332,1513,1206,85
Benton,2520,85,66,1
Tama,2745,502,414,29
Monona,1003,79,62,0
Crawford,3219,684,644,3
Carroll,2490,126,109,1
Greene,1027,32,27,0
Boone,3221,178,125,1
Story,10261,916,555,8
Marshall,6763,1154,968,20
Clinton,4116,156,75,1
Cedar,2007,102,71,1
Harrison,1288,67,48,0
Shelby,1262,124,115,0
Audubon,555,19,15,1
Guthrie,1292,94,62,4
Johnson,19890,1597,954,9
Dallas,13140,1493,1098,33
Iowa,2113,64,47,1
Polk,67093,8075,5544,188
Poweshiek,1493,114,99,8
Jasper,3799,381,284,17
Scott,18617,1243,622,10
Muscatine,5637,720,606,45
Pottawattamie,11958,892,688,13
Cass,1042,29,25,0
Washington,2628,257,226,9
Adair,661,19,15,0
Keokuk,894,23,18,1
Warren,6076,382,236,1
Madison,1675,66,38,2
Mahaska,1633,125,100,17
Marion,2445,95,69,0
Louisa,1613,368,343,13
Mills,2248,58,32,0
Montgomery,949,18,11,2
Adams,342,12,8,0
Henry,2102,98,78,3
Jefferson,1470,64,50,0
Union,1657,54,29,1
Wapello,4599,726,673,31
Clarke,1222,152,121,3
Lucas,622,37,26,4
Monroe,627,56,43,7
Des Moines,3341,111,83,2
Fremont,484,13,6,0
Page,1384,24,20,0
Taylor,729,81,79,0
Ringgold,608,17,13,1
Van Buren,517,21,17,1
Davis,668,44,36,1
Decatur,500,15,11,0
Wayne,387,11,9,1
Appanoose,1087,32,18,3
Lee,2298,56,45,2
Pending Investigation,0,45,3,0
