EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,94950,10955,8350,211
Linn,36651,2541,2035,89
Scott,26849,1849,1341,15
Johnson,26603,2186,1664,21
Black Hawk,26074,3289,2651,66
Woodbury,22646,3807,3438,54
Dubuque,21871,1796,1202,31
Story,21037,1397,979,15
Dallas,18666,1990,1537,35
Pottawattamie,16263,1422,1054,29
Marshall,8893,1498,1179,27
Warren,8830,604,421,2
Cerro Gordo,8543,682,444,19
Buena Vista,8078,1804,1744,12
Webster,7469,881,638,8
Muscatine,7223,888,741,48
Pending Investigation,6537,1,0,0
Clinton,6454,496,184,4
Wapello,6169,954,817,37
Jasper,5248,496,395,28
Des Moines,4998,251,113,2
Sioux,4804,694,535,3
Boone,4343,291,189,3
Plymouth,4314,506,383,12
Dickinson,4088,390,336,4
Marion,3870,204,156,0
Bremer,3827,243,133,7
Crawford,3827,754,687,3
Benton,3663,171,108,1
Carroll,3615,223,166,2
Tama,3465,562,483,29
Wright,3453,495,420,1
Lee,3405,153,63,5
Washington,3308,308,275,10
Buchanan,3134,148,72,1
Henry,2896,162,97,4
Mills,2859,98,58,1
Floyd,2840,178,137,3
Fayette,2838,99,65,0
Jackson,2831,169,100,1
Iowa,2829,99,66,1
Clay,2763,213,161,1
Jones,2742,138,100,2
Hardin,2742,193,125,0
Hamilton,2699,258,242,1
Cedar,2611,137,102,1
Delaware,2587,134,106,1
Winneshiek,2561,109,81,1
Madison,2486,134,82,2
Butler,2397,139,116,2
Clayton,2382,119,93,3
Union,2311,88,54,2
Poweshiek,2269,162,119,8
Kossuth,2247,106,69,0
Mahaska,2237,145,117,17
Allamakee,2181,163,139,4
Page,2097,101,82,0
Jefferson,2091,91,67,0
O'Brien,2068,147,111,5
Mitchell,2006,83,69,0
Winnebago,1960,118,61,0
Grundy,1944,89,56,1
Louisa,1932,378,357,14
Hancock,1924,126,116,2
Guthrie,1900,146,110,5
Franklin,1897,266,211,13
Cass,1837,94,58,2
Cherokee,1815,112,101,1
Sac,1804,89,74,0
Chickasaw,1738,66,53,0
Shelby,1736,194,176,1
Harrison,1719,117,94,1
Calhoun,1666,95,78,2
Appanoose,1650,56,44,3
Emmet,1626,198,142,4
Clarke,1609,212,149,3
Palo Alto,1561,102,63,0
Montgomery,1444,64,47,4
Humboldt,1397,133,90,1
Howard,1356,64,42,0
Greene,1317,42,38,0
Pocahontas,1258,122,108,2
Monona,1222,93,81,1
Worth,1188,71,46,0
Lyon,1174,128,108,2
Keokuk,1158,43,23,1
Adair,1121,38,20,0
Ida,982,34,25,0
Taylor,940,104,90,0
Lucas,931,75,34,4
Davis,888,63,45,2
Monroe,885,78,54,8
Van Buren,798,41,22,1
Audubon,761,30,21,1
Fremont,752,46,19,0
Ringgold,748,24,20,1
Osceola,683,89,73,0
Decatur,639,30,23,0
Wayne,540,25,14,1
Adams,443,17,16,0
