EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,118226,14396,10761,248
Linn,44670,3400,2701,100
Johnson,35651,4732,2185,26
Scott,32611,2459,1847,25
Black Hawk,31322,4118,3209,81
Story,27414,3064,1357,16
Woodbury,26234,4418,3760,58
Dubuque,26182,2304,1770,37
Dallas,22892,2546,1956,38
Pottawattamie,18907,1755,1518,35
Warren,11163,883,592,6
Webster,10989,1121,688,13
Cerro Gordo,10341,923,647,21
Marshall,10120,1734,1467,32
Buena Vista,8690,1881,1789,12
Clinton,8589,964,479,15
Muscatine,8562,1024,844,52
Des Moines,7713,671,247,6
Wapello,7428,1168,1002,56
Jasper,6725,661,471,31
Sioux,6114,1045,685,3
Marion,6027,630,336,3
Plymouth,5681,893,490,20
Lee,5433,531,156,6
Boone,5316,399,286,5
Carroll,4895,521,233,5
Dickinson,4676,447,381,6
Bremer,4614,415,236,7
Crawford,4466,881,745,3
Benton,4419,234,162,1
Henry,4405,453,148,4
Mahaska,4215,283,177,18
Washington,4206,380,318,11
Tama,4043,663,536,30
Wright,3994,536,474,1
Buchanan,3799,202,144,1
Fayette,3508,164,99,1
Floyd,3476,255,199,3
Winneshiek,3456,252,138,5
Jackson,3415,254,168,2
Delaware,3393,273,240,3
Jones,3380,208,146,3
Iowa,3374,150,98,1
Hamilton,3352,304,244,2
Mills,3287,145,96,1
Cedar,3276,190,135,1
Hardin,3258,256,188,1
Clay,3244,247,211,3
Poweshiek,3090,211,171,8
Madison,3071,179,145,2
Butler,2917,236,210,2
Clayton,2911,209,177,3
Kossuth,2843,154,105,0
Union,2717,97,82,3
Winnebago,2615,190,112,10
Allamakee,2571,211,159,5
O'Brien,2524,240,146,8
Jefferson,2511,124,91,1
Mitchell,2466,154,82,0
Grundy,2422,161,89,2
Page,2407,130,116,0
Hancock,2326,167,148,2
Guthrie,2324,189,146,5
Franklin,2306,317,268,17
Louisa,2244,403,363,14
Cherokee,2236,154,131,2
Sac,2228,133,89,0
Cass,2220,119,113,2
Chickasaw,2212,169,83,0
Appanoose,2204,106,90,3
Harrison,2169,159,139,2
Calhoun,2157,144,101,2
Shelby,2084,230,216,1
Clarke,2011,249,208,3
Humboldt,1992,162,99,2
Emmet,1950,234,192,9
Palo Alto,1882,136,97,0
Howard,1743,162,79,4
Montgomery,1675,83,78,5
Greene,1618,69,42,0
Pocahontas,1520,143,115,2
Monona,1489,112,93,1
Worth,1451,91,72,0
Keokuk,1437,79,40,1
Lyon,1429,179,147,3
Adair,1385,55,38,1
Lucas,1356,116,68,6
Decatur,1278,52,28,0
Ida,1263,60,33,0
Pending Investigation,1224,9,0,0
Monroe,1202,127,72,8
Davis,1111,103,64,4
Taylor,1091,114,106,1
Van Buren,1076,108,40,1
Ringgold,991,35,28,2
Audubon,936,42,29,1
Fremont,936,63,44,0
Wayne,927,70,43,2
Osceola,792,102,90,0
Adams,547,24,21,0
