EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,133492,16161,13550,264
Linn,51647,4192,3155,114
Johnson,40075,5193,4183,27
Scott,37822,3120,2296,28
Black Hawk,35528,4549,3826,92
Woodbury,31852,5661,4197,68
Dubuque,30376,3440,2101,42
Story,30171,3487,2661,17
Dallas,26015,2844,2393,38
Pottawattamie,21663,2219,1770,39
Warren,12792,969,807,6
Webster,12153,1323,1104,14
Cerro Gordo,11498,1074,853,21
Marshall,11398,1795,1646,34
Clinton,9910,1147,880,21
Muscatine,9669,1133,937,56
Buena Vista,9348,2005,1821,12
Des Moines,9003,821,596,8
Wapello,8372,1343,1243,57
Jasper,8105,876,583,34
Sioux,7961,1750,941,3
Marion,7083,774,716,9
Plymouth,6788,1188,788,21
Lee,6500,655,467,7
Boone,6454,528,351,8
Carroll,5798,705,436,5
Benton,5468,343,219,1
Bremer,5454,511,356,7
Dickinson,5371,543,430,6
Crawford,5294,1111,844,6
Henry,5226,777,306,4
Washington,5206,490,360,11
Mahaska,4978,432,311,20
Wright,4558,600,532,1
Tama,4539,757,659,32
Buchanan,4518,296,181,1
Winneshiek,4363,344,251,8
Fayette,4204,239,151,2
Iowa,4048,228,120,1
Jackson,3995,362,221,3
Jones,3993,292,178,3
Delaware,3993,461,369,3
Cedar,3943,255,161,1
Floyd,3931,357,306,3
Hardin,3913,310,243,1
Clay,3840,345,236,4
Poweshiek,3792,321,221,8
Mills,3745,202,138,1
Hamilton,3702,336,309,3
Kossuth,3577,289,128,0
Madison,3558,238,184,2
Butler,3410,279,258,2
Clayton,3329,270,242,3
Union,3137,142,89,3
O'Brien,3114,411,217,9
Winnebago,3049,325,191,13
Pending Investigation,3013,3,0,0
Allamakee,2921,266,179,6
Jefferson,2894,140,119,1
Page,2884,208,155,0
Harrison,2869,270,169,5
Cherokee,2860,260,143,2
Grundy,2849,229,139,4
Mitchell,2844,195,119,0
Cass,2782,181,157,2
Sac,2750,270,126,0
Guthrie,2739,270,172,9
Calhoun,2647,193,169,3
Appanoose,2640,144,121,3
Louisa,2640,438,385,15
Chickasaw,2634,274,250,1
Hancock,2609,199,182,2
Franklin,2578,353,317,18
Shelby,2434,277,248,1
Clarke,2356,269,240,3
Humboldt,2322,196,177,3
Emmet,2206,276,216,10
Palo Alto,2202,212,121,0
Greene,2106,106,60,0
Howard,2102,192,137,7
Lyon,1969,387,183,4
Montgomery,1963,100,90,5
Monona,1938,164,109,1
Pocahontas,1789,166,133,2
Keokuk,1784,120,68,1
Worth,1710,110,83,0
Lucas,1662,158,93,6
Adair,1577,74,48,1
Decatur,1569,67,48,0
Ida,1535,128,46,2
Monroe,1394,163,109,11
Davis,1333,130,89,4
Fremont,1289,125,61,0
Taylor,1243,137,115,1
Audubon,1224,90,38,1
Van Buren,1224,120,106,1
Ringgold,1188,53,46,2
Wayne,1117,88,76,2
Osceola,1107,180,102,0
Adams,657,37,28,0
