EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Lyon,705,48,41,0
Osceola,453,64,50,0
Dickinson,2747,286,182,3
Emmet,1005,92,58,0
Allamakee,1549,135,117,4
Kossuth,1290,39,24,0
Winneshiek,1532,43,24,0
Howard,909,38,15,0
Winnebago,928,31,22,0
Mitchell,1255,43,23,0
Worth,661,21,11,0
Sioux,3106,491,385,0
O'Brien,1280,93,71,1
Clay,1954,143,99,1
Palo Alto,1130,45,33,0
Hancock,1288,56,45,1
Cerro Gordo,5055,220,109,1
Chickasaw,1182,29,28,0
Floyd,1919,76,60,2
Clayton,1586,46,36,3
Fayette,1977,53,33,0
Plymouth,2949,333,282,5
Cherokee,1273,81,67,1
Buena Vista,7179,1725,1586,11
Pocahontas,937,104,52,1
Humboldt,967,58,49,1
Wright,2766,389,310,1
Bremer,2447,102,80,7
Franklin,1283,100,62,0
Butler,1593,60,49,2
Dubuque,14050,828,442,22
Delaware,1490,54,41,1
Webster,4777,276,155,4
Buchanan,2102,61,37,1
Black Hawk,17622,2395,1886,58
Woodbury,17294,3281,3126,44
Ida,707,23,22,0
Sac,1331,65,60,0
Calhoun,1204,57,38,2
Hamilton,2032,192,176,1
Hardin,1941,87,50,0
Grundy,1283,42,26,0
Jackson,1474,47,16,0
Jones,1598,66,55,0
Linn,21957,1333,1110,82
Benton,2221,71,51,1
Tama,2526,477,405,29
Monona,952,77,55,0
Crawford,3045,679,624,3
Carroll,2175,104,85,1
Greene,884,29,22,0
Boone,2954,158,121,1
Story,9027,823,427,4
Marshall,6169,1065,951,19
Clinton,3598,120,69,1
Cedar,1769,86,69,1
Harrison,1140,56,47,0
Shelby,1149,117,105,0
Audubon,518,16,15,1
Guthrie,1079,72,58,4
Johnson,17389,1373,855,8
Dallas,11358,1330,1052,31
Iowa,1919,61,45,1
Polk,57544,6959,5359,182
Poweshiek,1345,107,95,8
Jasper,3356,332,277,17
Scott,15598,915,598,10
Muscatine,5080,676,560,44
Pottawattamie,10364,764,652,12
Cass,932,27,18,0
Washington,2403,248,219,9
Adair,516,17,12,0
Keokuk,823,20,18,1
Warren,5194,299,235,1
Madison,1492,50,34,2
Mahaska,1481,118,99,17
Marion,2138,74,59,0
Louisa,1494,363,342,13
Mills,2035,44,34,0
Montgomery,826,11,8,2
Adams,294,8,8,0
Henry,1787,89,77,3
Jefferson,1332,62,51,0
Union,1430,36,22,0
Wapello,4360,712,666,31
Clarke,1120,137,116,3
Lucas,549,31,24,4
Monroe,565,51,44,7
Des Moines,2983,95,79,2
Fremont,432,8,7,0
Page,1257,20,20,0
Taylor,683,81,74,0
Ringgold,557,15,12,1
Van Buren,470,21,17,0
Davis,607,42,36,1
Decatur,459,12,10,0
Wayne,346,10,6,0
Appanoose,932,21,17,3
Lee,2059,54,42,2
Pending Investigation,0,27,4,0
