EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,109415,13510,9941,226
Linn,41580,3005,2482,94
Johnson,32584,4101,2010,26
Scott,30265,2253,1691,21
Black Hawk,29180,3830,3010,76
Story,24995,2549,1193,16
Woodbury,24564,4157,3637,56
Dubuque,24336,2062,1604,36
Dallas,21159,2391,1825,38
Pottawattamie,17782,1664,1385,34
Webster,10329,1045,651,9
Warren,10139,787,548,5
Cerro Gordo,9600,842,578,20
Marshall,9574,1661,1409,32
Buena Vista,8376,1828,1775,12
Pending Investigation,7958,1,0,0
Muscatine,7927,973,797,52
Clinton,7815,854,360,10
Des Moines,6886,580,150,5
Wapello,6831,1091,936,51
Jasper,6034,590,443,30
Sioux,5623,916,616,3
Marion,5255,509,210,1
Plymouth,5104,761,440,18
Boone,4901,349,240,4
Lee,4810,443,104,5
Dickinson,4439,431,370,6
Carroll,4389,428,217,3
Bremer,4267,340,197,7
Crawford,4141,837,722,3
Benton,4115,209,147,1
Wright,3788,520,442,1
Tama,3750,629,518,29
Washington,3737,347,298,11
Mahaska,3709,224,156,18
Henry,3623,294,116,4
Buchanan,3544,176,121,1
Fayette,3286,144,83,1
Floyd,3241,220,182,3
Winneshiek,3168,224,114,4
Jackson,3165,219,147,1
Hamilton,3134,286,242,2
Mills,3110,131,86,1
Delaware,3104,231,170,3
Iowa,3079,116,92,1
Jones,3063,174,133,2
Hardin,3045,231,173,1
Clay,3039,238,176,3
Cedar,2946,155,125,1
Madison,2829,167,115,2
Poweshiek,2802,184,163,8
Clayton,2738,183,147,3
Butler,2714,212,161,2
Union,2568,93,71,3
Kossuth,2554,122,83,0
Winnebago,2427,165,80,9
Allamakee,2387,183,149,5
Jefferson,2360,120,80,0
O'Brien,2341,204,132,7
Mitchell,2262,114,78,0
Page,2254,114,108,0
Grundy,2251,132,74,1
Franklin,2168,300,256,17
Hancock,2144,156,134,2
Guthrie,2132,173,131,5
Louisa,2118,397,363,14
Cass,2055,112,102,2
Sac,2021,120,84,0
Cherokee,2004,141,126,2
Chickasaw,1997,111,83,0
Harrison,1996,150,128,2
Calhoun,1962,128,90,2
Appanoose,1958,87,64,3
Shelby,1895,218,207,1
Clarke,1854,240,189,3
Humboldt,1826,152,94,2
Emmet,1806,222,186,8
Palo Alto,1725,119,80,0
Howard,1591,137,71,2
Montgomery,1572,82,64,5
Greene,1506,58,39,0
Pocahontas,1403,131,111,2
Monona,1359,107,92,1
Worth,1331,80,66,0
Lyon,1316,152,132,2
Keokuk,1286,67,32,1
Adair,1273,49,24,1
Decatur,1161,46,24,0
Lucas,1160,97,53,5
Ida,1122,45,29,0
Monroe,1065,114,63,8
Taylor,1034,113,102,1
Davis,1016,84,56,2
Van Buren,966,101,33,1
Audubon,859,38,27,1
Ringgold,857,31,27,1
Fremont,852,59,37,0
Osceola,758,99,80,0
Wayne,735,52,33,2
Adams,499,22,17,0
