EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,190627,31783,19131,324
Linn,83408,13468,5628,161
Scott,59925,10449,4808,75
Johnson,57022,9149,5892,35
Black Hawk,50719,10420,5738,127
Woodbury,43797,9953,7327,115
Dubuque,43113,8819,5340,90
Story,40351,6503,4049,19
Dallas,37423,6043,3460,56
Pottawattamie,33258,5867,3354,66
Warren,19128,2595,1281,10
Cerro Gordo,17192,3299,1411,41
Webster,16447,3373,1881,30
Clinton,15248,3090,1505,37
Marshall,15182,3346,2037,43
Des Moines,15001,2704,1460,16
Muscatine,14974,2706,1447,66
Jasper,12141,2072,1118,39
Wapello,11575,2428,1528,71
Sioux,11563,3545,2489,25
Buena Vista,11522,2917,2260,14
Lee,10961,1909,984,15
Marion,10468,1950,1067,18
Plymouth,9750,2612,1685,37
Benton,9136,1613,611,15
Boone,9132,1295,721,11
Carroll,8501,1913,1162,20
Bremer,8354,1831,703,12
Washington,8255,1326,667,13
Pending Investigation,8022,599,2,0
Henry,7706,1710,1094,7
Dickinson,7461,1280,768,10
Jones,7418,2237,472,12
Mahaska,7195,1216,695,27
Buchanan,6746,1108,462,9
Crawford,6731,1706,1364,15
Winneshiek,6683,908,530,10
Fayette,6366,985,389,8
Cedar,6356,1018,474,13
Jackson,6328,1379,671,8
Tama,6201,1468,927,40
Wright,6011,1171,755,5
Poweshiek,6002,938,484,12
Hardin,5939,1080,483,10
Iowa,5849,881,408,11
Clay,5824,1077,542,4
Delaware,5808,1363,799,21
Mills,5686,992,404,6
Floyd,5563,975,479,14
Kossuth,5375,955,483,4
Hamilton,5287,1025,505,7
Jefferson,5128,637,247,1
Madison,5047,648,364,4
Butler,4945,914,452,4
Clayton,4895,1036,466,4
Union,4840,710,277,6
O'Brien,4704,1196,696,29
Harrison,4512,1024,669,28
Page,4480,1083,439,4
Winnebago,4472,876,488,23
Cass,4361,754,494,19
Allamakee,4158,728,375,11
Appanoose,4147,744,242,6
Hancock,4133,813,364,7
Calhoun,4114,1007,357,7
Grundy,4082,802,320,10
Cherokee,4080,771,407,4
Mitchell,4025,718,286,4
Guthrie,4011,710,394,15
Sac,3948,788,400,7
Louisa,3932,817,521,16
Chickasaw,3808,793,607,3
Shelby,3637,727,436,5
Franklin,3596,687,399,19
Emmet,3436,710,428,23
Humboldt,3430,705,350,5
Palo Alto,3263,610,327,4
Lyon,3191,968,553,8
Clarke,3186,462,350,4
Greene,3048,504,191,0
Howard,3016,506,264,9
Montgomery,2881,433,202,10
Keokuk,2818,540,170,7
Pocahontas,2668,532,232,2
Monona,2655,400,248,2
Adair,2562,416,189,7
Worth,2530,337,148,0
Lucas,2461,307,202,6
Decatur,2323,302,158,0
Ida,2227,445,195,10
Davis,2163,441,183,5
Monroe,2158,430,254,12
Fremont,1909,348,210,3
Van Buren,1885,336,185,4
Taylor,1851,432,251,2
Audubon,1760,283,151,1
Osceola,1758,501,298,1
Ringgold,1687,190,96,2
Wayne,1607,287,133,6
Adams,1080,155,82,1
