EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,136612,16470,13944,270
Linn,53246,4375,3266,116
Johnson,40916,5258,4540,28
Scott,39229,3306,2389,29
Black Hawk,36398,4644,3964,93
Woodbury,32891,5918,4324,69
Dubuque,31344,3701,2213,44
Story,30699,3556,2918,17
Dallas,26672,2933,2462,38
Pottawattamie,22378,2345,1806,41
Warren,13135,995,856,6
Webster,12430,1390,1149,14
Cerro Gordo,11751,1108,894,23
Marshall,11619,1828,1688,35
Clinton,10232,1196,922,22
Muscatine,10003,1165,965,56
Buena Vista,9545,2057,1849,12
Des Moines,9346,894,638,9
Wapello,8577,1377,1256,57
Jasper,8357,909,620,34
Sioux,8280,1874,1001,4
Marion,7246,801,738,9
Plymouth,7026,1265,846,22
Lee,6679,694,512,7
Boone,6632,555,380,8
Carroll,5966,760,492,5
Benton,5684,365,226,1
Bremer,5576,525,392,7
Dickinson,5533,573,434,7
Crawford,5407,1151,864,7
Henry,5393,836,436,5
Washington,5382,514,373,11
Mahaska,5195,451,329,21
Tama,4668,791,671,32
Wright,4650,613,536,1
Buchanan,4649,314,192,1
Winneshiek,4458,353,269,8
Fayette,4329,250,159,2
Jackson,4165,401,238,3
Iowa,4153,249,126,1
Jones,4119,311,192,3
Delaware,4099,500,406,4
Cedar,4074,280,182,2
Floyd,4016,375,314,5
Hardin,4008,328,255,1
Clay,3995,374,242,4
Poweshiek,3963,352,241,9
Mills,3888,221,143,1
Hamilton,3779,341,311,3
Kossuth,3697,319,146,0
Madison,3668,265,186,2
Butler,3470,293,264,2
Clayton,3398,284,248,3
Pending Investigation,3365,16,0,0
O'Brien,3224,456,230,9
Union,3220,152,102,3
Winnebago,3109,345,205,14
Harrison,3028,319,182,5
Allamakee,2990,270,192,6
Cherokee,2980,299,150,2
Jefferson,2973,150,121,1
Page,2962,246,179,0
Grundy,2918,240,149,4
Mitchell,2907,201,145,0
Cass,2896,194,163,2
Sac,2833,290,129,0
Guthrie,2827,291,179,10
Chickasaw,2716,293,256,1
Calhoun,2710,209,175,3
Hancock,2702,215,185,2
Louisa,2700,443,386,15
Appanoose,2700,150,125,3
Franklin,2626,355,321,18
Shelby,2506,284,254,1
Clarke,2405,275,245,3
Humboldt,2387,202,182,3
Emmet,2294,299,220,10
Palo Alto,2293,234,128,0
Greene,2185,126,69,0
Howard,2140,196,149,7
Lyon,2116,422,187,4
Montgomery,2021,109,94,5
Monona,1990,175,112,1
Pocahontas,1840,178,140,2
Keokuk,1824,125,76,1
Worth,1744,116,88,0
Lucas,1693,160,102,6
Decatur,1618,76,51,0
Adair,1618,76,50,1
Ida,1593,146,55,2
Monroe,1420,165,113,11
Davis,1378,133,96,4
Fremont,1346,143,64,0
Taylor,1301,164,116,1
Audubon,1259,104,39,1
Van Buren,1244,127,111,1
Ringgold,1216,56,49,2
Osceola,1137,184,103,0
Wayne,1136,91,80,3
Adams,686,40,28,0
