EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,99870,11467,8866,212
Linn,37887,2673,2206,89
Scott,27818,1942,1482,17
Johnson,27782,2323,1758,24
Black Hawk,27052,3447,2780,67
Woodbury,23206,3884,3506,54
Dubuque,22728,1871,1324,34
Story,22012,1478,1058,16
Dallas,19612,2060,1633,35
Pottawattamie,16759,1485,1157,31
Webster,9701,687,560,8
Warren,9309,629,465,4
Marshall,9109,1546,1284,28
Cerro Gordo,8947,692,511,20
Buena Vista,8179,1809,1762,12
Muscatine,7455,916,744,48
Pending Investigation,6998,5,0,0
Clinton,6869,610,233,5
Wapello,6349,984,858,39
Des Moines,5507,372,126,2
Jasper,5461,510,413,29
Sioux,5023,745,551,3
Boone,4515,302,212,3
Plymouth,4511,576,403,15
Dickinson,4177,396,346,5
Marion,4156,259,169,0
Bremer,3948,257,154,7
Crawford,3934,770,695,3
Lee,3861,214,72,5
Carroll,3810,270,177,2
Benton,3793,181,124,1
Wright,3606,490,426,1
Tama,3553,579,491,29
Washington,3410,316,288,10
Buchanan,3260,161,88,1
Henry,3044,193,102,4
Floyd,2994,182,151,3
Fayette,2961,115,71,0
Hamilton,2956,243,227,2
Mills,2931,111,66,1
Jackson,2921,175,123,1
Iowa,2901,103,73,1
Clay,2867,227,166,1
Jones,2832,146,106,2
Hardin,2820,206,143,1
Winneshiek,2756,146,87,1
Delaware,2720,151,122,2
Cedar,2707,143,109,1
Madison,2622,144,89,2
Clayton,2504,140,99,3
Butler,2473,149,128,2
Union,2371,89,58,3
Poweshiek,2365,173,131,8
Kossuth,2354,109,74,0
Mahaska,2332,153,120,17
Allamakee,2232,164,141,4
Jefferson,2175,98,71,0
Page,2142,105,99,0
O'Brien,2138,158,120,7
Winnebago,2114,127,69,2
Mitchell,2063,87,73,0
Grundy,2033,104,64,1
Franklin,2023,270,220,16
Hancock,1995,130,117,2
Guthrie,1983,155,118,5
Louisa,1981,381,359,14
Cass,1906,102,80,2
Cherokee,1871,123,103,1
Sac,1851,97,75,0
Calhoun,1820,98,75,2
Chickasaw,1810,79,66,0
Harrison,1798,129,101,1
Shelby,1788,203,183,1
Appanoose,1749,62,52,3
Clarke,1727,216,157,3
Humboldt,1691,97,78,2
Emmet,1681,209,154,7
Palo Alto,1628,103,64,0
Montgomery,1480,66,55,4
Howard,1406,79,45,0
Greene,1377,43,38,0
Pocahontas,1342,121,109,2
Monona,1267,97,85,1
Worth,1229,73,51,0
Lyon,1220,132,117,2
Keokuk,1201,47,26,1
Adair,1163,42,20,1
Decatur,1073,32,24,0
Ida,1041,35,28,0
Lucas,1039,79,35,4
Taylor,970,105,92,0
Monroe,936,89,58,8
Davis,929,72,48,2
Van Buren,845,45,24,1
Ringgold,808,29,23,1
Fremont,798,50,25,0
Audubon,786,31,22,1
Osceola,701,90,75,0
Wayne,643,31,21,2
Adams,452,20,16,0
