EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Adair,196,8,3,0
Appanoose,342,14,8,3
Boone,1488,57,32,0
Carroll,558,9,7,0
Clarke,414,44,16,0
Dallas,4536,876,558,17
Davis,301,20,11,0
Decatur,205,1,0,0
Greene,316,13,13,0
Guthrie,467,46,29,3
Jasper,1839,258,195,16
Lucas,197,7,1,0
Madison,473,27,19,1
Mahaska,715,88,18,8
Marion,853,30,20,0
Marshall,3387,882,502,15
Monroe,260,38,15,5
Polk,22394,3917,1643,118
Poweshiek,580,87,71,8
Ringgold,155,4,1,0
Story,2313,98,72,1
Tama,1478,400,274,26
Union,395,6,1,0
Warren,1855,115,85,0
Wayne,118,1,1,0
Butler,539,15,12,0
Cerro Gordo,2379,25,15,1
Chickasaw,344,8,8,0
Floyd,725,18,10,1
Franklin,556,10,5,0
Hancock,465,16,4,0
Hardin,507,16,9,0
Kossuth,372,10,3,0
Mitchell,341,5,4,0
Winnebago,334,11,9,0
Worth,276,3,3,0
Wright,1133,144,18,0
Buena Vista,3905,700,58,0
Calhoun,279,2,1,0
Cherokee,422,24,10,0
Clay,358,13,10,0
Dickinson,317,16,6,0
Emmet,254,12,4,0
Hamilton,977,29,9,0
Humboldt,297,15,12,0
Ida,272,14,9,0
Lyon,261,19,18,0
Monona,353,24,16,0
O'Brien,405,27,15,0
Osceola,179,32,26,0
Palo Alto,151,3,2,0
Plymouth,1024,119,78,1
Pocahontas,248,10,2,0
Sac,524,17,8,0
Sioux,989,212,115,0
Webster,1427,31,14,1
Woodbury,10736,2667,1417,32
Adams,106,7,2,0
Audubon,209,12,8,1
Cass,355,11,2,0
Crawford,1795,488,294,2
Fremont,129,4,2,0
Harrison,396,19,17,0
Mills,1148,16,13,0
Montgomery,263,6,5,0
Page,525,11,9,0
Pottawattamie,2880,228,140,7
Shelby,291,34,25,0
Taylor,289,49,2,0
Cedar,809,46,40,1
Clinton,1442,60,57,1
Des Moines,879,61,37,1
Henry,672,67,50,1
Iowa,669,35,30,0
Jackson,509,11,8,0
Jefferson,370,19,10,0
Johnson,6717,607,384,8
Keokuk,394,14,11,0
Lee,603,24,18,0
Louisa,1043,337,239,10
Muscatine,2925,549,388,41
Scott,5970,348,291,10
Van Buren,164,9,8,0
Wapello,2227,544,221,4
Washington,1364,185,149,8
Allamakee,791,120,88,4
Benton,901,39,33,1
Black Hawk,8833,1716,980,43
Bremer,785,67,58,6
Buchanan,692,31,25,0
Clayton,621,31,26,3
Delaware,562,15,13,0
Dubuque,5047,331,155,18
Fayette,751,26,26,0
Grundy,429,19,12,0
Howard,309,12,10,0
Jones,707,36,36,0
Linn,8690,941,760,76
Winneshiek,694,23,20,0
Pending Investigation,198,1,0,0
