EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,127145,15463,12098,259
Linn,48570,3853,2977,108
Johnson,38389,5046,3070,27
Scott,35629,2849,2102,28
Black Hawk,33826,4411,3543,88
Woodbury,29397,5145,3984,63
Story,29211,3342,1891,17
Dubuque,28386,2928,1922,41
Dallas,24792,2718,2152,38
Pottawattamie,20352,2007,1654,38
Warren,12127,941,694,6
Webster,11555,1212,730,14
Cerro Gordo,11053,1014,739,21
Marshall,10726,1768,1573,34
Clinton,9363,1082,751,20
Muscatine,9100,1084,889,54
Buena Vista,9068,1956,1809,12
Des Moines,8519,751,512,7
Wapello,7961,1280,1147,57
Jasper,7506,791,516,32
Sioux,7048,1435,857,3
Marion,6606,735,595,5
Plymouth,6278,1076,653,20
Lee,6051,611,370,7
Boone,6027,485,323,8
Carroll,5448,646,325,5
Bremer,5050,472,272,7
Benton,5023,298,184,1
Dickinson,4990,487,402,6
Crawford,4905,1026,806,5
Henry,4830,640,222,4
Washington,4712,440,330,11
Mahaska,4644,360,250,19
Tama,4263,699,605,31
Buchanan,4250,260,166,1
Wright,4237,568,495,1
Winneshiek,3951,305,227,5
Fayette,3891,203,130,2
Floyd,3761,310,258,3
Jackson,3735,312,193,3
Iowa,3734,195,108,1
Jones,3718,253,165,3
Delaware,3693,351,289,3
Cedar,3678,229,146,1
Hardin,3591,286,216,1
Clay,3565,301,232,4
Hamilton,3532,318,261,3
Mills,3494,170,120,1
Poweshiek,3418,269,193,8
Madison,3352,209,162,2
Kossuth,3265,241,117,0
Butler,3200,265,238,2
Clayton,3132,237,209,3
Union,2983,126,86,3
Winnebago,2902,281,144,13
O'Brien,2869,327,184,9
Allamakee,2811,251,168,6
Grundy,2702,217,119,3
Mitchell,2700,186,91,0
Jefferson,2690,134,109,1
Guthrie,2578,237,160,5
Page,2563,142,138,0
Harrison,2554,190,155,2
Cherokee,2545,215,135,2
Chickasaw,2513,230,193,0
Sac,2511,222,104,0
Hancock,2486,176,155,2
Appanoose,2471,127,107,3
Franklin,2469,345,288,18
Cass,2444,139,119,2
Louisa,2442,426,372,15
Calhoun,2435,178,127,2
Shelby,2281,250,232,1
Clarke,2209,262,223,3
Pending Investigation,2179,14,0,0
Humboldt,2165,180,106,3
Emmet,2089,253,208,10
Palo Alto,2039,165,105,0
Howard,1965,184,114,6
Greene,1876,95,51,0
Montgomery,1831,90,80,5
Lyon,1750,275,169,4
Monona,1699,143,105,1
Keokuk,1639,97,55,1
Pocahontas,1634,155,119,2
Worth,1597,104,77,0
Lucas,1541,153,79,6
Adair,1513,67,46,1
Decatur,1437,63,40,0
Ida,1424,106,39,0
Monroe,1326,153,88,10
Davis,1225,119,75,4
Taylor,1193,127,111,1
Van Buren,1168,112,51,1
Ringgold,1082,46,37,2
Fremont,1076,94,55,0
Wayne,1056,84,61,2
Audubon,1052,70,35,1
Osceola,897,141,95,0
Adams,608,31,25,0
