EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,113840,13887,10243,240
Linn,42976,3147,2545,95
Johnson,33970,4451,2076,26
Scott,31480,2353,1748,23
Black Hawk,30236,3969,3070,78
Story,26233,2829,1249,16
Woodbury,25535,4284,3673,56
Dubuque,25219,2146,1669,36
Dallas,21933,2466,1877,38
Pottawattamie,18405,1707,1441,34
Webster,10642,1069,652,11
Warren,10617,832,566,5
Cerro Gordo,9973,874,607,20
Marshall,9839,1700,1430,32
Buena Vista,8511,1853,1780,12
Muscatine,8292,992,803,52
Clinton,8237,910,405,13
Des Moines,7318,614,177,5
Wapello,7181,1121,971,54
Jasper,6374,619,454,30
Sioux,5814,957,633,3
Marion,5669,566,231,2
Plymouth,5447,832,447,18
Lee,5128,477,112,6
Boone,5045,367,260,4
Carroll,4622,460,222,3
Dickinson,4554,439,374,6
Bremer,4439,370,222,7
Crawford,4325,861,726,3
Benton,4258,217,157,1
Henry,4132,382,124,4
Washington,3946,360,304,11
Tama,3929,646,526,29
Mahaska,3914,250,163,18
Wright,3893,524,455,1
Buchanan,3684,185,126,1
Fayette,3400,155,85,1
Floyd,3334,233,188,3
Winneshiek,3315,235,116,4
Jackson,3297,231,154,2
Delaware,3241,255,192,3
Hamilton,3234,290,243,2
Mills,3216,136,90,1
Iowa,3207,122,96,1
Jones,3204,185,138,2
Clay,3153,243,190,3
Hardin,3149,245,183,1
Cedar,3063,173,130,1
Madison,2938,172,125,2
Poweshiek,2936,198,167,8
Butler,2831,220,183,2
Clayton,2821,189,160,3
Kossuth,2664,125,89,0
Union,2638,93,74,3
Winnebago,2517,169,85,10
Allamakee,2473,187,153,5
O'Brien,2432,223,138,8
Jefferson,2431,123,85,1
Mitchell,2352,129,78,0
Page,2320,122,111,0
Grundy,2313,137,79,1
Franklin,2242,308,256,17
Hancock,2241,162,140,2
Guthrie,2231,178,135,5
Louisa,2171,399,363,14
Cass,2135,118,105,2
Sac,2117,123,87,0
Harrison,2095,153,137,2
Cherokee,2091,146,128,2
Appanoose,2075,90,73,3
Chickasaw,2071,121,83,0
Calhoun,2048,133,94,2
Shelby,1990,221,211,1
Clarke,1944,244,197,3
Humboldt,1885,153,97,2
Emmet,1876,228,191,8
Palo Alto,1807,122,83,0
Howard,1653,144,70,3
Montgomery,1637,83,71,5
Greene,1568,64,42,0
Pocahontas,1451,137,112,2
Monona,1438,109,92,1
Worth,1394,83,67,0
Lyon,1372,162,135,2
Keokuk,1347,70,35,1
Adair,1321,49,32,1
Lucas,1250,99,64,5
Decatur,1244,48,24,0
Ida,1182,48,29,0
Monroe,1138,119,66,8
Davis,1062,90,59,3
Taylor,1056,114,102,1
Van Buren,1017,106,35,1
Ringgold,951,33,27,1
Audubon,901,40,27,1
Fremont,895,62,41,0
Wayne,810,60,34,2
Osceola,773,100,84,0
Pending Investigation,734,9,0,0
Adams,521,23,17,0
