EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,129099,15707,12408,261
Linn,49447,3957,3033,111
Johnson,38909,5093,3518,27
Scott,36371,2945,2164,28
Black Hawk,34321,4458,3676,88
Woodbury,30019,5289,4049,63
Story,29498,3409,2225,17
Dubuque,29133,3145,1978,41
Dallas,25176,2756,2204,38
Pottawattamie,20806,2079,1693,38
Warren,12331,950,711,6
Webster,11777,1247,742,14
Cerro Gordo,11228,1045,759,21
Marshall,10868,1774,1597,34
Clinton,9549,1102,803,20
Muscatine,9235,1092,903,54
Buena Vista,9178,1974,1811,12
Des Moines,8627,767,545,7
Wapello,8121,1315,1151,57
Jasper,7676,820,531,32
Sioux,7262,1538,884,3
Marion,6720,755,625,6
Plymouth,6444,1111,700,20
Lee,6124,621,403,7
Boone,6123,505,332,8
Carroll,5577,657,347,5
Benton,5150,307,193,1
Bremer,5131,486,289,7
Dickinson,5097,508,412,6
Crawford,5048,1069,814,5
Henry,4949,686,266,4
Washington,4875,453,331,11
Mahaska,4759,393,285,19
Buchanan,4345,268,173,1
Tama,4332,706,612,31
Wright,4309,578,498,1
Winneshiek,4151,326,238,6
Fayette,3996,214,135,2
Iowa,3839,202,111,1
Floyd,3827,341,263,3
Jackson,3811,334,203,3
Delaware,3798,393,296,3
Jones,3791,266,167,3
Cedar,3764,240,147,1
Hardin,3682,296,220,1
Clay,3659,317,232,4
Hamilton,3583,322,262,3
Mills,3568,177,125,1
Poweshiek,3501,286,193,8
Madison,3408,212,163,2
Kossuth,3373,259,117,0
Butler,3252,268,243,2
Clayton,3185,247,215,3
Union,3034,130,86,3
Winnebago,2959,299,147,13
O'Brien,2946,357,194,9
Allamakee,2844,256,173,6
Mitchell,2749,189,101,0
Grundy,2742,219,123,3
Jefferson,2730,138,109,1
Harrison,2651,211,156,3
Guthrie,2631,244,165,6
Cherokee,2618,238,138,2
Page,2611,153,146,0
Sac,2593,246,107,0
Cass,2591,161,120,2
Chickasaw,2545,247,213,0
Appanoose,2532,133,111,3
Calhoun,2524,182,130,3
Hancock,2518,179,156,2
Franklin,2508,347,295,18
Louisa,2484,428,379,15
Pending Investigation,2387,10,0,0
Shelby,2335,260,234,1
Clarke,2242,264,227,3
Humboldt,2206,188,108,3
Emmet,2131,260,212,10
Palo Alto,2081,185,107,0
Howard,1997,186,127,6
Greene,1975,99,52,0
Montgomery,1857,90,82,5
Lyon,1811,313,171,4
Monona,1734,147,107,1
Keokuk,1683,107,57,1
Pocahontas,1664,156,122,2
Worth,1631,104,78,0
Lucas,1574,154,79,6
Adair,1532,70,48,1
Decatur,1476,67,40,0
Ida,1471,116,39,1
Monroe,1352,157,99,10
Davis,1247,124,79,4
Taylor,1204,127,112,1
Van Buren,1185,114,52,1
Fremont,1150,112,59,0
Ringgold,1098,49,38,2
Audubon,1080,81,36,1
Wayne,1071,85,68,2
Osceola,946,157,100,0
Adams,623,33,26,0
