EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,115547,14079,10296,243
Linn,43628,3240,2563,96
Johnson,34500,4570,2103,26
Scott,31857,2382,1766,23
Black Hawk,30634,4024,3078,78
Story,26624,2911,1256,16
Woodbury,25772,4342,3680,56
Dubuque,25427,2193,1682,36
Dallas,22265,2492,1887,38
Pottawattamie,18569,1720,1454,34
Warren,10823,853,568,5
Webster,10726,1080,658,11
Cerro Gordo,10036,886,609,20
Marshall,9920,1715,1431,32
Buena Vista,8563,1860,1780,12
Muscatine,8375,998,808,52
Clinton,8346,940,411,13
Des Moines,7472,631,181,5
Wapello,7251,1132,971,54
Jasper,6524,634,456,30
Sioux,5943,995,639,3
Marion,5815,595,266,2
Plymouth,5524,848,449,18
Lee,5254,497,117,6
Boone,5130,383,264,5
Carroll,4744,493,223,4
Dickinson,4584,443,375,6
Bremer,4487,383,223,7
Crawford,4374,867,726,3
Benton,4326,223,159,1
Henry,4224,403,125,4
Washington,3991,367,307,11
Tama,3979,653,528,29
Mahaska,3973,259,168,18
Wright,3917,526,461,1
Buchanan,3717,188,127,1
Fayette,3435,159,86,1
Floyd,3375,241,190,3
Winneshiek,3366,242,123,4
Jackson,3332,236,157,2
Delaware,3292,263,210,3
Hamilton,3272,295,244,2
Iowa,3255,127,97,1
Mills,3251,138,91,1
Jones,3240,195,139,2
Clay,3184,244,194,3
Hardin,3181,250,185,1
Cedar,3109,179,131,1
Poweshiek,2998,204,168,8
Madison,2981,172,126,2
Butler,2855,224,196,2
Clayton,2846,192,162,3
Kossuth,2718,136,89,0
Union,2660,94,75,3
Winnebago,2544,174,86,10
Allamakee,2506,192,153,5
O'Brien,2473,226,138,8
Jefferson,2461,124,85,1
Mitchell,2389,142,78,0
Grundy,2356,145,79,1
Page,2353,125,115,0
Hancock,2268,164,141,2
Franklin,2261,310,259,17
Guthrie,2254,181,136,5
Louisa,2193,400,363,14
Cherokee,2152,147,128,2
Cass,2152,118,107,2
Sac,2143,126,87,0
Harrison,2127,157,137,2
Appanoose,2121,95,77,3
Chickasaw,2113,140,83,0
Calhoun,2080,138,94,2
Shelby,2033,224,211,1
Clarke,1959,245,198,3
Humboldt,1896,155,99,2
Emmet,1887,229,191,8
Palo Alto,1828,125,86,0
Howard,1689,152,70,3
Montgomery,1648,83,73,5
Greene,1578,67,42,0
Monona,1468,111,92,1
Pocahontas,1464,140,112,2
Worth,1407,85,68,0
Lyon,1390,166,139,2
Keokuk,1370,76,36,1
Adair,1339,50,33,1
Lucas,1274,102,66,5
Decatur,1250,48,26,0
Ida,1209,52,30,0
Monroe,1163,122,66,8
Davis,1084,96,60,3
Taylor,1069,114,102,1
Van Buren,1032,107,35,1
Ringgold,963,34,27,2
Pending Investigation,910,0,0,0
Audubon,908,41,28,1
Fremont,904,63,42,0
Wayne,881,64,36,2
Osceola,783,101,84,0
Adams,530,23,17,0
