EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,156239,19625,16070,289
Linn,64141,5947,4179,132
Scott,46903,4823,3246,42
Johnson,46799,6003,5191,31
Black Hawk,41695,5926,4511,102
Woodbury,37969,7409,5772,98
Dubuque,36313,5449,3587,58
Story,33839,4092,3514,18
Dallas,30676,3558,2853,47
Pottawattamie,26985,3367,2458,45
Warren,15302,1307,986,7
Webster,14273,1948,1403,15
Cerro Gordo,13624,1481,1081,27
Marshall,13000,2107,1780,36
Clinton,11953,1539,1148,27
Des Moines,11903,1507,855,10
Muscatine,11874,1529,1096,58
Buena Vista,10370,2291,2020,12
Jasper,9789,1175,865,34
Sioux,9727,2523,1820,17
Wapello,9645,1585,1404,62
Lee,8544,1001,672,11
Marion,8415,1061,919,11
Plymouth,8188,1711,1215,31
Boone,7603,745,537,9
Carroll,7128,1196,721,13
Benton,6992,641,349,2
Washington,6457,688,498,11
Bremer,6391,713,511,9
Dickinson,6310,790,554,9
Henry,6309,1115,818,5
Mahaska,6110,738,457,24
Crawford,6069,1377,1114,14
Pending Investigation,5454,18,0,0
Buchanan,5399,482,303,5
Winneshiek,5393,499,374,9
Tama,5286,999,747,37
Wright,5132,754,611,1
Cedar,5026,501,270,7
Fayette,5001,401,245,4
Jackson,4991,674,387,3
Jones,4945,481,306,4
Delaware,4798,817,537,13
Poweshiek,4786,472,363,11
Iowa,4777,439,231,9
Clay,4703,551,364,4
Hardin,4684,493,312,7
Mills,4609,420,212,3
Floyd,4491,456,405,11
Kossuth,4373,495,321,0
Hamilton,4364,480,441,4
Madison,4261,373,267,3
Butler,3980,403,345,3
Clayton,3950,464,327,3
Union,3871,264,224,5
Harrison,3774,695,318,15
O'Brien,3763,716,430,14
Winnebago,3670,514,317,19
Cass,3627,418,292,3
Jefferson,3592,255,143,1
Page,3524,420,315,0
Allamakee,3410,394,261,9
Cherokee,3367,412,284,2
Grundy,3305,339,236,6
Guthrie,3290,418,265,15
Sac,3287,408,284,4
Mitchell,3256,293,201,1
Appanoose,3225,241,150,3
Louisa,3200,541,424,15
Hancock,3144,353,261,4
Calhoun,3131,326,253,4
Chickasaw,3014,369,338,1
Shelby,2978,397,340,2
Franklin,2891,393,347,18
Emmet,2845,451,304,20
Humboldt,2837,358,247,3
Clarke,2784,358,263,3
Palo Alto,2595,327,234,2
Greene,2532,192,117,0
Lyon,2531,562,396,8
Howard,2486,283,187,9
Montgomery,2329,187,154,7
Monona,2262,248,179,2
Pocahontas,2113,239,174,2
Keokuk,2090,174,124,1
Adair,2058,195,74,1
Lucas,2055,212,153,6
Worth,2004,147,112,0
Decatur,1956,160,69,0
Ida,1841,211,142,2
Monroe,1798,269,154,11
Davis,1631,188,129,4
Fremont,1569,214,134,1
Taylor,1552,259,187,2
Van Buren,1485,187,119,2
Audubon,1473,157,97,1
Ringgold,1407,93,72,2
Osceola,1394,298,191,0
Wayne,1368,136,100,3
Adams,848,84,47,1
