EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Adair,210,9,5,0
Appanoose,399,15,9,3
Boone,1564,62,35,0
Carroll,600,10,8,0
Clarke,446,55,20,0
Dallas,4819,900,580,20
Davis,341,22,12,0
Decatur,212,1,0,0
Greene,343,13,13,0
Guthrie,495,50,30,3
Jasper,1897,261,197,16
Lucas,223,17,2,0
Madison,538,28,20,2
Mahaska,780,94,24,10
Marion,957,32,21,0
Marshall,3473,894,531,16
Monroe,294,38,18,5
Polk,24592,4225,1802,126
Poweshiek,615,88,73,8
Ringgold,171,4,2,0
Story,2503,115,77,1
Tama,1528,403,308,27
Union,433,8,1,0
Warren,2030,132,92,0
Wayne,125,1,1,0
Butler,652,15,12,1
Cerro Gordo,2602,29,15,1
Chickasaw,395,10,8,0
Floyd,890,19,10,1
Franklin,587,13,5,0
Hancock,551,16,5,0
Hardin,535,17,9,0
Kossuth,398,9,3,0
Mitchell,358,4,4,0
Winnebago,350,11,10,0
Worth,295,3,3,0
Wright,1319,167,25,0
Buena Vista,4235,755,71,0
Calhoun,305,2,2,0
Cherokee,469,28,18,0
Clay,394,16,13,0
Dickinson,353,21,6,0
Emmet,267,15,6,0
Hamilton,1082,37,12,0
Humboldt,331,17,12,0
Ida,307,14,11,0
Lyon,286,23,18,0
Monona,379,24,16,0
O'Brien,442,29,16,0
Osceola,188,33,27,0
Palo Alto,161,6,2,0
Plymouth,1134,131,88,2
Pocahontas,267,11,2,0
Sac,569,18,12,0
Sioux,1238,271,127,0
Webster,1608,39,22,1
Woodbury,11259,2748,1649,34
Adams,121,7,3,0
Audubon,218,12,8,1
Cass,385,12,9,0
Crawford,1938,516,310,2
Fremont,147,4,2,0
Harrison,443,23,17,0
Mills,1218,19,13,0
Montgomery,328,7,5,0
Page,604,13,10,0
Pottawattamie,3169,261,160,8
Shelby,328,37,30,0
Taylor,373,56,5,0
Cedar,859,46,42,1
Clinton,1600,61,57,1
Des Moines,942,63,45,1
Henry,725,71,53,1
Iowa,691,33,31,0
Jackson,549,12,8,0
Jefferson,450,27,10,0
Johnson,7122,613,418,9
Keokuk,475,15,12,0
Lee,663,25,18,0
Louisa,1069,345,252,11
Muscatine,3024,557,418,41
Scott,6799,359,301,10
Van Buren,180,9,8,0
Wapello,2560,589,270,9
Washington,1457,189,150,8
Allamakee,823,121,88,4
Benton,955,43,33,1
Black Hawk,9375,1744,1000,44
Bremer,1133,70,59,6
Buchanan,752,33,27,0
Clayton,653,35,26,3
Delaware,591,15,13,0
Dubuque,5440,343,174,18
Fayette,813,27,26,0
Grundy,460,20,14,0
Howard,328,12,10,0
Jones,742,36,36,0
Linn,9492,953,771,77
Winneshiek,725,24,20,0
Pending Investigation,453,0,0,0
