EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Lyon,793,65,46,0
Osceola,515,70,50,0
Dickinson,3115,316,212,3
Emmet,1164,100,67,0
Allamakee,1662,139,120,4
Kossuth,1516,58,27,0
Winneshiek,1686,52,32,0
Howard,1012,38,23,0
Winnebago,1137,52,24,0
Mitchell,1389,53,37,0
Worth,747,31,10,0
Sioux,3343,521,422,0
O'Brien,1413,99,74,1
Clay,2120,153,105,1
Palo Alto,1220,55,40,0
Hancock,1401,70,50,2
Cerro Gordo,5783,364,99,9
Chickasaw,1279,34,32,0
Floyd,2081,86,61,2
Clayton,1737,52,41,3
Fayette,2174,62,31,0
Plymouth,3254,366,281,5
Cherokee,1427,87,72,1
Buena Vista,7378,1743,1653,12
Pocahontas,1021,109,55,1
Humboldt,1048,64,51,1
Wright,2876,409,332,1
Bremer,2761,126,79,7
Franklin,1395,118,69,0
Butler,1787,75,56,2
Dubuque,16398,1089,447,23
Delaware,1649,57,51,1
Webster,5971,448,183,5
Buchanan,2309,66,41,1
Black Hawk,19612,2596,1916,60
Woodbury,18293,3391,3132,46
Ida,753,24,21,0
Sac,1433,69,60,0
Calhoun,1294,67,53,2
Hamilton,2215,207,188,1
Hardin,2091,96,54,0
Grundy,1430,50,30,0
Jackson,1864,77,20,0
Jones,1858,84,57,1
Linn,24727,1475,1182,84
Benton,2473,81,65,1
Tama,2701,497,415,29
Monona,995,78,62,0
Crawford,3196,683,643,3
Carroll,2395,123,101,1
Greene,1005,31,27,0
Boone,3174,174,122,1
Story,9998,904,526,8
Marshall,6639,1131,967,20
Clinton,4043,149,72,1
Cedar,1955,99,71,1
Harrison,1257,66,48,0
Shelby,1238,126,114,0
Audubon,549,18,15,1
Guthrie,1256,85,62,4
Johnson,19470,1558,943,8
Dallas,12783,1462,1095,33
Iowa,2083,63,47,1
Polk,65178,7871,5524,188
Poweshiek,1466,114,99,8
Jasper,3719,378,282,17
Scott,18076,1194,616,10
Muscatine,5533,713,606,45
Pottawattamie,11711,873,683,13
Cass,1025,29,24,0
Washington,2592,255,226,9
Adair,649,18,15,0
Keokuk,881,23,17,1
Warren,5917,359,234,1
Madison,1630,63,38,2
Mahaska,1612,125,100,17
Marion,2356,88,67,0
Louisa,1587,368,343,13
Mills,2205,55,32,0
Montgomery,930,17,10,2
Adams,336,10,8,0
Henry,2050,95,78,3
Jefferson,1440,64,49,0
Union,1617,52,29,1
Wapello,4547,718,673,31
Clarke,1207,148,121,3
Lucas,611,35,25,4
Monroe,607,54,43,7
Des Moines,3244,107,81,2
Fremont,478,12,6,0
Page,1363,22,20,0
Taylor,720,81,79,0
Ringgold,597,17,13,1
Van Buren,509,21,17,1
Davis,658,43,36,1
Decatur,494,15,11,0
Wayne,382,11,9,1
Appanoose,1055,30,18,3
Lee,2255,54,44,2
Pending Investigation,0,43,3,0
