EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Lyon,775,63,47,0
Osceola,492,70,50,0
Dickinson,3000,309,205,3
Emmet,1128,99,66,0
Allamakee,1622,138,120,4
Kossuth,1385,43,27,0
Winneshiek,1642,51,27,0
Howard,977,37,18,0
Winnebago,1065,44,23,0
Mitchell,1337,48,36,0
Worth,718,28,10,0
Sioux,3280,515,414,0
O'Brien,1367,98,73,1
Clay,2075,152,104,1
Palo Alto,1180,53,35,0
Hancock,1351,64,48,1
Cerro Gordo,5586,341,89,1
Chickasaw,1236,32,29,0
Floyd,2036,84,61,2
Clayton,1679,50,39,3
Fayette,2110,60,31,0
Plymouth,3176,354,280,5
Cherokee,1336,85,71,1
Buena Vista,7311,1738,1645,11
Pocahontas,996,109,51,1
Humboldt,1016,61,49,1
Wright,2843,403,315,1
Bremer,2636,116,79,7
Franklin,1370,115,65,0
Butler,1724,71,55,2
Dubuque,15517,1012,436,23
Delaware,1601,58,50,1
Webster,5854,436,163,5
Buchanan,2233,65,40,1
Black Hawk,18901,2540,1898,59
Woodbury,17957,3360,3124,44
Ida,731,23,21,0
Sac,1394,69,59,0
Calhoun,1269,66,50,2
Hamilton,2166,206,185,1
Hardin,2041,92,52,0
Grundy,1377,48,30,0
Jackson,1744,72,19,0
Jones,1758,74,56,1
Linn,23749,1417,1153,84
Benton,2399,78,60,1
Tama,2626,490,414,29
Monona,975,78,61,0
Crawford,3143,680,640,3
Carroll,2329,117,98,1
Greene,978,31,27,0
Boone,3123,174,121,1
Story,9691,880,494,8
Marshall,6486,1104,956,19
Clinton,3863,139,71,1
Cedar,1897,96,71,1
Harrison,1220,63,47,0
Shelby,1201,119,112,0
Audubon,541,18,15,1
Guthrie,1230,82,59,4
Johnson,18708,1492,874,8
Dallas,12359,1426,1089,31
Iowa,2029,63,46,1
Polk,62904,7652,5473,185
Poweshiek,1422,112,96,8
Jasper,3586,357,280,17
Scott,17177,1117,609,10
Muscatine,5367,696,573,45
Pottawattamie,11335,841,677,13
Cass,983,30,24,0
Washington,2540,255,221,9
Adair,630,17,13,0
Keokuk,862,24,17,1
Warren,5700,338,232,1
Madison,1578,57,37,2
Mahaska,1554,120,99,17
Marion,2289,85,65,0
Louisa,1548,367,343,13
Mills,2147,53,32,0
Montgomery,894,15,8,2
Adams,316,8,8,0
Henry,1952,93,78,3
Jefferson,1406,63,49,0
Union,1519,43,29,0
Wapello,4497,715,672,31
Clarke,1173,145,118,3
Lucas,592,35,24,4
Monroe,599,54,43,7
Des Moines,3149,102,81,2
Fremont,465,11,6,0
Page,1318,22,20,0
Taylor,707,81,78,0
Ringgold,590,16,12,1
Van Buren,495,21,16,1
Davis,650,43,36,1
Decatur,485,13,11,0
Wayne,376,11,9,0
Appanoose,1015,29,18,3
Lee,2196,54,43,2
Pending Investigation,0,36,3,0
