EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,115852,14124,10393,243
Linn,43807,3262,2569,96
Johnson,34671,4595,2123,26
Scott,31960,2387,1780,23
Black Hawk,30709,4040,3112,79
Story,26767,2940,1264,16
Woodbury,25868,4355,3709,58
Dubuque,25527,2211,1710,36
Dallas,22339,2496,1902,38
Pottawattamie,18582,1722,1465,34
Warren,10867,855,576,5
Webster,10740,1080,663,11
Cerro Gordo,10085,892,627,20
Marshall,9942,1720,1437,32
Buena Vista,8569,1860,1784,12
Muscatine,8399,1006,814,52
Clinton,8373,941,430,14
Des Moines,7482,633,189,5
Wapello,7294,1142,972,55
Jasper,6550,640,463,30
Sioux,5968,1001,650,3
Marion,5856,603,271,2
Plymouth,5546,854,462,18
Lee,5289,501,124,6
Boone,5169,384,267,5
Carroll,4762,497,224,5
Dickinson,4590,444,377,6
Bremer,4507,389,226,7
Crawford,4385,869,731,3
Benton,4341,224,161,1
Henry,4253,405,135,4
Mahaska,4034,261,168,18
Washington,4012,369,310,11
Tama,3983,653,530,29
Wright,3925,528,466,1
Buchanan,3736,191,133,1
Fayette,3455,161,92,1
Winneshiek,3393,245,125,4
Floyd,3389,242,189,3
Jackson,3346,241,159,2
Delaware,3308,262,218,3
Hamilton,3284,297,244,2
Jones,3274,195,140,2
Iowa,3263,131,97,1
Mills,3259,138,94,1
Clay,3196,244,200,3
Hardin,3189,251,185,1
Cedar,3121,181,132,1
Poweshiek,3004,205,169,8
Madison,2990,172,133,2
Butler,2870,231,196,2
Clayton,2855,194,163,3
Kossuth,2736,139,95,0
Union,2670,94,75,3
Winnebago,2554,176,89,10
Allamakee,2516,194,153,5
O'Brien,2485,230,140,8
Jefferson,2470,124,88,1
Mitchell,2399,143,79,0
Page,2359,124,116,0
Grundy,2359,147,81,1
Hancock,2276,164,142,2
Franklin,2271,312,258,17
Guthrie,2264,182,139,5
Louisa,2199,400,363,14
Cherokee,2182,149,129,2
Cass,2156,118,108,2
Sac,2149,126,88,0
Harrison,2140,157,137,2
Chickasaw,2133,144,83,0
Appanoose,2133,99,79,3
Calhoun,2089,139,95,2
Shelby,2041,224,211,1
Clarke,1972,246,201,3
Humboldt,1901,156,99,2
Emmet,1892,231,192,8
Palo Alto,1836,126,91,0
Howard,1696,153,71,3
Montgomery,1650,83,74,5
Greene,1582,67,42,0
Monona,1473,112,92,1
Pocahontas,1466,140,113,2
Worth,1419,88,68,0
Lyon,1392,168,144,2
Keokuk,1380,77,37,1
Adair,1344,52,34,1
Lucas,1289,105,67,5
Decatur,1253,48,27,0
Ida,1225,54,31,0
Monroe,1170,122,67,8
Davis,1092,97,60,4
Taylor,1073,114,102,1
Van Buren,1035,107,36,1
Ringgold,965,34,27,2
Pending Investigation,959,1,0,0
Audubon,914,41,28,1
Fremont,912,63,42,0
Wayne,892,65,36,2
Osceola,785,101,87,0
Adams,536,23,17,0
