EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Lyon,626,40,38,0
Osceola,381,56,47,0
Dickinson,2306,245,139,2
Emmet,882,75,41,0
Allamakee,1314,126,115,4
Kossuth,1175,32,19,0
Winneshiek,1354,31,24,0
Howard,686,27,12,0
Winnebago,826,26,13,0
Mitchell,979,29,9,0
Worth,565,15,10,0
Sioux,2870,455,333,0
O'Brien,1157,85,54,1
Clay,1575,125,80,0
Palo Alto,962,31,22,0
Hancock,1168,47,37,0
Cerro Gordo,4345,102,45,1
Chickasaw,1084,27,20,0
Floyd,1775,66,41,2
Clayton,1357,39,33,3
Fayette,1768,34,30,0
Plymouth,2670,303,250,4
Cherokee,1026,72,60,0
Buena Vista,6951,1695,1392,11
Pocahontas,810,77,26,1
Humboldt,854,48,38,1
Wright,2609,370,258,0
Bremer,2186,88,78,6
Franklin,1182,77,44,0
Butler,1443,47,34,2
Dubuque,10577,529,376,22
Delaware,1247,41,33,1
Webster,4091,161,119,2
Buchanan,1850,46,34,1
Black Hawk,15096,2111,1783,58
Woodbury,16238,3172,3006,44
Ida,648,22,20,0
Sac,1223,63,47,0
Calhoun,1027,45,20,2
Hamilton,1908,185,141,1
Hardin,1732,63,33,0
Grundy,1103,34,22,0
Jackson,1227,25,16,0
Jones,1395,55,48,0
Linn,19213,1206,987,82
Benton,1945,58,43,1
Tama,2276,445,395,29
Monona,833,71,48,0
Crawford,2860,666,594,2
Carroll,1821,83,64,1
Greene,807,28,20,0
Boone,2635,136,102,1
Story,7753,704,253,3
Marshall,5678,1013,914,18
Clinton,3216,98,67,1
Cedar,1588,75,56,1
Harrison,1016,51,42,0
Shelby,1021,106,79,0
Audubon,464,17,15,1
Guthrie,963,64,58,4
Johnson,15141,1173,695,8
Dallas,9754,1189,986,29
Iowa,1669,49,38,0
Polk,49377,6066,4771,177
Poweshiek,1177,104,88,8
Jasper,3087,317,263,17
Scott,12597,644,463,10
Muscatine,4390,619,536,44
Pottawattamie,9220,691,588,11
Cass,809,17,16,0
Washington,2249,228,199,9
Adair,436,15,11,0
Keokuk,766,19,17,1
Warren,4468,249,208,2
Madison,1211,37,30,2
Mahaska,1336,115,95,17
Marion,1892,67,42,0
Louisa,1425,360,337,13
Mills,1919,34,32,0
Montgomery,763,10,8,2
Adams,256,8,8,0
Henry,1622,82,75,3
Jefferson,1221,53,47,0
Union,1184,26,11,0
Wapello,4111,700,661,30
Clarke,1007,125,98,2
Lucas,480,30,23,4
Monroe,519,50,43,6
Des Moines,2701,84,66,3
Fremont,373,7,4,0
Page,1164,20,18,0
Taylor,639,79,68,0
Ringgold,479,14,10,0
Van Buren,411,19,13,0
Davis,559,37,32,1
Decatur,429,10,9,0
Wayne,313,8,6,0
Appanoose,824,20,17,3
Lee,1856,49,35,2
Pending Investigation,0,3,3,0
