EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,162131,21255,16493,294
Linn,67635,7162,4417,137
Scott,48961,5483,3513,50
Johnson,48408,6426,5316,33
Black Hawk,43326,6736,4669,106
Woodbury,39170,7930,6126,101
Dubuque,37628,6109,3919,63
Story,34719,4395,3617,18
Dallas,31704,3892,2970,49
Pottawattamie,27988,3671,2649,47
Warren,15959,1482,1016,8
Webster,14655,2161,1495,16
Cerro Gordo,14153,1712,1135,27
Marshall,13405,2338,1809,37
Clinton,12508,1714,1217,29
Des Moines,12458,1687,948,12
Muscatine,12292,1655,1135,59
Buena Vista,10559,2381,2097,12
Jasper,10271,1363,907,34
Sioux,10066,2714,1986,19
Wapello,9962,1688,1420,64
Lee,8952,1127,733,13
Marion,8819,1187,980,12
Plymouth,8541,1906,1308,32
Boone,7882,822,579,10
Carroll,7429,1322,818,13
Benton,7344,778,379,5
Washington,6848,781,532,12
Bremer,6705,881,532,9
Henry,6562,1218,869,6
Dickinson,6493,859,605,9
Mahaska,6280,818,491,25
Crawford,6203,1443,1173,15
Pending Investigation,5864,138,1,0
Winneshiek,5646,563,398,9
Buchanan,5646,586,326,5
Tama,5476,1082,782,38
Jones,5413,656,334,4
Jackson,5306,820,430,4
Wright,5288,838,637,1
Cedar,5235,570,288,8
Fayette,5221,498,275,6
Poweshiek,5016,559,404,11
Delaware,4985,930,547,16
Iowa,4975,512,272,11
Hardin,4895,598,332,7
Clay,4862,612,402,4
Mills,4736,495,245,3
Floyd,4640,508,429,11
Kossuth,4514,544,356,0
Hamilton,4500,524,461,5
Madison,4368,409,288,3
Clayton,4189,616,367,3
Butler,4147,480,377,3
O'Brien,4038,844,477,15
Union,4024,312,237,6
Harrison,3929,760,428,18
Cass,3839,527,339,6
Winnebago,3795,564,339,20
Jefferson,3788,305,160,1
Page,3629,486,367,0
Allamakee,3531,452,278,9
Cherokee,3491,470,318,3
Grundy,3421,399,246,6
Sac,3400,463,311,5
Guthrie,3395,463,303,15
Mitchell,3368,342,206,2
Appanoose,3347,300,167,3
Hancock,3306,449,284,6
Louisa,3304,570,440,15
Calhoun,3263,387,281,5
Chickasaw,3138,426,376,1
Shelby,3091,445,373,2
Franklin,3001,429,354,18
Humboldt,2977,423,266,3
Emmet,2936,481,329,21
Clarke,2861,375,277,3
Palo Alto,2710,366,255,2
Lyon,2631,608,450,8
Greene,2601,223,145,0
Howard,2540,303,196,9
Montgomery,2455,223,183,7
Monona,2343,279,199,2
Keokuk,2214,240,128,1
Pocahontas,2207,293,184,2
Adair,2154,252,85,1
Lucas,2129,227,158,6
Worth,2084,174,117,0
Decatur,2031,186,86,0
Ida,1912,265,156,2
Monroe,1840,287,162,12
Davis,1712,223,136,4
Fremont,1613,232,160,2
Taylor,1610,287,194,2
Van Buren,1560,217,132,2
Audubon,1543,212,111,1
Ringgold,1458,112,85,2
Osceola,1449,323,209,0
Wayne,1414,197,109,4
Adams,885,91,54,1
