EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,170590,24434,17142,299
Linn,73117,9562,4647,141
Scott,51992,6879,3842,52
Johnson,51045,7399,5479,33
Black Hawk,45475,7902,4897,110
Woodbury,40600,8558,6471,103
Dubuque,39273,7004,4335,73
Story,36053,4966,3743,18
Dallas,33474,4629,3118,51
Pottawattamie,29217,4177,2909,51
Warren,16811,1797,1090,9
Webster,15197,2559,1581,18
Cerro Gordo,15028,2180,1163,31
Marshall,13946,2678,1850,37
Des Moines,13325,2016,1068,13
Clinton,13295,2141,1281,31
Muscatine,13156,1966,1194,60
Jasper,10874,1623,951,34
Buena Vista,10836,2549,2151,13
Sioux,10519,2970,2174,21
Wapello,10406,1924,1473,65
Lee,9569,1385,793,14
Marion,9316,1443,1003,13
Plymouth,8916,2143,1410,34
Boone,8222,951,621,10
Benton,7951,1089,435,6
Carroll,7731,1518,954,14
Washington,7269,915,561,12
Bremer,7184,1172,585,12
Henry,6876,1352,935,7
Pending Investigation,6826,304,0,0
Dickinson,6777,974,642,9
Mahaska,6586,968,543,26
Jones,6430,1484,368,4
Crawford,6351,1519,1243,15
Buchanan,5931,736,355,5
Winneshiek,5904,647,459,9
Jackson,5685,1045,472,5
Tama,5683,1205,826,38
Cedar,5598,723,313,10
Fayette,5558,646,304,6
Wright,5541,934,671,2
Poweshiek,5329,706,460,11
Iowa,5265,643,330,11
Delaware,5212,1062,604,18
Hardin,5159,721,392,8
Clay,5119,751,443,4
Mills,4974,643,298,3
Floyd,4869,620,475,12
Kossuth,4743,654,393,1
Hamilton,4644,626,486,6
Madison,4549,482,320,4
Butler,4404,619,431,3
Clayton,4360,715,371,4
O'Brien,4297,988,526,19
Union,4206,391,255,6
Harrison,4094,838,513,21
Jefferson,4077,368,176,1
Winnebago,3989,651,367,20
Cass,3977,592,386,10
Page,3894,692,415,1
Calhoun,3719,714,325,6
Allamakee,3702,533,302,9
Cherokee,3696,558,341,3
Appanoose,3618,461,193,3
Grundy,3597,515,258,6
Hancock,3594,558,308,6
Sac,3577,576,339,5
Guthrie,3576,535,337,15
Mitchell,3547,455,212,2
Louisa,3504,650,459,15
Chickasaw,3307,500,397,1
Shelby,3224,546,432,2
Franklin,3167,494,370,19
Humboldt,3120,507,286,3
Emmet,3058,531,357,21
Clarke,2968,403,292,4
Palo Alto,2861,426,267,3
Lyon,2752,693,481,8
Greene,2718,307,156,0
Howard,2653,339,217,9
Montgomery,2582,283,202,7
Keokuk,2444,344,133,1
Monona,2433,302,216,2
Pocahontas,2361,375,192,2
Adair,2267,291,108,3
Lucas,2236,267,166,6
Worth,2218,216,121,0
Decatur,2125,228,113,0
Ida,2014,327,168,4
Monroe,1921,327,199,12
Davis,1825,271,146,4
Taylor,1688,332,207,2
Fremont,1683,259,174,2
Van Buren,1657,246,139,2
Audubon,1607,233,120,1
Ringgold,1559,127,90,2
Osceola,1536,372,237,0
Wayne,1463,233,126,5
Adams,937,105,61,1
