EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,160740,20807,16274,290
Linn,66637,6803,4315,135
Scott,48554,5313,3350,45
Johnson,47968,6292,5252,31
Black Hawk,42819,6495,4567,103
Woodbury,38861,7772,5925,100
Dubuque,37212,5916,3740,61
Story,34434,4257,3565,18
Dallas,31419,3789,2895,49
Pottawattamie,27789,3586,2553,45
Warren,15757,1442,992,7
Webster,14472,2046,1446,15
Cerro Gordo,13962,1614,1104,27
Marshall,13312,2262,1791,36
Clinton,12400,1662,1190,29
Des Moines,12353,1647,896,11
Muscatine,12212,1628,1119,58
Buena Vista,10500,2357,2049,12
Jasper,10173,1333,883,34
Sioux,9983,2672,1887,17
Wapello,9904,1673,1413,63
Lee,8894,1103,688,13
Marion,8764,1160,973,11
Plymouth,8446,1853,1251,31
Boone,7816,802,560,9
Carroll,7340,1266,764,13
Benton,7233,737,364,4
Washington,6678,731,519,12
Bremer,6546,806,522,9
Henry,6472,1181,841,6
Dickinson,6467,852,571,9
Mahaska,6237,790,464,25
Crawford,6158,1418,1145,15
Pending Investigation,5738,52,0,0
Winneshiek,5583,545,384,9
Buchanan,5582,561,317,5
Tama,5424,1060,757,38
Jones,5307,610,322,4
Wright,5244,813,621,1
Jackson,5221,785,406,3
Cedar,5183,556,281,8
Fayette,5146,458,255,4
Poweshiek,4952,539,372,11
Delaware,4931,891,543,15
Iowa,4909,488,250,10
Hardin,4828,558,321,7
Clay,4819,596,374,4
Mills,4722,489,233,3
Floyd,4593,486,420,11
Kossuth,4475,522,343,0
Hamilton,4459,507,446,5
Madison,4342,401,275,3
Clayton,4119,576,361,3
Butler,4058,443,351,3
O'Brien,3983,825,457,14
Union,3961,291,233,5
Harrison,3897,745,351,17
Cass,3767,496,309,4
Winnebago,3743,546,329,20
Jefferson,3724,282,151,1
Page,3597,453,356,0
Allamakee,3492,434,267,9
Cherokee,3447,449,302,2
Grundy,3378,378,240,6
Sac,3341,431,292,4
Mitchell,3339,325,202,1
Guthrie,3330,441,284,15
Appanoose,3326,289,161,3
Louisa,3274,563,434,15
Hancock,3256,420,270,6
Calhoun,3188,349,272,4
Chickasaw,3076,399,353,1
Shelby,3054,430,360,2
Franklin,2963,414,351,18
Humboldt,2931,396,255,3
Emmet,2924,474,317,21
Clarke,2836,368,267,3
Palo Alto,2671,353,246,2
Lyon,2615,600,433,8
Greene,2574,208,139,0
Howard,2526,293,190,9
Montgomery,2438,213,168,7
Monona,2334,274,186,2
Pocahontas,2163,267,179,2
Keokuk,2154,214,126,1
Adair,2127,230,77,1
Lucas,2094,223,156,6
Worth,2058,164,114,0
Decatur,2007,178,74,0
Ida,1895,252,147,2
Monroe,1833,280,156,12
Davis,1692,212,133,4
Fremont,1605,228,149,2
Taylor,1587,274,191,2
Van Buren,1539,202,122,2
Audubon,1518,193,105,1
Osceola,1445,321,198,0
Ringgold,1439,105,82,2
Wayne,1394,162,103,4
Adams,870,88,51,1
