EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,163793,21782,16630,296
Linn,68560,7552,4455,137
Scott,49536,5715,3567,51
Johnson,48762,6558,5351,33
Black Hawk,43770,6976,4718,106
Woodbury,39408,8050,6213,102
Dubuque,37934,6255,3998,65
Story,34969,4504,3647,18
Dallas,32002,4021,3000,50
Pottawattamie,28279,3777,2709,47
Warren,16120,1536,1024,8
Webster,14762,2245,1509,16
Cerro Gordo,14306,1797,1140,27
Marshall,13501,2391,1824,37
Des Moines,12716,1804,967,13
Clinton,12636,1774,1229,30
Muscatine,12391,1689,1151,59
Buena Vista,10647,2431,2107,12
Jasper,10384,1421,917,34
Sioux,10200,2798,2018,20
Wapello,10051,1734,1424,64
Lee,9076,1183,741,13
Marion,8917,1254,990,12
Plymouth,8606,1955,1318,33
Boone,7954,852,591,10
Carroll,7460,1340,853,13
Benton,7429,823,390,6
Washington,6913,800,536,12
Bremer,6779,926,549,10
Pending Investigation,6638,367,0,0
Henry,6625,1246,892,6
Dickinson,6578,895,615,9
Mahaska,6336,846,499,25
Crawford,6243,1462,1188,15
Winneshiek,5708,577,406,9
Buchanan,5692,607,334,5
Jones,5653,822,336,4
Tama,5513,1105,792,38
Jackson,5383,865,434,5
Wright,5337,856,648,1
Cedar,5275,587,293,8
Fayette,5258,521,279,6
Poweshiek,5065,580,411,11
Delaware,5029,951,554,16
Iowa,5016,540,284,11
Hardin,4934,622,349,7
Clay,4917,648,411,4
Mills,4781,534,257,3
Floyd,4685,528,437,11
Kossuth,4542,556,362,1
Hamilton,4520,527,462,6
Madison,4395,418,296,3
Clayton,4224,637,368,3
Butler,4182,496,387,3
O'Brien,4097,882,486,16
Union,4047,319,247,6
Harrison,3965,780,437,19
Cass,3878,540,355,7
Jefferson,3852,320,165,1
Winnebago,3828,578,341,20
Page,3698,540,389,0
Allamakee,3560,467,281,9
Cherokee,3519,485,320,3
Grundy,3448,417,248,6
Sac,3434,484,320,5
Guthrie,3421,470,307,15
Appanoose,3416,330,175,3
Mitchell,3403,361,206,2
Hancock,3357,477,288,6
Louisa,3348,594,441,15
Calhoun,3292,407,288,5
Chickasaw,3156,431,383,1
Shelby,3129,468,428,2
Franklin,3013,435,359,18
Humboldt,3010,438,272,3
Emmet,2962,493,332,21
Clarke,2874,379,279,3
Palo Alto,2730,376,257,2
Lyon,2650,622,457,8
Greene,2614,231,149,0
Howard,2560,308,201,9
Montgomery,2482,235,191,7
Monona,2348,281,202,2
Keokuk,2250,257,128,1
Pocahontas,2230,308,187,2
Adair,2165,254,89,2
Lucas,2150,236,158,6
Worth,2126,183,117,0
Decatur,2045,206,90,0
Ida,1933,276,157,2
Monroe,1851,291,167,12
Davis,1745,234,139,4
Fremont,1631,238,162,2
Taylor,1618,289,199,2
Van Buren,1576,220,135,2
Audubon,1553,215,113,1
Osceola,1467,334,212,0
Ringgold,1461,113,87,2
Wayne,1422,201,109,4
Adams,893,93,55,1
