EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Lyon,651,41,38,0
Osceola,401,58,47,0
Dickinson,2430,260,151,2
Emmet,910,80,48,0
Allamakee,1350,126,115,4
Kossuth,1208,33,20,0
Winneshiek,1391,36,24,0
Howard,712,29,12,0
Winnebago,853,27,15,0
Mitchell,1047,35,10,0
Worth,582,15,11,0
Sioux,2933,460,352,0
O'Brien,1181,86,57,1
Clay,1642,128,84,0
Palo Alto,1052,36,22,0
Hancock,1211,49,40,0
Cerro Gordo,4536,141,52,1
Chickasaw,1100,27,22,0
Floyd,1812,70,48,2
Clayton,1389,39,33,3
Fayette,1813,36,30,0
Plymouth,2777,313,260,5
Cherokee,1046,75,64,1
Buena Vista,7013,1707,1441,11
Pocahontas,869,93,35,1
Humboldt,878,53,39,1
Wright,2655,377,273,1
Bremer,2253,91,79,6
Franklin,1207,84,48,0
Butler,1473,52,37,2
Dubuque,11281,610,390,22
Delaware,1344,48,35,1
Webster,4170,171,125,2
Buchanan,1912,51,35,1
Black Hawk,15800,2191,1805,58
Woodbury,16517,3202,3034,44
Ida,661,23,20,0
Sac,1246,63,49,0
Calhoun,1084,48,24,2
Hamilton,1949,187,154,1
Hardin,1799,67,34,0
Grundy,1141,35,22,0
Jackson,1284,27,16,0
Jones,1441,56,48,0
Linn,19934,1241,1029,82
Benton,2009,62,45,1
Tama,2355,460,398,29
Monona,889,74,51,0
Crawford,2915,675,604,2
Carroll,1944,93,73,1
Greene,829,29,20,0
Boone,2746,143,115,1
Story,8231,749,319,3
Marshall,5878,1041,925,19
Clinton,3331,105,68,1
Cedar,1624,80,62,1
Harrison,1054,53,43,0
Shelby,1073,112,93,0
Audubon,485,16,15,1
Guthrie,1001,64,58,4
Johnson,15702,1234,726,8
Dallas,10217,1227,1005,29
Iowa,1703,51,40,0
Polk,51699,6305,4951,178
Poweshiek,1239,104,90,8
Jasper,3173,321,271,17
Scott,13387,706,513,10
Muscatine,4483,624,540,44
Pottawattamie,9646,719,610,11
Cass,859,21,18,0
Washington,2279,234,206,9
Adair,454,15,11,0
Keokuk,777,20,17,1
Warren,4674,260,217,1
Madison,1375,42,34,2
Mahaska,1373,115,95,17
Marion,1963,68,44,0
Louisa,1435,360,337,13
Mills,1966,36,33,0
Montgomery,776,10,8,2
Adams,269,8,8,0
Henry,1657,85,76,3
Jefferson,1258,58,49,0
Union,1275,27,12,0
Wapello,4180,702,661,30
Clarke,1035,127,101,2
Lucas,496,30,24,4
Monroe,539,50,44,6
Des Moines,2770,86,75,2
Fremont,395,7,4,0
Page,1197,20,19,0
Taylor,654,79,68,0
Ringgold,504,15,11,0
Van Buren,433,19,16,0
Davis,568,39,33,1
Decatur,432,11,10,0
Wayne,327,10,6,0
Appanoose,854,20,17,3
Lee,1915,53,38,2
Pending Investigation,0,4,3,0
