EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,105539,12925,9503,222
Linn,40310,2896,2374,94
Johnson,30379,3354,1894,26
Scott,29243,2135,1605,19
Black Hawk,28178,3669,2919,73
Woodbury,23985,4054,3585,56
Story,23782,2139,1111,16
Dubuque,23568,1982,1496,36
Dallas,20511,2318,1760,38
Pottawattamie,17357,1587,1302,34
Webster,10045,996,628,8
Warren,9805,749,523,5
Marshall,9340,1620,1367,29
Cerro Gordo,9337,792,553,20
Buena Vista,8280,1823,1770,12
Muscatine,7726,947,771,51
Pending Investigation,7661,10,0,0
Clinton,7477,772,309,9
Wapello,6651,1058,903,48
Des Moines,6371,522,136,5
Jasper,5800,561,428,30
Sioux,5408,863,588,3
Marion,4910,441,201,0
Plymouth,4845,682,434,18
Boone,4758,338,229,4
Lee,4430,363,89,5
Dickinson,4338,418,364,5
Carroll,4143,347,192,2
Bremer,4099,286,178,7
Crawford,4041,819,711,3
Benton,3963,192,134,1
Wright,3712,515,430,1
Tama,3612,609,509,29
Mahaska,3573,210,140,18
Washington,3554,334,295,11
Buchanan,3430,172,105,1
Henry,3402,253,106,4
Fayette,3172,136,80,1
Floyd,3163,211,171,3
Jackson,3067,195,136,1
Hamilton,3055,279,231,2
Mills,3042,126,81,1
Winneshiek,3035,208,104,1
Iowa,2993,110,84,1
Clay,2982,236,169,2
Hardin,2976,225,160,1
Jones,2956,166,124,2
Delaware,2946,195,140,3
Cedar,2844,147,117,1
Madison,2731,160,99,2
Clayton,2638,176,124,3
Poweshiek,2628,182,152,8
Butler,2614,186,147,2
Union,2462,93,68,3
Kossuth,2448,118,79,0
Winnebago,2353,155,76,6
Allamakee,2320,172,143,4
Jefferson,2294,116,75,0
O'Brien,2239,185,127,7
Page,2205,109,106,0
Grundy,2181,122,73,1
Mitchell,2148,94,76,0
Franklin,2107,293,246,16
Hancock,2085,150,125,2
Guthrie,2077,168,125,5
Louisa,2055,393,361,14
Cass,2005,112,98,2
Cherokee,1949,135,121,1
Sac,1941,106,81,0
Chickasaw,1918,98,78,0
Harrison,1903,143,115,1
Calhoun,1900,118,86,2
Shelby,1854,214,202,1
Appanoose,1844,77,60,3
Clarke,1793,233,180,3
Humboldt,1768,153,88,2
Emmet,1759,218,181,7
Palo Alto,1676,111,74,0
Montgomery,1533,73,60,4
Howard,1514,123,54,2
Greene,1460,54,38,0
Pocahontas,1380,129,110,2
Monona,1324,106,90,1
Worth,1295,79,61,0
Lyon,1275,141,126,2
Keokuk,1245,57,27,1
Adair,1221,49,20,1
Decatur,1112,43,24,0
Lucas,1107,93,38,5
Ida,1073,39,29,0
Taylor,1013,109,102,1
Monroe,1003,100,58,8
Davis,978,80,48,2
Van Buren,932,96,30,1
Ringgold,832,30,26,1
Fremont,831,57,35,0
Audubon,819,37,27,1
Osceola,736,97,78,0
Wayne,706,46,29,2
Adams,484,20,17,0
