EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Adair,163,6,2,0
Appanoose,265,8,4,3
Boone,1284,49,20,0
Carroll,468,7,6,0
Clarke,306,24,7,0
Dallas,3931,809,484,12
Davis,125,15,7,0
Decatur,178,0,0,0
Greene,266,13,13,0
Guthrie,353,42,27,3
Jasper,1655,251,188,14
Lucas,149,3,1,0
Madison,372,20,11,1
Mahaska,508,46,16,2
Marion,692,25,15,0
Marshall,3126,832,434,7
Monroe,184,22,4,2
Polk,18112,3338,1276,90
Poweshiek,488,88,65,8
Ringgold,105,1,0,0
Story,1773,85,61,1
Tama,1310,376,209,21
Union,291,5,1,0
Warren,1499,90,55,0
Wayne,88,1,1,0
Butler,372,14,12,0
Cerro Gordo,1663,19,13,0
Chickasaw,299,8,6,0
Floyd,613,11,3,1
Franklin,444,7,5,0
Hancock,345,9,3,0
Hardin,426,13,8,0
Kossuth,297,7,2,0
Mitchell,293,4,3,0
Winnebago,272,9,5,0
Worth,229,3,2,0
Wright,856,65,6,0
Buena Vista,1118,130,24,0
Calhoun,224,2,0,0
Cherokee,303,10,6,0
Clay,284,9,9,0
Dickinson,260,8,6,0
Emmet,211,6,1,0
Hamilton,572,13,8,0
Humboldt,237,7,7,0
Ida,182,8,3,0
Lyon,218,19,18,0
Monona,268,18,13,0
O'Brien,335,23,13,0
Osceola,160,30,20,0
Palo Alto,130,2,1,0
Plymouth,784,96,58,0
Pocahontas,143,3,2,0
Sac,302,7,4,0
Sioux,825,178,71,0
Webster,1169,20,10,1
Woodbury,9199,2412,1128,22
Adams,79,3,0,0
Audubon,179,11,8,1
Cass,266,4,1,0
Crawford,1459,419,214,1
Fremont,106,4,2,0
Harrison,347,18,17,0
Mills,546,13,10,0
Montgomery,210,5,5,0
Page,458,10,9,0
Pottawattamie,2418,185,89,3
Shelby,243,24,20,0
Taylor,145,5,1,0
Cedar,670,44,40,1
Clinton,1197,61,51,1
Des Moines,713,49,26,1
Henry,551,49,40,1
Iowa,535,32,26,0
Jackson,418,8,7,0
Jefferson,286,13,8,0
Johnson,5943,584,317,7
Keokuk,267,13,9,0
Lee,485,20,17,0
Louisa,980,324,206,6
Muscatine,2703,539,339,35
Scott,4970,320,279,8
Van Buren,129,8,8,0
Wapello,1589,418,107,3
Washington,1189,173,135,8
Allamakee,698,116,83,4
Benton,759,36,29,1
Black Hawk,7710,1645,922,37
Bremer,615,65,53,5
Buchanan,575,30,23,0
Clayton,499,30,24,3
Delaware,441,13,11,0
Dubuque,4019,299,138,13
Fayette,636,25,25,0
Grundy,366,19,12,0
Howard,270,12,10,0
Jones,580,36,32,0
Linn,7306,904,723,73
Winneshiek,606,20,18,0
Pending Investigation,14,2,1,0
