EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,142908,17249,14770,277
Linn,56721,4707,3570,121
Johnson,42964,5501,4839,30
Scott,41593,3635,2596,30
Black Hawk,38174,4934,4151,96
Woodbury,34791,6427,4687,81
Dubuque,33052,4203,2575,50
Story,31721,3731,3193,17
Dallas,28047,3132,2596,40
Pottawattamie,23904,2673,2009,43
Warren,13830,1066,912,6
Webster,13208,1563,1245,14
Cerro Gordo,12379,1184,975,23
Marshall,12084,1873,1719,36
Clinton,10840,1288,1000,25
Muscatine,10629,1234,1002,57
Des Moines,10110,1020,709,9
Buena Vista,9886,2140,1909,12
Wapello,8942,1435,1326,60
Jasper,8934,971,688,35
Sioux,8789,2118,1190,9
Marion,7655,878,795,9
Lee,7646,778,568,9
Plymouth,7439,1386,951,24
Boone,6996,617,444,8
Carroll,6445,928,609,6
Benton,6093,419,263,1
Bremer,5850,571,441,7
Washington,5789,562,413,11
Dickinson,5785,636,457,7
Henry,5723,919,636,5
Crawford,5669,1241,936,11
Mahaska,5498,539,356,21
Buchanan,4897,353,214,2
Tama,4863,857,707,35
Wright,4809,662,560,1
Winneshiek,4732,393,294,9
Fayette,4562,291,178,2
Jones,4433,360,230,3
Pending Investigation,4430,5,0,0
Jackson,4408,457,284,3
Iowa,4392,325,172,2
Cedar,4366,307,212,4
Delaware,4332,586,479,7
Poweshiek,4264,393,286,11
Clay,4246,440,268,4
Hardin,4210,377,283,4
Floyd,4191,395,355,10
Mills,4170,292,153,1
Hamilton,4019,392,340,3
Kossuth,3957,381,217,0
Madison,3902,313,205,2
Butler,3652,322,294,2
Clayton,3559,321,277,3
Union,3473,190,128,3
O'Brien,3415,524,275,9
Harrison,3316,464,195,5
Winnebago,3269,369,258,16
Cass,3172,238,197,2
Page,3153,295,229,0
Jefferson,3142,177,130,1
Allamakee,3140,297,225,8
Cherokee,3133,336,175,2
Grundy,3041,256,193,4
Sac,3000,337,175,1
Mitchell,2996,210,173,0
Guthrie,2983,341,204,13
Appanoose,2913,187,134,3
Louisa,2854,469,397,15
Calhoun,2853,242,206,3
Hancock,2834,249,212,4
Chickasaw,2810,310,291,1
Franklin,2738,363,326,18
Shelby,2641,314,281,1
Humboldt,2533,250,205,3
Clarke,2518,291,247,3
Emmet,2501,357,235,13
Palo Alto,2395,262,153,1
Greene,2325,152,83,0
Lyon,2281,477,226,5
Howard,2255,214,172,7
Montgomery,2134,139,105,5
Monona,2093,205,133,1
Pocahontas,1927,191,151,2
Keokuk,1885,131,88,1
Worth,1842,119,100,0
Lucas,1824,170,122,6
Adair,1749,100,60,1
Decatur,1725,105,57,0
Ida,1666,162,81,2
Monroe,1545,200,130,11
Davis,1456,145,109,4
Taylor,1426,202,146,1
Fremont,1424,165,76,0
Audubon,1331,117,47,1
Van Buren,1317,143,115,2
Ringgold,1280,68,53,2
Wayne,1227,106,92,3
Osceola,1212,214,119,0
Adams,744,55,32,0
