EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,43291,5594,2752,170
Linn,16761,1115,882,80
Woodbury,15161,3087,2638,43
Black Hawk,13395,1919,1175,56
Johnson,12179,832,512,8
Scott,10778,472,390,10
Dallas,8433,1084,695,29
Dubuque,8348,460,245,22
Pottawattamie,7892,626,434,11
Buena Vista,6748,1673,537,10
Story,6112,544,149,3
Marshall,5228,988,614,18
Muscatine,4034,590,511,43
Warren,3965,215,186,2
Wapello,3905,691,607,28
Cerro Gordo,3844,62,28,1
Webster,3782,132,90,1
Jasper,2742,304,211,17
Crawford,2697,643,382,2
Clinton,2689,75,67,1
Sioux,2581,423,202,0
Wright,2442,342,140,0
Des Moines,2348,80,62,2
Boone,2294,117,76,1
Plymouth,2281,255,190,4
Washington,2049,216,185,9
Tama,2024,432,353,29
Bremer,2017,85,70,6
Pending Investigation,1889,6,1,0
Mills,1786,31,25,0
Hamilton,1761,171,111,0
Benton,1663,52,42,1
Marion,1646,50,35,0
Lee,1637,44,33,1
Carroll,1566,70,50,1
Fayette,1534,30,28,0
Floyd,1492,50,22,1
Buchanan,1488,40,31,1
Iowa,1473,40,33,0
Hardin,1450,56,20,0
Henry,1436,79,70,3
Dickinson,1429,215,92,2
Cedar,1397,64,50,1
Louisa,1346,356,289,13
Clay,1330,110,66,0
Butler,1316,37,26,2
Clayton,1249,35,31,3
Winneshiek,1241,24,24,0
Jones,1228,47,41,0
Mahaska,1198,112,89,15
Allamakee,1136,122,90,4
Sac,1113,52,36,0
Delaware,1086,34,27,1
Page,1070,18,16,0
Franklin,1061,66,26,0
Madison,1051,35,30,2
Kossuth,1044,26,14,0
Poweshiek,1030,97,85,8
Hancock,1021,38,27,0
Jefferson,1016,49,37,0
Jackson,990,21,13,0
O'Brien,962,75,41,1
Grundy,955,26,17,0
Union,913,14,7,0
Cherokee,908,69,55,0
Clarke,896,111,68,2
Guthrie,886,63,47,4
Chickasaw,885,20,15,0
Harrison,883,44,40,0
Calhoun,850,28,18,0
Shelby,803,86,49,0
Mitchell,799,9,5,0
Appanoose,757,20,16,3
Humboldt,714,43,31,1
Emmet,711,63,30,0
Montgomery,710,10,7,2
Greene,709,28,19,0
Keokuk,695,17,14,1
Cass,695,16,15,0
Monona,695,64,23,0
Palo Alto,678,23,16,0
Winnebago,674,17,12,0
Pocahontas,601,41,7,1
Howard,593,14,10,0
Ida,593,21,18,0
Taylor,589,76,23,0
Lyon,541,37,30,0
Davis,523,36,25,1
Monroe,470,49,42,6
Worth,455,8,5,0
Lucas,413,28,18,3
Decatur,406,9,7,0
Ringgold,399,12,8,0
Adair,381,12,11,0
Van Buren,340,16,11,0
Fremont,330,4,2,0
Osceola,326,49,45,0
Audubon,306,15,11,1
Wayne,279,6,3,0
Adams,219,7,5,0
