EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,122050,14884,11227,253
Linn,46281,3580,2830,101
Johnson,36743,4879,2323,27
Scott,33868,2583,1943,26
Black Hawk,32335,4233,3340,83
Story,28211,3188,1431,17
Woodbury,27327,4654,3837,59
Dubuque,26849,2461,1833,38
Dallas,23674,2623,2034,38
Pottawattamie,19479,1865,1561,36
Warren,11532,911,621,6
Webster,11243,1173,698,14
Cerro Gordo,10607,965,678,21
Marshall,10320,1746,1516,32
Clinton,8881,1009,599,17
Buena Vista,8828,1901,1793,12
Muscatine,8774,1048,858,52
Des Moines,8027,710,361,7
Wapello,7635,1203,1058,57
Jasper,6982,701,487,32
Sioux,6362,1155,731,3
Marion,6254,674,428,4
Plymouth,5886,944,554,20
Lee,5735,568,228,6
Boone,5549,429,298,6
Carroll,5068,564,256,5
Bremer,4783,441,249,7
Dickinson,4766,453,389,6
Crawford,4620,925,770,4
Benton,4616,253,179,1
Henry,4526,470,189,4
Washington,4393,411,324,11
Mahaska,4363,301,202,19
Tama,4126,675,562,30
Wright,4079,543,486,1
Buchanan,3963,213,156,1
Fayette,3619,173,120,1
Winneshiek,3607,268,180,5
Floyd,3578,275,221,3
Jones,3530,227,148,3
Jackson,3530,272,174,3
Iowa,3522,167,103,1
Delaware,3510,296,263,3
Cedar,3433,207,139,1
Hamilton,3430,311,250,3
Mills,3346,153,110,1
Hardin,3345,264,199,1
Clay,3339,261,224,3
Poweshiek,3215,227,185,8
Madison,3175,188,148,2
Butler,3026,249,221,2
Clayton,2985,217,190,3
Kossuth,2980,180,110,0
Union,2795,106,84,3
Winnebago,2724,232,133,10
Allamakee,2657,225,160,5
O'Brien,2643,272,158,8
Jefferson,2578,130,96,1
Grundy,2553,193,99,2
Mitchell,2535,170,84,0
Page,2480,140,128,0
Guthrie,2443,207,155,5
Hancock,2398,170,151,2
Franklin,2371,325,279,17
Appanoose,2353,116,95,3
Chickasaw,2348,193,103,0
Sac,2324,158,98,0
Cherokee,2321,166,131,2
Louisa,2307,410,363,14
Cass,2300,122,113,2
Harrison,2254,163,150,2
Calhoun,2250,160,113,2
Shelby,2147,235,224,1
Clarke,2073,250,211,3
Humboldt,2063,167,102,2
Emmet,1994,238,199,10
Palo Alto,1938,145,103,0
Howard,1849,176,89,4
Montgomery,1761,84,79,5
Pending Investigation,1691,21,0,0
Greene,1661,73,45,0
Monona,1595,123,98,1
Pocahontas,1567,146,117,2
Lyon,1527,207,158,3
Keokuk,1522,82,44,1
Worth,1499,99,74,0
Adair,1422,57,40,1
Lucas,1419,125,73,6
Decatur,1355,57,34,0
Ida,1340,76,34,0
Monroe,1242,136,82,8
Davis,1149,107,72,4
Taylor,1123,116,108,1
Van Buren,1121,108,43,1
Ringgold,1017,39,31,2
Wayne,984,76,51,2
Audubon,974,46,30,1
Fremont,960,68,48,0
Osceola,831,112,91,0
Adams,564,27,21,0
