EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,137420,16550,14012,271
Linn,53794,4436,3302,116
Johnson,41306,5296,4578,28
Scott,39466,3338,2399,29
Black Hawk,36640,4667,3978,94
Woodbury,33174,5985,4346,73
Dubuque,31538,3753,2254,46
Story,30837,3584,2956,17
Dallas,26803,2940,2467,39
Pottawattamie,22579,2368,1834,41
Warren,13208,1000,860,6
Webster,12487,1398,1150,14
Cerro Gordo,11821,1119,895,23
Marshall,11671,1828,1692,35
Clinton,10320,1212,928,22
Muscatine,10114,1170,971,56
Buena Vista,9559,2059,1849,12
Des Moines,9393,899,643,9
Wapello,8631,1391,1280,57
Jasper,8464,916,623,34
Sioux,8327,1902,1012,4
Marion,7279,807,749,9
Plymouth,7064,1276,851,23
Lee,6750,707,519,7
Boone,6689,563,386,8
Carroll,6024,775,494,5
Benton,5733,369,229,1
Bremer,5608,527,397,7
Dickinson,5545,580,434,7
Crawford,5455,1161,863,7
Washington,5451,525,378,11
Henry,5445,843,438,5
Mahaska,5245,460,331,21
Buchanan,4705,320,195,1
Tama,4692,807,682,33
Wright,4671,616,539,1
Winneshiek,4534,358,275,8
Fayette,4366,255,163,2
Jackson,4201,409,242,3
Iowa,4200,257,133,1
Jones,4159,322,195,3
Delaware,4132,512,426,4
Cedar,4121,283,184,2
Floyd,4040,376,326,8
Hardin,4022,328,255,2
Clay,4021,381,242,4
Poweshiek,3995,358,241,10
Mills,3922,233,143,1
Hamilton,3798,347,318,3
Kossuth,3722,328,149,0
Madison,3696,272,186,2
Butler,3489,293,264,2
Pending Investigation,3445,2,0,0
Clayton,3428,294,256,3
O'Brien,3252,467,232,9
Union,3239,155,106,3
Winnebago,3124,345,206,14
Harrison,3067,335,183,5
Allamakee,3015,277,198,8
Cherokee,3007,302,150,2
Jefferson,2988,154,121,1
Page,2976,247,194,0
Grundy,2929,241,152,4
Mitchell,2915,201,145,0
Cass,2912,194,173,2
Guthrie,2850,297,179,11
Sac,2849,297,130,0
Appanoose,2741,158,132,3
Calhoun,2730,214,182,3
Chickasaw,2724,292,273,1
Louisa,2721,447,387,15
Hancock,2713,216,194,2
Franklin,2641,353,322,18
Shelby,2535,288,265,1
Clarke,2416,273,239,3
Humboldt,2399,203,185,3
Palo Alto,2306,240,129,0
Emmet,2302,306,221,10
Greene,2206,134,69,0
Howard,2182,199,152,7
Lyon,2157,442,188,4
Montgomery,2038,113,95,5
Monona,2008,179,114,1
Pocahontas,1847,179,141,2
Keokuk,1835,125,77,1
Worth,1754,118,92,0
Lucas,1715,162,104,6
Adair,1629,79,52,1
Decatur,1625,74,50,0
Ida,1603,148,55,2
Monroe,1447,172,115,11
Davis,1396,134,99,4
Fremont,1357,149,65,0
Taylor,1313,167,117,1
Audubon,1276,106,39,1
Van Buren,1250,128,112,1
Ringgold,1227,58,51,2
Wayne,1154,94,82,3
Osceola,1150,188,104,0
Adams,690,43,28,0
