EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,135241,16335,13798,266
Linn,52429,4283,3220,115
Johnson,40519,5231,4436,27
Scott,38505,3221,2348,29
Black Hawk,36037,4597,3924,92
Woodbury,32385,5790,4278,69
Dubuque,30860,3563,2184,43
Story,30509,3532,2824,17
Dallas,26386,2894,2439,38
Pottawattamie,22053,2289,1794,40
Warren,12988,991,836,6
Webster,12368,1382,1130,14
Cerro Gordo,11691,1103,878,23
Marshall,11508,1821,1671,35
Clinton,10068,1165,905,22
Muscatine,9863,1152,953,56
Buena Vista,9453,2030,1838,12
Des Moines,9180,860,624,9
Wapello,8483,1364,1255,57
Jasper,8247,895,600,34
Sioux,8067,1797,978,4
Marion,7169,787,725,9
Plymouth,6886,1225,827,21
Lee,6592,681,492,7
Boone,6578,542,370,8
Carroll,5848,717,456,5
Benton,5588,352,223,1
Bremer,5520,517,382,7
Dickinson,5447,562,434,6
Crawford,5350,1130,858,6
Henry,5315,814,426,4
Washington,5299,501,369,11
Mahaska,5081,446,314,21
Wright,4612,607,536,1
Tama,4605,770,662,32
Buchanan,4594,308,187,1
Winneshiek,4410,348,256,8
Fayette,4269,245,154,2
Iowa,4101,235,123,1
Jackson,4071,381,231,3
Jones,4057,304,187,3
Delaware,4047,479,380,3
Cedar,4012,269,175,2
Floyd,3977,368,314,5
Hardin,3957,317,250,1
Clay,3912,362,242,4
Poweshiek,3874,338,231,9
Mills,3812,211,142,1
Hamilton,3757,341,310,3
Kossuth,3645,307,135,0
Madison,3619,256,186,2
Butler,3441,286,261,2
Clayton,3352,275,246,3
Pending Investigation,3202,11,0,0
Union,3195,149,96,3
O'Brien,3165,431,226,9
Winnebago,3080,334,197,14
Allamakee,2952,266,186,6
Jefferson,2939,144,121,1
Harrison,2928,297,176,5
Page,2924,219,156,0
Cherokee,2920,278,149,2
Grundy,2894,234,143,4
Mitchell,2869,200,134,0
Cass,2845,188,163,2
Guthrie,2788,276,178,10
Sac,2785,281,127,0
Chickasaw,2683,281,255,1
Calhoun,2680,206,174,3
Appanoose,2677,150,125,3
Louisa,2675,442,385,15
Hancock,2664,209,185,2
Franklin,2609,354,317,18
Shelby,2478,280,253,1
Clarke,2385,273,245,3
Humboldt,2357,198,181,3
Emmet,2247,287,218,10
Palo Alto,2243,224,126,0
Greene,2149,117,66,0
Howard,2118,193,142,7
Lyon,2055,401,186,4
Montgomery,1997,105,92,5
Monona,1969,172,110,1
Pocahontas,1818,174,136,2
Keokuk,1801,123,73,1
Worth,1729,113,85,0
Lucas,1683,159,96,6
Decatur,1593,73,51,0
Adair,1593,76,48,1
Ida,1567,140,51,2
Monroe,1413,164,111,11
Davis,1354,131,93,4
Fremont,1318,132,64,0
Taylor,1280,157,115,1
Audubon,1247,99,39,1
Van Buren,1234,123,110,1
Ringgold,1210,55,46,2
Wayne,1127,90,78,3
Osceola,1125,182,102,0
Adams,676,38,28,0
