EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Lyon,757,60,45,0
Osceola,486,69,50,0
Dickinson,2927,306,200,3
Emmet,1085,97,65,0
Allamakee,1609,138,120,4
Kossuth,1381,42,25,0
Winneshiek,1630,50,27,0
Howard,972,37,18,0
Winnebago,1041,44,22,0
Mitchell,1326,46,36,0
Worth,709,26,10,0
Sioux,3239,505,411,0
O'Brien,1354,97,73,1
Clay,2054,150,101,1
Palo Alto,1168,53,33,0
Hancock,1341,62,48,1
Cerro Gordo,5468,324,71,1
Chickasaw,1231,31,29,0
Floyd,2023,82,59,2
Clayton,1664,50,36,3
Fayette,2095,59,31,0
Plymouth,3151,353,280,5
Cherokee,1332,85,70,1
Buena Vista,7298,1738,1631,11
Pocahontas,986,109,51,1
Humboldt,1006,60,48,1
Wright,2819,399,311,1
Bremer,2616,116,79,7
Franklin,1354,111,64,0
Butler,1702,70,54,2
Dubuque,15308,985,431,23
Delaware,1587,57,50,1
Webster,5825,428,157,5
Buchanan,2214,65,40,1
Black Hawk,18762,2528,1895,59
Woodbury,17805,3347,3114,44
Ida,730,23,21,0
Sac,1383,68,59,0
Calhoun,1257,65,42,2
Hamilton,2141,203,181,1
Hardin,2032,92,48,0
Grundy,1363,47,27,0
Jackson,1641,64,18,0
Jones,1735,72,56,1
Linn,23489,1403,1115,83
Benton,2370,77,54,1
Tama,2614,487,412,29
Monona,970,78,57,0
Crawford,3128,681,635,3
Carroll,2309,117,92,1
Greene,947,31,25,0
Boone,3093,174,121,1
Story,9613,874,465,7
Marshall,6465,1101,955,19
Clinton,3838,139,69,1
Cedar,1887,96,70,1
Harrison,1210,62,47,0
Shelby,1196,119,109,0
Audubon,539,18,15,1
Guthrie,1207,80,59,4
Johnson,18546,1480,861,8
Dallas,12231,1411,1080,31
Iowa,2008,63,44,1
Polk,62335,7570,5438,185
Poweshiek,1414,113,95,8
Jasper,3540,354,277,17
Scott,16962,1088,598,10
Muscatine,5345,692,572,45
Pottawattamie,11286,838,671,13
Cass,977,30,20,0
Washington,2518,256,219,9
Adair,615,17,12,0
Keokuk,855,23,17,1
Warren,5631,335,231,1
Madison,1565,55,37,2
Mahaska,1547,119,99,17
Marion,2268,84,65,0
Louisa,1543,367,343,13
Mills,2138,53,32,0
Montgomery,878,15,8,2
Adams,313,8,8,0
Henry,1921,93,78,3
Jefferson,1393,63,49,0
Union,1508,43,29,0
Wapello,4463,715,671,31
Clarke,1164,145,117,3
Lucas,582,35,24,4
Monroe,588,52,43,7
Des Moines,3133,102,81,2
Fremont,462,11,6,0
Page,1310,22,20,0
Taylor,701,81,78,0
Ringgold,583,16,12,1
Van Buren,491,21,16,0
Davis,632,43,36,1
Decatur,482,13,11,0
Wayne,369,11,6,0
Appanoose,987,22,18,3
Lee,2177,54,43,2
Pending Investigation,0,39,3,0
