EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,101600,11710,8974,214
Linn,38630,2733,2227,91
Johnson,28370,2480,1791,24
Scott,28336,1997,1518,18
Black Hawk,27453,3504,2814,69
Woodbury,23524,3936,3522,54
Dubuque,22984,1899,1354,35
Story,22441,1566,1069,16
Dallas,19920,2111,1670,36
Pottawattamie,17019,1512,1177,31
Webster,9801,692,605,8
Warren,9481,653,478,5
Marshall,9202,1566,1297,28
Cerro Gordo,9073,710,529,20
Buena Vista,8215,1814,1762,12
Muscatine,7530,923,747,48
Pending Investigation,7141,1,0,0
Clinton,7048,653,248,6
Wapello,6416,1001,865,43
Des Moines,5773,417,128,3
Jasper,5555,522,416,29
Sioux,5116,765,560,3
Plymouth,4635,611,408,15
Boone,4572,313,219,3
Marion,4307,296,182,0
Dickinson,4236,400,352,5
Lee,4016,248,78,5
Bremer,4001,265,161,7
Crawford,3971,783,696,3
Carroll,3941,295,179,2
Benton,3834,182,129,1
Wright,3664,492,430,1
Tama,3589,583,491,29
Washington,3442,316,288,10
Buchanan,3311,164,90,1
Henry,3112,202,104,4
Floyd,3044,183,151,3
Fayette,3040,122,71,0
Hamilton,2989,246,228,2
Mills,2978,116,70,1
Jackson,2965,181,125,1
Iowa,2934,106,75,1
Clay,2886,229,166,2
Hardin,2874,212,144,1
Jones,2866,151,108,2
Winneshiek,2833,165,87,1
Delaware,2771,162,126,2
Cedar,2737,144,109,1
Madison,2648,147,91,2
Clayton,2549,152,104,3
Butler,2512,159,134,2
Poweshiek,2422,176,133,8
Union,2399,90,60,3
Kossuth,2386,110,75,0
Mahaska,2371,158,120,18
Allamakee,2268,167,141,4
Jefferson,2200,103,71,0
O'Brien,2162,162,121,7
Page,2158,107,101,0
Winnebago,2135,142,70,2
Mitchell,2088,92,75,0
Grundy,2088,110,65,1
Franklin,2049,274,228,16
Guthrie,2021,157,121,5
Hancock,2019,133,118,2
Louisa,2007,381,359,14
Cass,1932,105,90,2
Cherokee,1907,126,107,1
Sac,1866,100,77,0
Calhoun,1847,101,75,2
Harrison,1843,135,101,1
Chickasaw,1829,86,66,0
Shelby,1810,205,190,1
Appanoose,1777,65,54,3
Clarke,1746,215,159,3
Humboldt,1725,98,80,2
Emmet,1699,212,161,7
Palo Alto,1641,105,66,0
Montgomery,1495,69,56,4
Howard,1437,83,47,0
Greene,1401,46,38,0
Pocahontas,1353,121,109,2
Monona,1284,103,88,1
Worth,1245,75,52,0
Lyon,1231,136,118,2
Keokuk,1213,46,26,1
Adair,1185,44,20,1
Decatur,1079,32,24,0
Ida,1052,36,29,0
Lucas,1052,79,36,4
Taylor,981,106,99,0
Monroe,951,91,58,8
Davis,946,77,48,2
Van Buren,855,46,24,1
Fremont,813,54,25,0
Ringgold,812,29,23,1
Audubon,795,34,24,1
Osceola,707,91,76,0
Wayne,660,34,21,2
Adams,457,20,17,0
