EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,33815,5002,2330,157
Woodbury,13570,2976,2363,39
Linn,13446,1011,831,80
Black Hawk,11506,1822,1085,53
Scott,9160,401,351,10
Johnson,9130,632,466,8
Dubuque,6595,380,217,21
Dallas,6409,986,654,26
Buena Vista,5914,1434,297,4
Pottawattamie,5559,465,248,10
Marshall,4607,940,572,18
Story,3628,195,107,2
Muscatine,3520,570,486,43
Wapello,3384,668,425,24
Cerro Gordo,3311,39,24,1
Warren,3143,189,147,1
Webster,3079,94,40,1
Jasper,2338,278,201,17
Crawford,2307,595,350,2
Clinton,2251,67,60,1
Wright,2090,276,89,0
Sioux,1982,346,159,0
Boone,1908,83,42,0
Des Moines,1866,67,57,2
Washington,1827,205,170,9
Tama,1804,426,335,29
Bremer,1749,74,65,6
Plymouth,1664,190,106,4
Mills,1433,22,21,0
Hamilton,1431,111,43,0
Benton,1321,46,36,1
Marion,1320,39,28,0
Louisa,1230,355,273,11
Floyd,1228,20,17,1
Henry,1187,73,64,2
Cedar,1167,52,45,1
Lee,1142,38,25,1
Buchanan,1134,34,30,1
Fayette,1066,28,27,0
Winneshiek,1066,24,24,0
Butler,1050,19,13,2
Mahaska,1023,107,71,14
Jones,981,40,36,0
Allamakee,979,121,90,4
Pending Investigation,943,4,0,0
Sac,922,36,21,0
Hardin,921,42,12,0
Carroll,915,20,14,1
Iowa,899,34,32,0
Clayton,895,35,29,3
Kossuth,871,16,9,0
Poweshiek,861,95,79,8
Delaware,848,27,17,1
Jefferson,843,43,24,0
Hancock,825,26,14,0
Page,806,16,10,0
Franklin,796,43,11,0
Jackson,769,14,8,0
O'Brien,754,62,23,1
Dickinson,751,112,35,0
Clay,751,59,23,0
Madison,747,32,26,2
Cherokee,706,55,34,0
Grundy,696,23,16,0
Mitchell,673,6,4,0
Harrison,668,32,22,0
Clarke,664,86,54,1
Union,639,10,7,0
Guthrie,625,56,39,3
Chickasaw,593,15,9,0
Keokuk,587,15,13,0
Winnebago,567,12,11,0
Appanoose,558,16,11,3
Cass,550,13,12,0
Calhoun,549,17,3,0
Humboldt,545,30,19,1
Emmet,514,38,22,0
Shelby,504,45,35,0
Howard,490,12,10,0
Monona,485,30,20,0
Taylor,476,71,20,0
Montgomery,462,9,6,2
Greene,457,16,14,0
Davis,443,32,19,1
Pocahontas,414,30,4,0
Ida,411,17,16,0
Lyon,407,28,19,0
Palo Alto,395,13,5,0
Worth,389,4,3,0
Monroe,373,46,33,6
Lucas,325,22,12,2
Adair,311,11,9,0
Decatur,284,4,1,0
Osceola,275,49,32,0
Audubon,264,13,10,1
Van Buren,245,11,9,0
Ringgold,245,8,4,0
Fremont,235,4,2,0
Wayne,191,4,1,0
Adams,178,7,4,0
