EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,130181,15817,13137,262
Linn,49807,3989,3065,111
Johnson,39118,5114,3795,27
Scott,36766,2984,2202,28
Black Hawk,34523,4482,3718,90
Woodbury,30375,5380,4099,64
Story,29682,3437,2403,17
Dubuque,29395,3204,1995,41
Dallas,25402,2780,2340,38
Pottawattamie,20934,2094,1727,38
Warren,12424,954,769,6
Webster,11808,1254,1076,14
Cerro Gordo,11282,1054,818,21
Marshall,10955,1780,1612,34
Clinton,9647,1116,823,21
Muscatine,9292,1100,913,54
Buena Vista,9253,1990,1812,12
Des Moines,8703,778,566,8
Wapello,8177,1328,1162,57
Jasper,7758,836,559,32
Sioux,7384,1594,894,3
Marion,6759,759,674,7
Plymouth,6502,1132,729,20
Lee,6184,631,423,7
Boone,6174,507,338,8
Carroll,5592,660,388,5
Benton,5194,309,198,1
Dickinson,5172,524,418,6
Bremer,5163,491,312,7
Crawford,5105,1085,826,5
Henry,5028,741,286,4
Washington,4932,459,348,11
Mahaska,4835,409,294,19
Buchanan,4372,275,173,1
Tama,4365,713,620,31
Wright,4328,582,529,1
Winneshiek,4196,335,246,6
Fayette,4039,219,137,2
Iowa,3865,208,111,1
Floyd,3854,347,286,3
Jackson,3849,345,208,3
Jones,3821,269,168,3
Delaware,3815,397,301,3
Cedar,3791,243,151,1
Clay,3711,323,232,4
Hardin,3706,299,230,1
Hamilton,3598,322,307,3
Mills,3597,178,132,1
Poweshiek,3540,294,196,8
Madison,3449,217,173,2
Kossuth,3424,267,124,0
Butler,3273,270,249,2
Clayton,3214,252,216,3
Union,3042,131,88,3
Winnebago,2992,302,171,13
O'Brien,2986,373,198,9
Allamakee,2863,259,175,6
Grundy,2760,219,133,3
Mitchell,2754,189,107,0
Jefferson,2750,138,115,1
Harrison,2682,215,156,3
Cherokee,2678,249,139,2
Guthrie,2653,245,170,6
Page,2619,155,150,0
Sac,2616,250,115,0
Cass,2609,163,123,2
Appanoose,2556,136,116,3
Chickasaw,2555,248,222,0
Hancock,2547,184,167,2
Calhoun,2543,183,161,3
Franklin,2517,347,310,18
Louisa,2500,429,381,15
Pending Investigation,2439,9,0,0
Shelby,2354,265,240,1
Clarke,2279,265,236,3
Humboldt,2221,188,165,3
Emmet,2154,264,212,10
Palo Alto,2118,198,112,0
Howard,2008,187,131,6
Greene,2006,101,53,0
Montgomery,1873,94,82,5
Lyon,1832,322,178,4
Monona,1751,152,107,1
Keokuk,1699,109,59,1
Pocahontas,1681,158,128,2
Worth,1638,108,79,0
Lucas,1608,156,90,6
Adair,1538,71,48,1
Decatur,1496,67,44,0
Ida,1486,122,43,1
Monroe,1361,158,102,10
Davis,1257,124,82,4
Taylor,1206,127,114,1
Van Buren,1192,114,98,1
Fremont,1165,115,60,0
Ringgold,1107,50,41,2
Wayne,1087,86,74,2
Audubon,1085,82,37,1
Osceola,954,158,102,0
Adams,626,33,26,0
