EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,107601,13218,9624,225
Linn,40924,2960,2406,94
Johnson,31337,3720,1928,26
Scott,29666,2179,1628,20
Black Hawk,28665,3762,2940,74
Story,24340,2342,1129,16
Woodbury,24240,4100,3602,56
Dubuque,23951,2024,1523,36
Dallas,20878,2366,1782,39
Pottawattamie,17531,1618,1329,34
Webster,10167,1005,632,8
Warren,10000,771,534,5
Marshall,9450,1635,1384,32
Cerro Gordo,9440,818,564,20
Buena Vista,8315,1825,1773,12
Muscatine,7816,954,780,51
Pending Investigation,7790,16,1,0
Clinton,7638,814,322,10
Wapello,6735,1075,902,49
Des Moines,6601,554,138,5
Jasper,5923,578,432,30
Sioux,5517,886,593,3
Marion,5035,465,204,0
Plymouth,4985,725,435,18
Boone,4826,343,231,4
Lee,4594,397,94,5
Dickinson,4387,424,367,6
Carroll,4228,371,197,2
Bremer,4167,294,186,7
Crawford,4086,830,715,3
Benton,4042,201,145,1
Wright,3746,517,431,1
Tama,3693,621,511,29
Mahaska,3630,213,145,18
Washington,3604,335,296,11
Henry,3507,276,110,4
Buchanan,3472,173,108,1
Fayette,3207,138,81,1
Floyd,3196,214,171,3
Jackson,3102,205,139,1
Hamilton,3095,279,231,2
Winneshiek,3083,216,113,3
Mills,3067,128,83,1
Iowa,3026,111,89,1
Hardin,3015,230,166,1
Clay,3006,236,171,3
Jones,3001,169,130,2
Delaware,2993,212,145,3
Cedar,2897,151,121,1
Madison,2791,164,104,2
Poweshiek,2753,183,155,8
Clayton,2672,179,136,3
Butler,2663,199,151,2
Kossuth,2510,120,79,0
Union,2507,93,68,3
Winnebago,2390,159,78,7
Allamakee,2344,174,147,4
Jefferson,2320,117,76,0
O'Brien,2292,195,127,7
Page,2227,111,106,0
Mitchell,2207,106,76,0
Grundy,2204,126,73,1
Franklin,2131,295,245,17
Hancock,2119,154,126,2
Guthrie,2098,171,126,5
Louisa,2090,396,362,14
Cass,2032,112,98,2
Sac,1973,113,82,0
Cherokee,1963,139,123,2
Chickasaw,1963,107,80,0
Harrison,1933,147,117,1
Calhoun,1932,125,86,2
Appanoose,1899,82,61,3
Shelby,1868,215,205,1
Clarke,1831,238,183,3
Humboldt,1795,153,89,2
Emmet,1784,220,181,8
Palo Alto,1695,112,79,0
Howard,1546,130,54,2
Montgomery,1545,76,60,4
Greene,1479,54,38,0
Pocahontas,1389,129,110,2
Monona,1344,107,92,1
Worth,1307,79,62,0
Lyon,1293,148,129,2
Keokuk,1261,59,29,1
Adair,1254,49,21,1
Lucas,1127,93,43,5
Decatur,1118,43,24,0
Ida,1089,40,29,0
Monroe,1031,104,59,8
Taylor,1025,113,102,1
Davis,995,81,48,2
Van Buren,949,100,32,1
Ringgold,850,32,26,1
Audubon,847,41,27,1
Fremont,840,58,35,0
Osceola,749,98,79,0
Wayne,713,47,29,2
Adams,490,22,17,0
