EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,143686,17355,14875,277
Linn,57261,4767,3620,122
Johnson,43163,5509,4872,30
Scott,41859,3695,2641,32
Black Hawk,38387,4970,4188,96
Woodbury,34954,6470,4779,81
Dubuque,33246,4295,2636,50
Story,31873,3748,3215,17
Dallas,28214,3158,2607,41
Pottawattamie,24055,2712,2042,43
Warren,13918,1084,918,6
Webster,13320,1600,1261,14
Cerro Gordo,12467,1194,987,23
Marshall,12148,1881,1722,36
Clinton,10881,1293,1017,25
Muscatine,10706,1242,1006,57
Des Moines,10172,1038,715,9
Buena Vista,9926,2160,1914,12
Wapello,8992,1442,1338,60
Jasper,8980,983,709,35
Sioux,8864,2163,1238,10
Lee,7698,790,573,9
Marion,7697,883,805,9
Plymouth,7508,1430,977,24
Boone,7046,626,451,8
Carroll,6469,943,615,7
Benton,6169,439,268,1
Bremer,5876,576,448,7
Washington,5847,575,424,11
Dickinson,5806,645,461,7
Henry,5744,924,646,5
Crawford,5701,1256,947,11
Mahaska,5530,548,359,21
Buchanan,4934,359,224,3
Tama,4894,866,708,35
Wright,4833,668,562,1
Winneshiek,4797,399,298,9
Fayette,4596,304,181,2
Pending Investigation,4491,6,0,0
Jones,4461,365,235,3
Jackson,4452,465,285,3
Iowa,4422,344,179,2
Cedar,4402,317,216,5
Delaware,4360,604,481,8
Poweshiek,4308,395,291,11
Clay,4267,445,276,4
Hardin,4237,384,290,4
Floyd,4217,397,358,11
Mills,4190,292,157,1
Hamilton,4067,411,342,3
Kossuth,3976,389,228,0
Madison,3925,319,208,2
Butler,3668,325,294,2
Clayton,3569,322,281,3
Union,3483,192,144,3
O'Brien,3430,531,285,9
Harrison,3344,488,200,6
Winnebago,3291,374,267,16
Cass,3218,247,198,2
Page,3161,300,238,0
Jefferson,3158,177,131,1
Allamakee,3149,299,230,8
Cherokee,3147,343,185,2
Grundy,3054,260,193,4
Sac,3014,337,186,2
Mitchell,3002,211,174,0
Guthrie,3001,346,207,14
Appanoose,2929,187,134,3
Louisa,2880,472,402,15
Calhoun,2871,244,211,3
Hancock,2860,253,213,4
Chickasaw,2821,311,295,1
Franklin,2742,363,327,18
Shelby,2664,319,280,1
Humboldt,2569,260,210,3
Clarke,2529,295,247,3
Emmet,2516,359,236,13
Palo Alto,2406,267,157,1
Greene,2340,157,83,0
Lyon,2302,482,234,5
Howard,2282,221,172,8
Montgomery,2137,138,112,5
Monona,2102,207,141,1
Pocahontas,1938,195,152,2
Keokuk,1894,133,90,1
Worth,1847,119,100,0
Lucas,1835,174,127,6
Adair,1761,105,60,1
Decatur,1741,109,57,0
Ida,1681,167,87,2
Monroe,1580,215,132,11
Davis,1463,146,110,4
Taylor,1433,203,146,1
Fremont,1430,167,78,0
Audubon,1339,121,50,1
Van Buren,1321,143,114,2
Ringgold,1283,72,52,2
Wayne,1236,109,94,3
Osceola,1228,223,122,0
Adams,744,55,33,0
