EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Lyon,911,86,65,0
Osceola,562,73,51,0
Dickinson,3443,352,235,4
Emmet,1312,128,76,0
Allamakee,1868,144,122,4
Kossuth,1722,72,32,0
Winneshiek,1962,66,46,1
Howard,1117,45,24,0
Winnebago,1338,63,27,0
Mitchell,1627,73,55,0
Worth,948,47,12,0
Sioux,3625,551,448,1
O'Brien,1563,110,81,1
Clay,2277,163,116,1
Palo Alto,1306,62,45,0
Hancock,1563,96,62,2
Cerro Gordo,6931,497,131,16
Chickasaw,1407,44,37,0
Floyd,2271,96,68,2
Clayton,1914,70,47,3
Fayette,2352,68,31,0
Plymouth,3602,399,291,6
Cherokee,1548,93,74,1
Buena Vista,7586,1769,1677,12
Pocahontas,1098,110,65,1
Humboldt,1135,72,64,1
Wright,3011,425,366,1
Bremer,3062,154,79,7
Franklin,1540,159,80,3
Butler,1976,88,70,2
Dubuque,18166,1311,488,26
Delaware,1842,71,58,1
Webster,6289,568,210,5
Buchanan,2511,86,44,1
Black Hawk,21493,2785,1994,61
Woodbury,19509,3517,3168,47
Ida,813,27,21,0
Sac,1553,75,60,0
Calhoun,1412,72,63,2
Hamilton,2361,216,204,1
Hardin,2266,121,63,0
Grundy,1574,61,31,1
Jackson,2266,112,26,0
Jones,2132,105,60,1
Linn,28179,1727,1352,87
Benton,2828,102,81,1
Tama,2931,515,421,29
Monona,1053,85,67,0
Crawford,3340,689,658,3
Carroll,2759,148,118,1
Greene,1108,37,29,0
Boone,3495,205,133,1
Story,11124,998,694,10
Marshall,7327,1263,989,21
Clinton,4630,200,93,2
Cedar,2156,105,74,1
Harrison,1382,74,59,0
Shelby,1357,129,124,0
Audubon,605,22,15,1
Guthrie,1523,116,66,5
Johnson,21593,1705,1119,10
Dallas,14677,1631,1133,34
Iowa,2320,71,50,1
Polk,74705,8822,5782,191
Poweshiek,1645,120,101,8
Jasper,4166,418,306,20
Scott,20893,1411,684,11
Muscatine,6019,749,651,45
Pottawattamie,12919,989,729,18
Cass,1165,34,28,0
Washington,2811,275,239,9
Adair,763,22,16,0
Keokuk,957,27,20,1
Warren,6758,438,241,1
Madison,1891,82,40,2
Mahaska,1817,131,103,17
Marion,2846,119,85,0
Louisa,1704,375,345,13
Mills,2430,64,32,0
Montgomery,1058,29,18,2
Adams,367,12,9,0
Henry,2265,101,78,3
Jefferson,1599,68,51,0
Union,1846,60,29,1
Wapello,5036,773,694,31
Clarke,1330,156,119,3
Lucas,682,39,27,4
Monroe,703,64,43,7
Des Moines,3658,126,85,2
Fremont,561,18,7,0
Page,1560,41,21,0
Taylor,786,87,79,0
Ringgold,649,21,15,1
Van Buren,565,22,18,1
Davis,719,48,36,1
Decatur,535,17,11,0
Wayne,406,13,10,1
Appanoose,1234,34,25,3
Lee,2445,68,47,2
Pending Investigation,0,3,0,0
