EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Lyon,805,67,48,0
Osceola,519,70,50,0
Dickinson,3192,323,220,3
Emmet,1186,110,70,0
Allamakee,1687,139,120,4
Kossuth,1554,62,30,0
Winneshiek,1774,53,38,1
Howard,1018,40,23,0
Winnebago,1160,52,25,0
Mitchell,1422,59,37,0
Worth,766,32,10,0
Sioux,3376,526,429,0
O'Brien,1444,103,75,1
Clay,2154,155,108,1
Palo Alto,1240,57,43,0
Hancock,1422,73,51,2
Cerro Gordo,5877,395,101,12
Chickasaw,1298,35,32,0
Floyd,2107,90,66,2
Clayton,1767,54,42,3
Fayette,2195,63,31,0
Plymouth,3290,370,283,5
Cherokee,1451,87,73,1
Buena Vista,7433,1750,1661,12
Pocahontas,1033,108,56,1
Humboldt,1075,69,55,1
Wright,2908,415,341,1
Bremer,2828,130,79,7
Franklin,1412,129,70,0
Butler,1815,80,59,2
Dubuque,16747,1136,466,23
Delaware,1685,62,54,1
Webster,6054,525,196,5
Buchanan,2340,69,42,1
Black Hawk,20024,2650,1930,60
Woodbury,18471,3418,3142,46
Ida,760,24,21,0
Sac,1469,73,60,0
Calhoun,1342,68,53,2
Hamilton,2248,210,189,1
Hardin,2118,101,55,0
Grundy,1464,55,31,0
Jackson,1929,86,24,0
Jones,1908,85,58,1
Linn,25409,1528,1223,87
Benton,2548,87,69,1
Tama,2751,503,417,29
Monona,1003,79,64,0
Crawford,3224,686,645,3
Carroll,2495,127,113,1
Greene,1029,34,28,0
Boone,3229,178,128,1
Story,10276,926,580,8
Marshall,6763,1164,974,20
Clinton,4116,157,76,1
Cedar,2010,103,71,1
Harrison,1294,68,50,0
Shelby,1265,125,118,0
Audubon,562,19,15,1
Guthrie,1297,95,62,5
Johnson,19897,1598,970,9
Dallas,13171,1504,1101,33
Iowa,2114,64,47,1
Polk,67259,8121,5586,188
Poweshiek,1495,115,100,8
Jasper,3803,382,285,17
Scott,18647,1254,634,10
Muscatine,5660,724,615,45
Pottawattamie,11973,897,696,14
Cass,1045,29,25,0
Washington,2635,257,228,9
Adair,670,19,15,0
Keokuk,895,23,19,1
Warren,6094,386,236,1
Madison,1675,65,38,2
Mahaska,1634,125,100,17
Marion,2449,97,73,0
Louisa,1616,368,343,13
Mills,2253,58,32,0
Montgomery,968,18,13,2
Adams,346,12,8,0
Henry,2102,98,78,3
Jefferson,1470,64,50,0
Union,1657,54,29,1
Wapello,4602,726,674,31
Clarke,1224,152,121,3
Lucas,624,38,26,4
Monroe,630,58,43,7
Des Moines,3344,112,83,2
Fremont,485,13,6,0
Page,1385,24,20,0
Taylor,729,81,79,0
Ringgold,609,17,13,1
Van Buren,520,21,18,1
Davis,672,44,36,1
Decatur,500,15,11,0
Wayne,387,11,9,1
Appanoose,1088,33,18,3
Lee,2298,56,45,2
Pending Investigation,0,34,3,0
