EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Lyon,836,69,48,0
Osceola,531,71,50,0
Dickinson,3278,331,221,3
Emmet,1226,113,71,0
Allamakee,1717,139,120,4
Kossuth,1615,67,30,0
Winneshiek,1829,56,38,1
Howard,1047,41,23,0
Winnebago,1212,56,25,0
Mitchell,1519,68,37,0
Worth,839,36,10,0
Sioux,3455,531,432,0
O'Brien,1482,105,75,1
Clay,2189,159,109,1
Palo Alto,1263,61,43,0
Hancock,1457,75,52,2
Cerro Gordo,6312,431,102,12
Chickasaw,1325,37,32,0
Floyd,2167,92,66,2
Clayton,1803,55,42,3
Fayette,2232,63,31,0
Plymouth,3376,374,283,5
Cherokee,1483,87,74,1
Buena Vista,7472,1752,1662,12
Pocahontas,1047,109,56,1
Humboldt,1092,70,55,1
Wright,2930,415,345,1
Bremer,2899,135,79,7
Franklin,1459,132,70,0
Butler,1869,81,63,2
Dubuque,17137,1176,468,23
Delaware,1729,62,56,1
Webster,6101,530,196,5
Buchanan,2373,73,42,1
Black Hawk,20450,2688,1932,60
Woodbury,18848,3454,3143,46
Ida,781,24,21,0
Sac,1487,73,60,0
Calhoun,1357,68,53,2
Hamilton,2269,212,189,1
Hardin,2178,105,55,0
Grundy,1492,57,31,0
Jackson,1996,92,24,0
Jones,1965,89,58,1
Linn,26077,1570,1226,87
Benton,2601,90,69,1
Tama,2802,508,417,29
Monona,1018,81,64,0
Crawford,3250,688,645,3
Carroll,2627,132,113,1
Greene,1052,37,28,0
Boone,3324,182,128,1
Story,10572,931,588,8
Marshall,6954,1180,974,20
Clinton,4301,173,76,2
Cedar,2049,103,71,1
Harrison,1321,69,50,0
Shelby,1289,125,120,0
Audubon,576,20,15,1
Guthrie,1352,98,62,5
Johnson,20345,1619,983,10
Dallas,13771,1544,1100,34
Iowa,2148,65,47,1
Polk,70129,8306,5597,189
Poweshiek,1543,115,100,8
Jasper,3902,388,286,17
Scott,19404,1287,636,10
Muscatine,5746,729,617,45
Pottawattamie,12309,916,696,15
Cass,1064,29,25,0
Washington,2679,260,228,9
Adair,703,20,16,0
Keokuk,909,24,19,1
Warren,6309,400,236,1
Madison,1755,73,38,2
Mahaska,1688,127,100,17
Marion,2564,99,73,0
Louisa,1642,370,343,13
Mills,2312,58,32,0
Montgomery,988,19,13,2
Adams,351,12,8,0
Henry,2163,100,78,3
Jefferson,1494,66,50,0
Union,1720,56,29,1
Wapello,4662,732,674,31
Clarke,1253,152,121,3
Lucas,640,38,27,4
Monroe,654,59,43,7
Des Moines,3446,117,83,2
Fremont,514,14,6,0
Page,1419,30,20,0
Taylor,745,81,79,0
Ringgold,623,17,13,1
Van Buren,529,22,18,1
Davis,686,45,36,1
Decatur,510,15,11,0
Wayne,391,11,9,1
Appanoose,1121,34,18,3
Lee,2334,57,45,2
Pending Investigation,0,30,4,0
