EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,139334,16730,14284,271
Linn,54749,4526,3416,117
Johnson,41914,5363,4704,28
Scott,40124,3426,2479,29
Black Hawk,37054,4746,4050,95
Woodbury,33708,6146,4451,74
Dubuque,32023,3896,2376,47
Story,31140,3640,3062,17
Dallas,27237,2994,2522,40
Pottawattamie,23013,2471,1887,42
Warren,13434,1014,887,6
Webster,12981,1518,1190,14
Cerro Gordo,12130,1158,919,23
Marshall,11799,1845,1705,36
Clinton,10504,1235,957,23
Muscatine,10303,1191,979,56
Buena Vista,9692,2102,1873,12
Des Moines,9680,950,670,9
Wapello,8718,1400,1286,58
Jasper,8611,940,643,34
Sioux,8497,1980,1060,6
Marion,7396,832,761,9
Lee,7261,742,540,8
Plymouth,7220,1325,885,23
Boone,6784,582,397,8
Carroll,6181,825,523,5
Benton,5846,378,237,1
Bremer,5672,534,413,7
Dickinson,5640,611,438,7
Washington,5578,543,391,11
Henry,5561,869,457,5
Crawford,5535,1184,876,7
Mahaska,5294,471,339,21
Buchanan,4751,329,207,1
Wright,4736,636,545,1
Tama,4733,823,690,34
Winneshiek,4587,363,284,8
Fayette,4431,267,166,2
Iowa,4269,284,153,1
Jackson,4264,422,255,3
Jones,4221,330,208,3
Delaware,4192,538,444,4
Cedar,4178,291,194,3
Floyd,4103,388,332,8
Clay,4093,403,246,4
Poweshiek,4078,365,249,10
Hardin,4076,332,255,2
Pending Investigation,4068,11,0,0
Mills,4008,246,145,1
Hamilton,3886,367,322,3
Kossuth,3828,347,167,0
Madison,3758,278,191,2
Butler,3539,304,267,2
Clayton,3459,301,262,3
Union,3322,159,109,3
O'Brien,3297,480,241,9
Winnebago,3180,351,220,14
Harrison,3112,365,186,5
Jefferson,3062,162,125,1
Cherokee,3057,318,158,2
Page,3047,262,202,0
Allamakee,3043,281,209,8
Cass,2989,205,177,2
Grundy,2957,249,162,4
Mitchell,2953,204,161,0
Sac,2909,312,137,1
Guthrie,2903,313,188,12
Appanoose,2797,165,132,3
Calhoun,2787,233,192,3
Louisa,2774,453,391,15
Hancock,2758,231,204,3
Chickasaw,2754,298,277,1
Franklin,2681,359,323,18
Shelby,2575,294,267,1
Humboldt,2464,226,195,3
Clarke,2441,278,241,3
Emmet,2356,315,224,11
Palo Alto,2344,247,142,0
Greene,2265,144,72,0
Howard,2208,204,166,7
Lyon,2205,457,195,5
Montgomery,2059,118,97,5
Monona,2021,184,116,1
Pocahontas,1886,188,145,2
Keokuk,1852,126,80,1
Worth,1796,118,95,0
Lucas,1741,163,113,6
Decatur,1674,90,53,0
Adair,1674,85,55,1
Ida,1630,155,61,2
Monroe,1469,174,120,11
Davis,1411,139,101,4
Fremont,1388,157,66,0
Taylor,1340,169,120,1
Audubon,1295,111,41,1
Van Buren,1271,133,114,1
Ringgold,1244,61,51,2
Wayne,1180,98,84,3
Osceola,1171,195,106,0
Adams,706,49,30,0
