EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,142092,17148,14580,276
Linn,56171,4664,3500,120
Johnson,42668,5447,4790,29
Scott,41122,3572,2533,29
Black Hawk,37948,4912,4108,96
Woodbury,34480,6349,4562,78
Dubuque,32853,4146,2469,47
Story,31607,3709,3133,17
Dallas,27842,3101,2562,40
Pottawattamie,23771,2649,1975,43
Warren,13734,1050,908,6
Webster,13144,1549,1222,14
Cerro Gordo,12314,1179,961,23
Marshall,12040,1866,1714,36
Clinton,10737,1265,984,25
Muscatine,10542,1222,993,57
Des Moines,9999,1008,684,9
Buena Vista,9872,2138,1890,12
Wapello,8879,1421,1301,59
Jasper,8867,963,665,35
Sioux,8737,2096,1113,8
Marion,7598,866,785,9
Lee,7587,774,558,9
Plymouth,7391,1368,919,24
Boone,6961,611,419,8
Carroll,6405,912,560,6
Benton,6048,411,253,1
Bremer,5818,563,427,7
Dickinson,5768,632,445,7
Washington,5710,555,401,11
Henry,5684,906,468,5
Crawford,5654,1227,913,11
Mahaska,5452,513,349,21
Buchanan,4865,350,212,1
Tama,4838,852,701,35
Wright,4799,657,557,1
Winneshiek,4678,385,289,9
Fayette,4524,285,172,2
Jackson,4382,452,270,3
Pending Investigation,4373,21,0,0
Jones,4357,352,218,3
Iowa,4355,312,163,2
Cedar,4311,300,205,3
Delaware,4296,570,458,6
Poweshiek,4214,389,277,11
Clay,4209,427,259,4
Hardin,4182,371,279,3
Mills,4159,292,148,1
Floyd,4159,390,349,9
Hamilton,3997,383,327,3
Kossuth,3916,374,192,0
Madison,3862,304,199,2
Butler,3622,322,285,2
Clayton,3524,314,274,3
Union,3455,187,115,3
O'Brien,3395,510,261,9
Harrison,3278,443,192,5
Winnebago,3247,363,244,16
Cass,3159,234,191,2
Page,3145,292,222,0
Jefferson,3120,169,128,1
Cherokee,3119,333,168,2
Allamakee,3109,296,219,8
Grundy,3016,255,182,4
Mitchell,2990,209,170,0
Sac,2981,333,154,1
Guthrie,2956,329,200,13
Appanoose,2868,178,134,3
Calhoun,2830,242,199,3
Louisa,2822,462,391,15
Hancock,2816,247,203,4
Chickasaw,2797,309,285,1
Franklin,2730,362,325,18
Shelby,2625,309,275,1
Humboldt,2522,244,203,3
Clarke,2497,289,242,3
Emmet,2488,349,228,11
Palo Alto,2388,259,157,0
Greene,2316,151,75,0
Lyon,2269,474,210,5
Howard,2241,213,169,7
Montgomery,2123,133,102,5
Monona,2074,198,126,1
Pocahontas,1918,191,150,2
Keokuk,1873,131,85,1
Worth,1834,119,96,0
Lucas,1803,165,117,6
Adair,1735,98,56,1
Decatur,1703,102,55,0
Ida,1658,156,76,2
Monroe,1534,198,123,11
Davis,1449,145,106,4
Fremont,1420,164,73,0
Taylor,1390,197,137,1
Audubon,1320,116,42,1
Van Buren,1306,140,114,1
Ringgold,1265,65,52,2
Wayne,1214,102,89,3
Osceola,1204,210,111,0
Adams,738,55,30,0
