EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,32934,4932,2299,155
Woodbury,13382,2963,2303,38
Linn,13058,1008,823,80
Black Hawk,11331,1817,1083,53
Scott,8966,399,347,10
Johnson,8827,628,458,8
Dubuque,6530,375,214,21
Dallas,6171,976,649,26
Buena Vista,5727,1370,285,4
Pottawattamie,5352,441,240,10
Marshall,4534,933,571,18
Story,3501,180,106,2
Muscatine,3485,569,483,43
Wapello,3317,660,413,23
Cerro Gordo,3255,39,24,1
Warren,3012,185,145,1
Webster,2727,89,39,1
Jasper,2308,277,200,17
Crawford,2289,588,347,2
Clinton,2217,67,60,1
Wright,2020,267,78,0
Sioux,1918,338,152,0
Boone,1875,79,42,0
Des Moines,1838,67,55,2
Washington,1806,205,170,9
Tama,1768,419,332,29
Bremer,1697,74,64,6
Plymouth,1588,179,106,4
Mills,1408,22,21,0
Hamilton,1397,106,43,0
Marion,1296,38,26,0
Benton,1256,46,35,1
Louisa,1227,355,272,11
Floyd,1215,19,17,1
Henry,1172,73,64,2
Cedar,1152,52,44,1
Buchanan,1113,34,30,1
Winneshiek,1057,25,24,0
Fayette,1038,28,27,0
Lee,1034,36,25,1
Butler,1030,19,13,2
Mahaska,998,104,69,14
Allamakee,967,121,90,4
Jones,964,38,36,0
Sac,890,34,20,0
Carroll,888,18,12,1
Hardin,877,40,12,0
Clayton,876,34,29,3
Iowa,874,34,32,0
Pending Investigation,855,6,0,0
Kossuth,847,16,9,0
Poweshiek,843,95,79,8
Delaware,831,25,17,1
Jefferson,810,43,20,0
Page,801,16,10,0
Hancock,799,25,9,0
Franklin,760,38,11,0
Jackson,751,14,8,0
Madison,736,30,25,2
O'Brien,719,60,21,1
Dickinson,691,90,25,0
Grundy,669,24,16,0
Cherokee,666,52,33,0
Mitchell,666,6,4,0
Clay,659,40,22,0
Harrison,647,30,22,0
Clarke,645,85,50,1
Guthrie,612,55,38,3
Union,607,10,4,0
Chickasaw,585,15,8,0
Keokuk,578,17,13,0
Appanoose,545,16,11,3
Cass,534,13,12,0
Calhoun,523,17,3,0
Humboldt,506,27,17,1
Shelby,494,43,35,0
Emmet,492,34,20,0
Howard,480,12,10,0
Monona,477,29,20,0
Taylor,465,70,20,0
Winnebago,461,12,11,0
Montgomery,458,9,6,2
Greene,436,16,14,0
Davis,436,30,18,1
Pocahontas,399,29,3,0
Lyon,397,26,19,0
Ida,395,16,14,0
Palo Alto,379,10,5,0
Worth,372,3,3,0
Monroe,368,46,31,6
Lucas,318,22,12,2
Adair,302,10,9,0
Decatur,278,3,1,0
Osceola,267,52,31,0
Audubon,263,14,10,1
Van Buren,240,11,9,0
Ringgold,239,8,3,0
Fremont,232,4,2,0
Wayne,190,4,1,0
Adams,172,7,4,0
