EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,150251,18318,15544,283
Linn,60724,5211,3895,128
Johnson,45035,5703,5056,30
Scott,44401,4165,2956,37
Black Hawk,40097,5331,4366,98
Woodbury,36581,6938,5341,94
Dubuque,34935,4841,3166,54
Story,32957,3908,3407,18
Dallas,29619,3350,2742,44
Pottawattamie,25908,3073,2257,44
Warren,14679,1178,951,6
Webster,13848,1761,1261,14
Cerro Gordo,13046,1287,1028,23
Marshall,12578,1951,1746,36
Clinton,11482,1393,1087,26
Muscatine,11334,1386,1044,58
Des Moines,11139,1289,778,9
Buena Vista,10156,2216,1966,12
Jasper,9383,1042,803,34
Wapello,9342,1488,1377,62
Sioux,9333,2337,1581,14
Lee,8205,903,622,10
Marion,8085,952,865,10
Plymouth,7876,1589,1107,26
Boone,7357,693,502,9
Carroll,6812,1066,650,12
Benton,6617,537,311,1
Bremer,6170,634,481,9
Washington,6152,623,457,11
Dickinson,6072,711,509,7
Henry,6035,1007,744,5
Crawford,5930,1325,1057,12
Mahaska,5867,648,417,24
Buchanan,5185,413,272,4
Tama,5096,914,710,37
Winneshiek,5090,452,356,9
Pending Investigation,5056,15,0,0
Wright,4991,703,588,1
Fayette,4814,349,217,3
Jackson,4751,553,339,3
Cedar,4718,416,248,5
Jones,4713,421,268,3
Poweshiek,4624,441,321,11
Iowa,4599,388,204,8
Delaware,4587,720,521,10
Clay,4504,504,315,4
Hardin,4475,446,295,5
Mills,4419,352,180,1
Floyd,4366,422,379,11
Hamilton,4239,460,401,3
Kossuth,4199,447,267,0
Madison,4108,346,218,2
Butler,3839,353,319,2
Clayton,3739,365,304,3
Union,3715,219,192,4
O'Brien,3609,605,359,14
Harrison,3589,614,239,8
Winnebago,3500,451,299,18
Cass,3478,350,242,2
Page,3412,373,277,0
Jefferson,3351,211,136,1
Allamakee,3287,340,253,8
Cherokee,3276,379,250,2
Grundy,3190,287,220,5
Sac,3174,375,251,4
Guthrie,3145,375,233,15
Mitchell,3124,236,190,0
Appanoose,3073,210,136,3
Louisa,3039,503,412,15
Calhoun,3016,282,232,4
Hancock,2991,297,236,4
Chickasaw,2924,336,311,1
Shelby,2836,354,308,1
Franklin,2801,375,338,18
Humboldt,2712,307,229,3
Emmet,2696,415,266,17
Clarke,2673,326,256,3
Palo Alto,2508,294,198,2
Greene,2455,182,102,0
Lyon,2440,527,312,7
Howard,2395,259,179,9
Montgomery,2240,161,139,5
Monona,2200,234,164,1
Pocahontas,2013,216,157,2
Keokuk,1983,148,110,1
Lucas,1966,194,152,6
Adair,1942,148,68,1
Worth,1930,134,105,0
Decatur,1872,142,63,0
Ida,1753,183,122,2
Monroe,1716,250,147,11
Davis,1554,162,120,4
Fremont,1502,186,115,1
Taylor,1497,230,153,2
Van Buren,1419,165,108,2
Audubon,1413,138,79,1
Ringgold,1358,83,67,2
Wayne,1318,116,95,3
Osceola,1312,259,160,0
Adams,816,70,36,0
