EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,100682,11577,8956,214
Linn,38279,2702,2224,90
Scott,28108,1972,1514,18
Johnson,28097,2389,1782,24
Black Hawk,27308,3491,2805,69
Woodbury,23369,3903,3518,54
Dubuque,22927,1890,1344,35
Story,22312,1539,1065,16
Dallas,19787,2076,1652,35
Pottawattamie,16926,1494,1170,31
Webster,9729,688,604,8
Warren,9382,642,477,4
Marshall,9162,1560,1295,28
Cerro Gordo,9016,701,528,20
Buena Vista,8198,1811,1764,12
Muscatine,7499,921,747,48
Pending Investigation,7107,12,0,0
Clinton,6976,628,246,5
Wapello,6401,996,865,43
Des Moines,5672,399,127,2
Jasper,5515,514,415,29
Sioux,5078,759,557,3
Plymouth,4587,599,407,15
Boone,4555,310,218,3
Marion,4253,283,179,0
Dickinson,4202,399,351,5
Bremer,3977,260,161,7
Lee,3967,235,75,5
Crawford,3951,776,696,3
Carroll,3859,286,179,2
Benton,3812,181,129,1
Wright,3647,491,430,1
Tama,3578,583,491,29
Washington,3435,316,288,10
Buchanan,3295,164,89,1
Henry,3079,198,103,4
Floyd,3024,183,151,3
Fayette,3016,120,71,0
Hamilton,2965,244,228,2
Mills,2953,112,70,1
Jackson,2949,178,124,1
Iowa,2915,104,74,1
Clay,2881,229,166,2
Jones,2841,146,107,2
Hardin,2840,210,144,1
Winneshiek,2805,162,87,1
Delaware,2765,160,126,2
Cedar,2718,144,109,1
Madison,2637,144,89,2
Clayton,2538,149,104,3
Butler,2492,152,134,2
Poweshiek,2394,175,133,8
Union,2383,90,59,3
Kossuth,2381,110,75,0
Mahaska,2367,158,120,18
Allamakee,2254,165,141,4
Jefferson,2189,100,71,0
Page,2150,105,100,0
O'Brien,2144,160,121,7
Winnebago,2126,140,70,2
Mitchell,2071,88,75,0
Grundy,2060,109,64,1
Franklin,2042,274,228,16
Guthrie,2003,156,120,5
Hancock,2002,130,117,2
Louisa,1996,382,359,14
Cass,1922,103,88,2
Cherokee,1894,126,105,1
Sac,1859,98,75,0
Calhoun,1829,100,75,2
Chickasaw,1825,85,66,0
Harrison,1823,131,101,1
Shelby,1795,205,190,1
Appanoose,1765,64,54,3
Clarke,1736,215,157,3
Humboldt,1706,97,80,2
Emmet,1691,211,160,7
Palo Alto,1637,104,66,0
Montgomery,1493,68,56,4
Howard,1427,83,47,0
Greene,1390,45,38,0
Pocahontas,1350,121,109,2
Monona,1281,101,88,1
Worth,1238,74,52,0
Lyon,1225,135,117,2
Keokuk,1210,46,26,1
Adair,1180,42,20,1
Decatur,1075,32,24,0
Ida,1048,36,29,0
Lucas,1047,79,36,4
Taylor,977,105,99,0
Monroe,945,89,58,8
Davis,943,75,48,2
Van Buren,851,45,24,1
Ringgold,812,29,23,1
Fremont,806,52,25,0
Audubon,791,32,24,1
Osceola,704,90,76,0
Wayne,656,34,21,2
Adams,457,20,17,0
