EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,195272,33249,20498,333
Linn,85152,14052,6527,164
Scott,61592,11042,5284,84
Johnson,58143,9442,6182,36
Black Hawk,51742,10813,6419,134
Woodbury,44599,10297,7704,124
Dubuque,43859,9145,5797,91
Story,41396,6761,4238,21
Dallas,38291,6312,3726,57
Pottawattamie,34216,6221,3567,69
Warren,19581,2769,1422,11
Cerro Gordo,17599,3501,1611,44
Webster,16810,3574,2043,33
Clinton,15586,3236,1643,40
Marshall,15415,3464,2223,45
Des Moines,15391,2857,1627,19
Muscatine,15267,2838,1558,68
Jasper,12387,2164,1298,43
Wapello,11875,2535,1600,71
Sioux,11795,3672,2655,25
Buena Vista,11728,3030,2346,14
Lee,11204,2012,1090,16
Marion,10728,2031,1157,19
Plymouth,9991,2731,1820,41
Boone,9357,1351,795,11
Benton,9340,1685,715,18
Carroll,8630,1967,1242,22
Bremer,8548,1929,816,12
Washington,8366,1387,733,14
Pending Investigation,8285,651,2,0
Henry,7861,1819,1173,7
Dickinson,7614,1361,842,10
Jones,7528,2285,592,13
Mahaska,7329,1261,763,27
Buchanan,6888,1162,541,10
Winneshiek,6841,958,550,12
Crawford,6797,1744,1405,15
Fayette,6493,1025,455,10
Cedar,6473,1066,534,13
Jackson,6432,1432,785,13
Tama,6342,1533,1009,40
Poweshiek,6132,983,532,13
Wright,6116,1226,815,6
Hardin,6063,1146,550,10
Iowa,5960,938,469,12
Clay,5948,1151,590,4
Delaware,5914,1414,872,21
Mills,5818,1035,476,7
Floyd,5689,1039,484,16
Kossuth,5528,1051,513,6
Hamilton,5417,1102,512,9
Jefferson,5264,707,283,2
Madison,5154,679,394,4
Butler,5054,992,462,6
Clayton,5000,1091,566,5
Union,4946,764,301,6
O'Brien,4862,1273,801,30
Harrison,4616,1067,720,29
Page,4547,1122,455,4
Winnebago,4542,916,521,23
Cass,4488,806,507,22
Allamakee,4244,792,419,11
Appanoose,4222,780,282,10
Hancock,4215,857,410,7
Calhoun,4201,1060,366,7
Cherokee,4187,824,448,4
Grundy,4168,849,374,11
Mitchell,4121,779,319,4
Guthrie,4082,748,431,15
Sac,4028,844,429,7
Louisa,4013,852,549,16
Chickasaw,3908,846,668,4
Franklin,3705,735,401,21
Shelby,3705,761,440,11
Humboldt,3517,764,398,5
Emmet,3505,749,450,24
Palo Alto,3336,648,353,4
Lyon,3286,1018,591,8
Clarke,3248,478,366,4
Greene,3112,518,209,0
Howard,3094,549,275,9
Montgomery,2943,455,208,11
Keokuk,2889,581,212,7
Monona,2707,429,276,2
Pocahontas,2699,557,260,2
Adair,2608,433,228,8
Worth,2598,355,161,0
Lucas,2511,322,211,6
Decatur,2375,316,181,0
Ida,2279,481,239,13
Davis,2207,456,217,8
Monroe,2184,440,269,12
Van Buren,1936,354,206,5
Fremont,1935,356,226,3
Taylor,1893,461,269,3
Osceola,1807,517,322,1
Audubon,1802,295,192,2
Ringgold,1707,208,103,2
Wayne,1624,295,156,7
Adams,1103,168,86,2
