EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Lyon,671,43,38,0
Osceola,424,61,48,0
Dickinson,2525,267,160,2
Emmet,954,86,49,0
Allamakee,1365,128,115,4
Kossuth,1243,34,21,0
Winneshiek,1409,38,24,0
Howard,763,35,12,0
Winnebago,878,28,15,0
Mitchell,1166,37,11,0
Worth,617,19,11,0
Sioux,2995,465,360,0
O'Brien,1221,87,63,1
Clay,1840,133,90,0
Palo Alto,1089,41,22,0
Hancock,1238,52,41,0
Cerro Gordo,4730,159,57,1
Chickasaw,1127,28,22,0
Floyd,1868,72,53,2
Clayton,1481,43,34,3
Fayette,1862,48,31,0
Plymouth,2848,317,275,5
Cherokee,1205,75,64,1
Buena Vista,7056,1711,1472,11
Pocahontas,892,96,36,1
Humboldt,912,54,39,1
Wright,2690,380,285,1
Bremer,2314,93,79,6
Franklin,1237,91,51,0
Butler,1518,54,40,2
Dubuque,11977,685,398,22
Delaware,1387,50,36,1
Webster,4486,215,125,2
Buchanan,1965,50,35,1
Black Hawk,16461,2267,1814,58
Woodbury,16720,3220,3041,44
Ida,682,23,20,0
Sac,1269,63,51,0
Calhoun,1125,49,25,2
Hamilton,1981,188,161,1
Hardin,1835,72,41,0
Grundy,1190,38,23,0
Jackson,1317,29,16,0
Jones,1496,57,48,0
Linn,20686,1270,1030,82
Benton,2072,66,47,1
Tama,2403,463,399,29
Monona,919,76,52,0
Crawford,2950,677,614,2
Carroll,2016,96,73,1
Greene,850,29,21,0
Boone,2817,148,121,1
Story,8488,766,342,3
Marshall,5941,1045,928,19
Clinton,3415,109,68,1
Cedar,1669,83,63,1
Harrison,1075,53,43,0
Shelby,1096,114,95,0
Audubon,495,16,15,1
Guthrie,1023,66,58,4
Johnson,16315,1278,757,8
Dallas,10625,1269,1013,29
Iowa,1753,51,40,0
Polk,53843,6517,5065,179
Poweshiek,1269,104,90,8
Jasper,3230,324,271,17
Scott,14330,788,535,10
Muscatine,4586,633,541,44
Pottawattamie,9785,723,628,11
Cass,883,22,18,0
Washington,2313,236,206,9
Adair,467,15,12,0
Keokuk,788,20,17,1
Warren,4868,279,220,1
Madison,1410,46,33,2
Mahaska,1397,116,95,17
Marion,2030,70,53,0
Louisa,1453,360,337,13
Mills,1975,36,33,0
Montgomery,779,10,8,2
Adams,272,8,8,0
Henry,1723,86,76,3
Jefferson,1282,60,49,0
Union,1304,28,13,0
Wapello,4228,708,661,30
Clarke,1070,133,103,2
Lucas,510,30,24,4
Monroe,544,50,44,6
Des Moines,2836,90,75,2
Fremont,407,7,4,0
Page,1208,20,20,0
Taylor,660,79,70,0
Ringgold,518,15,11,0
Van Buren,438,20,16,0
Davis,579,40,33,1
Decatur,438,11,10,0
Wayne,333,10,6,0
Appanoose,876,20,17,3
Lee,1958,54,38,2
Pending Investigation,0,19,3,0
