EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,141146,16973,14515,276
Linn,55668,4617,3486,119
Johnson,42483,5433,4781,29
Scott,40719,3507,2528,29
Black Hawk,37691,4859,4103,96
Woodbury,34236,6297,4549,77
Dubuque,32595,4061,2457,47
Story,31428,3678,3119,17
Dallas,27659,3063,2553,40
Pottawattamie,23581,2602,1966,43
Warren,13658,1035,897,6
Webster,13101,1546,1211,14
Cerro Gordo,12258,1172,956,23
Marshall,11952,1861,1713,36
Clinton,10633,1249,982,25
Muscatine,10469,1207,990,57
Des Moines,9912,992,683,9
Buena Vista,9817,2124,1889,12
Wapello,8826,1415,1304,58
Jasper,8778,956,663,35
Sioux,8624,2035,1100,8
Lee,7545,756,557,9
Marion,7520,852,778,9
Plymouth,7309,1354,917,24
Boone,6925,601,417,8
Carroll,6327,880,559,6
Benton,5990,400,251,1
Bremer,5777,555,426,7
Dickinson,5720,625,443,7
Washington,5658,551,399,11
Henry,5649,894,465,5
Crawford,5631,1222,911,10
Mahaska,5413,502,343,21
Buchanan,4830,342,212,1
Tama,4805,844,700,34
Wright,4773,650,555,1
Winneshiek,4650,378,288,9
Fayette,4500,282,169,2
Iowa,4337,306,162,2
Jackson,4334,439,269,3
Jones,4329,347,215,3
Pending Investigation,4287,8,0,0
Cedar,4285,299,205,3
Delaware,4255,556,458,6
Clay,4169,418,256,4
Poweshiek,4169,381,263,10
Floyd,4137,388,349,9
Hardin,4126,342,264,3
Mills,4110,272,150,1
Hamilton,3985,383,327,3
Kossuth,3887,369,192,0
Madison,3835,295,196,2
Butler,3600,318,275,2
Clayton,3504,309,272,3
Union,3414,178,115,3
O'Brien,3368,502,259,9
Harrison,3240,435,191,5
Winnebago,3232,361,243,16
Cass,3138,228,189,2
Jefferson,3114,168,128,1
Page,3109,271,218,0
Cherokee,3098,328,167,2
Allamakee,3096,294,219,8
Grundy,2994,254,179,4
Mitchell,2971,205,169,0
Sac,2961,328,153,1
Guthrie,2938,324,199,13
Appanoose,2854,173,134,3
Calhoun,2819,241,199,3
Louisa,2795,457,391,15
Hancock,2793,243,203,4
Chickasaw,2787,306,285,1
Franklin,2717,361,325,18
Shelby,2610,306,276,1
Humboldt,2509,243,205,3
Clarke,2487,287,242,3
Emmet,2462,338,227,11
Palo Alto,2378,256,153,0
Greene,2298,148,75,0
Lyon,2252,469,206,5
Howard,2223,209,169,7
Montgomery,2100,132,100,5
Monona,2052,194,125,1
Pocahontas,1911,189,147,2
Keokuk,1869,130,85,1
Worth,1821,117,96,0
Lucas,1793,164,116,6
Adair,1715,94,56,1
Decatur,1699,100,55,0
Ida,1649,155,76,2
Monroe,1521,191,123,11
Davis,1438,143,106,4
Fremont,1412,162,73,0
Taylor,1376,195,137,1
Audubon,1312,115,43,1
Van Buren,1303,140,114,1
Ringgold,1263,65,52,2
Wayne,1205,101,89,3
Osceola,1193,206,108,0
Adams,726,52,30,0
