EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Adair,0,3,0,0
Appanoose,0,6,0,3
Boone,0,34,0,0
Carroll,0,6,0,0
Clarke,0,6,0,0
Dallas,0,676,0,3
Davis,0,9,0,0
Decatur,0,0,0,0
Greene,0,13,0,0
Guthrie,0,33,0,0
Jasper,0,238,0,5
Lucas,0,0,0,0
Madison,0,11,0,1
Mahaska,0,20,0,1
Marion,0,13,0,0
Marshall,0,721,0,3
Monroe,0,4,0,0
Polk,0,2238,0,45
Poweshiek,0,79,0,5
Ringgold,0,0,0,0
Story,0,58,0,1
Tama,0,329,0,11
Union,0,1,0,0
Warren,0,42,0,0
Wayne,0,1,0,0
Cerro,0,14,0,0
Chickasaw,0,6,0,0
Floyd,0,4,0,0
Franklin,0,6,0,0
Hancock,0,3,0,0
Hardin,0,12,0,0
Kossuth,0,2,0,0
Mitchell,0,3,0,0
Winnebago,0,3,0,0
Worth,0,2,0,0
Wright,0,6,0,0
Calhoun,0,1,0,0
Cherokee,0,4,0,0
Clay,0,9,0,0
Dickinson,0,6,0,0
Emmet,0,0,0,0
Hamilton,0,10,0,0
Humboldt,0,7,0,0
Ida,0,0,0,0
Lyon,0,16,0,0
Monona,0,12,0,0
O'Brien,0,15,0,0
Osceola,0,19,0,0
Palo,0,1,0,0
Plymouth,0,59,0,0
Pocahontas,0,3,0,0
Sac,0,2,0,0
Sioux,0,84,0,0
Webster,0,9,0,0
Woodbury,0,1627,0,4
Audubon,0,10,0,0
Cass,0,1,0,0
Crawford,0,176,1,1
Fremont,0,1,0,0
Harrison,0,17,0,0
Mills,0,8,0,0
Montgomery,0,4,0,0
Page,0,10,0,0
Pottawattamie,0,85,0,2
Shelby,0,19,0,0
Taylor,0,1,0,0
Clinton,0,56,0,0
Des,0,39,0,1
Henry,0,43,0,1
Iowa,0,24,0,0
Jackson,0,7,0,0
Jefferson,0,6,0,0
Johnson,0,551,0,6
Keokuk,0,7,0,0
Lee,0,18,0,0
Louisa,0,282,0,2
Muscatine,0,488,0,17
Scott,0,280,0,7
Van,0,8,0,0
Wapello,0,218,0,1
Washington,0,159,0,7
Benton,0,35,0,1
Black,0,1509,0,19
Bremer,0,58,0,5
Buchanan,0,23,0,0
Clayton,0,24,0,2
Delaware,0,9,0,0
Dubuque,0,191,0,5
Fayette,0,24,0,0
Grundy,0,15,0,0
Howard,0,12,0,0
Jones,0,31,0,0
Linn,0,827,0,55
Winneshiek,0,18,0,0
