EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,144711,17489,14962,278
Linn,57683,4827,3674,122
Johnson,43438,5542,4903,30
Scott,42231,3783,2693,32
Black Hawk,38629,5010,4220,96
Woodbury,35247,6559,4850,82
Dubuque,33410,4358,2726,50
Story,32032,3760,3242,17
Dallas,28435,3194,2630,42
Pottawattamie,24323,2766,2064,43
Warren,14051,1098,927,6
Webster,13414,1628,1275,14
Cerro Gordo,12542,1205,1001,23
Marshall,12190,1884,1727,36
Clinton,10978,1310,1029,25
Muscatine,10783,1260,1009,57
Des Moines,10349,1089,723,9
Buena Vista,9959,2166,1924,12
Jasper,9059,992,723,35
Wapello,9039,1450,1334,60
Sioux,8932,2194,1271,11
Lee,7799,810,582,9
Marion,7738,887,810,10
Plymouth,7572,1453,1007,24
Boone,7093,636,464,8
Carroll,6501,957,625,7
Benton,6217,456,278,1
Bremer,5927,585,456,7
Washington,5891,582,427,11
Dickinson,5868,659,469,7
Henry,5789,939,653,5
Crawford,5732,1267,969,12
Mahaska,5574,564,363,22
Buchanan,4967,368,232,3
Tama,4926,875,710,35
Wright,4866,673,565,1
Winneshiek,4843,402,312,9
Fayette,4635,310,190,2
Pending Investigation,4560,9,0,0
Jones,4492,370,238,3
Jackson,4477,471,292,3
Iowa,4457,358,188,2
Cedar,4432,322,222,5
Delaware,4384,618,495,8
Poweshiek,4361,401,297,11
Clay,4296,455,288,4
Hardin,4265,405,309,5
Mills,4244,307,167,1
Floyd,4240,404,359,11
Hamilton,4101,420,360,3
Kossuth,4004,398,242,0
Madison,3948,322,210,2
Butler,3721,329,297,2
Clayton,3589,328,282,3
Union,3557,199,152,3
O'Brien,3448,540,292,9
Harrison,3382,513,201,6
Winnebago,3321,383,276,16
Cass,3259,258,209,2
Page,3207,316,238,0
Jefferson,3184,179,131,1
Allamakee,3169,301,238,8
Cherokee,3157,345,194,2
Grundy,3072,263,197,4
Sac,3060,343,201,2
Guthrie,3016,350,208,14
Mitchell,3012,211,176,0
Appanoose,2949,190,135,3
Louisa,2903,476,405,15
Calhoun,2888,249,214,3
Hancock,2875,255,215,4
Chickasaw,2835,313,296,1
Franklin,2753,364,328,18
Shelby,2691,324,282,1
Humboldt,2589,268,211,3
Clarke,2553,297,249,3
Emmet,2533,367,241,14
Palo Alto,2419,268,163,1
Greene,2351,157,84,0
Lyon,2331,494,241,5
Howard,2304,226,173,8
Montgomery,2159,140,114,5
Monona,2116,211,144,1
Pocahontas,1944,196,152,2
Keokuk,1905,134,93,1
Worth,1862,122,100,0
Lucas,1848,178,136,6
Adair,1778,109,62,1
Decatur,1753,112,57,0
Ida,1699,171,92,2
Monroe,1607,224,135,11
Davis,1482,150,111,4
Taylor,1445,205,147,2
Fremont,1442,169,83,0
Audubon,1349,122,53,1
Van Buren,1328,142,113,2
Ringgold,1327,80,52,2
Osceola,1251,235,128,0
Wayne,1245,109,94,3
Adams,767,60,33,0
