EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Lyon,985,98,75,0
Osceola,594,77,62,0
Dickinson,3679,369,261,4
Emmet,1455,178,87,1
Allamakee,1955,147,130,4
Kossuth,1877,76,35,0
Winneshiek,2116,74,54,1
Howard,1206,47,34,0
Winnebago,1473,71,32,0
Mitchell,1799,76,66,0
Worth,1056,56,21,0
Sioux,3921,583,471,2
O'Brien,1642,115,89,1
Clay,2422,168,136,1
Palo Alto,1380,74,46,0
Hancock,1703,109,88,2
Cerro Gordo,7578,567,220,17
Chickasaw,1498,48,44,0
Floyd,2420,107,89,2
Clayton,2074,91,63,3
Fayette,2507,76,49,0
Plymouth,3866,432,317,8
Cherokee,1609,97,81,1
Buena Vista,7733,1782,1708,12
Pocahontas,1145,113,93,1
Humboldt,1206,86,69,1
Wright,3099,439,383,1
Bremer,3255,179,88,7
Franklin,1658,208,119,4
Butler,2107,106,83,2
Dubuque,19267,1460,709,28
Delaware,1998,83,67,1
Webster,6547,684,354,5
Buchanan,2691,103,55,1
Black Hawk,23095,2953,2231,62
Woodbury,20503,3617,3234,47
Ida,853,29,23,0
Sac,1615,79,65,0
Calhoun,1487,81,68,2
Hamilton,2494,237,217,1
Hardin,2450,156,80,0
Grundy,1715,71,39,1
Jackson,2483,131,34,1
Jones,2336,119,65,1
Linn,30945,1979,1546,87
Benton,3108,127,86,1
Tama,3090,533,438,29
Monona,1106,89,76,0
Crawford,3485,707,672,3
Carroll,3147,174,144,1
Greene,1168,37,31,0
Boone,3734,226,148,2
Story,12004,1086,795,13
Marshall,7904,1370,1040,24
Clinton,5225,280,113,2
Cedar,2275,116,83,1
Harrison,1495,89,66,0
Shelby,1472,153,127,1
Audubon,670,28,15,1
Guthrie,1657,124,79,5
Johnson,23162,1868,1347,14
Dallas,15856,1736,1260,35
Iowa,2500,84,52,1
Polk,80775,9446,6491,201
Poweshiek,1840,136,102,8
Jasper,4489,448,328,24
Scott,22728,1544,850,11
Muscatine,6365,798,691,47
Pottawattamie,14081,1146,776,21
Cass,1296,40,34,0
Washington,2951,284,259,10
Adair,880,20,16,0
Keokuk,1019,28,21,1
Warren,7346,501,287,1
Madison,2069,93,50,2
Mahaska,1940,133,104,17
Marion,3126,144,102,0
Louisa,1767,377,347,14
Mills,2613,75,38,0
Montgomery,1174,42,29,3
Adams,397,15,10,0
Henry,2497,109,83,3
Jefferson,1738,75,63,0
Union,1998,67,31,1
Wapello,5425,823,742,31
Clarke,1413,172,128,3
Lucas,732,41,27,4
Monroe,762,66,45,7
Des Moines,4037,137,88,2
Fremont,636,32,8,0
Page,1735,69,37,0
Taylor,834,93,83,0
Ringgold,692,21,19,1
Van Buren,648,29,18,1
Davis,758,49,39,1
Decatur,573,20,11,0
Wayne,442,15,10,1
Appanoose,1345,40,31,3
Lee,2710,87,53,2
Pending Investigation,0,2,0,0
