EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,184942,29784,18472,317
Linn,81117,12664,5269,150
Scott,57810,9644,4496,68
Johnson,55642,8753,5740,35
Black Hawk,49463,9912,5432,125
Woodbury,42907,9635,7063,110
Dubuque,42044,8410,5035,89
Story,38921,6049,3944,19
Dallas,36361,5707,3355,54
Pottawattamie,32159,5428,3269,62
Warren,18497,2390,1222,9
Cerro Gordo,16718,3073,1318,38
Webster,16123,3186,1796,27
Marshall,14888,3184,1955,40
Clinton,14806,2891,1439,37
Des Moines,14620,2580,1344,15
Muscatine,14531,2537,1370,63
Jasper,11759,1961,1050,39
Buena Vista,11365,2846,2232,14
Wapello,11238,2291,1492,70
Sioux,11235,3406,2378,22
Lee,10644,1815,923,14
Marion,10134,1820,1031,17
Plymouth,9550,2514,1614,36
Boone,8839,1205,699,10
Benton,8828,1499,559,13
Carroll,8295,1830,1096,15
Bremer,8113,1688,650,12
Washington,8062,1227,629,12
Pending Investigation,7736,543,1,0
Henry,7555,1648,1043,7
Dickinson,7295,1206,718,9
Jones,7235,2110,429,10
Mahaska,6992,1135,658,26
Crawford,6624,1656,1335,15
Buchanan,6551,1035,434,8
Winneshiek,6505,845,519,9
Jackson,6165,1300,606,8
Cedar,6128,935,435,13
Fayette,6109,911,362,8
Tama,6084,1422,877,39
Wright,5873,1105,722,5
Poweshiek,5790,870,471,12
Hardin,5725,1003,463,10
Iowa,5724,834,382,11
Delaware,5672,1305,743,21
Clay,5605,982,516,4
Mills,5530,927,373,6
Floyd,5411,879,476,14
Kossuth,5238,886,453,3
Hamilton,5110,935,502,7
Jefferson,4972,574,230,1
Madison,4911,610,352,4
Butler,4834,865,448,3
Clayton,4767,945,420,4
Union,4706,644,264,6
O'Brien,4598,1154,632,26
Harrison,4388,970,627,26
Winnebago,4366,841,459,23
Page,4363,1044,429,3
Cass,4242,706,476,18
Allamakee,4056,683,360,11
Calhoun,4031,955,353,7
Appanoose,4015,678,231,6
Hancock,3986,758,335,7
Grundy,3984,744,295,10
Cherokee,3959,700,387,4
Mitchell,3941,679,256,4
Guthrie,3899,670,371,15
Sac,3856,733,385,7
Louisa,3838,771,499,16
Chickasaw,3708,743,535,2
Shelby,3558,697,436,3
Franklin,3537,659,393,19
Emmet,3368,677,402,23
Humboldt,3368,630,324,4
Palo Alto,3171,579,310,3
Clarke,3128,451,337,4
Lyon,3090,906,530,8
Greene,2981,465,185,0
Howard,2921,473,256,9
Montgomery,2797,403,202,10
Keokuk,2715,491,154,5
Pocahontas,2596,493,218,2
Monona,2583,362,239,2
Adair,2486,386,161,6
Worth,2445,315,140,0
Lucas,2411,296,195,6
Decatur,2275,289,147,0
Ida,2170,420,188,9
Monroe,2107,397,244,12
Davis,2087,405,172,4
Fremont,1850,324,200,2
Van Buren,1835,319,170,4
Taylor,1813,403,231,2
Audubon,1725,274,140,1
Osceola,1719,473,280,0
Ringgold,1632,160,95,2
Wayne,1553,268,131,6
Adams,1062,150,78,1
