EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Lyon,1019,100,85,0
Osceola,605,77,63,0
Dickinson,3739,375,261,4
Emmet,1481,179,102,1
Allamakee,1989,151,133,4
Kossuth,1917,77,36,0
Winneshiek,2177,82,55,1
Howard,1229,48,35,0
Winnebago,1509,75,32,0
Mitchell,1827,76,66,0
Worth,1078,61,21,0
Sioux,4052,593,480,2
O'Brien,1846,131,91,1
Clay,2473,171,136,1
Palo Alto,1401,78,46,0
Hancock,1743,116,88,2
Cerro Gordo,7742,584,227,17
Chickasaw,1562,50,45,0
Floyd,2486,126,90,2
Clayton,2123,97,71,3
Fayette,2551,80,51,0
Plymouth,3939,443,324,8
Cherokee,1630,97,85,1
Buena Vista,7784,1784,1709,12
Pocahontas,1156,113,95,1
Humboldt,1223,89,72,1
Wright,3163,441,390,1
Bremer,3336,187,92,7
Franklin,1698,218,134,4
Butler,2153,113,94,2
Dubuque,19671,1536,735,29
Delaware,2075,90,77,1
Webster,6628,711,355,5
Buchanan,2771,110,58,1
Black Hawk,23550,2997,2260,62
Woodbury,20889,3645,3243,51
Ida,868,29,23,0
Sac,1638,81,66,0
Calhoun,1514,81,69,2
Hamilton,2525,239,220,1
Hardin,2502,168,81,0
Grundy,1769,72,40,1
Jackson,2557,141,37,1
Jones,2433,123,70,1
Linn,32037,2097,1576,87
Benton,3241,142,88,1
Tama,3132,537,442,29
Monona,1132,90,78,0
Crawford,3532,716,673,3
Carroll,3217,181,144,1
Greene,1194,38,32,0
Boone,3807,228,155,2
Story,12343,1110,815,13
Marshall,8072,1384,1043,24
Clinton,5471,317,112,3
Cedar,2332,120,84,1
Harrison,1535,96,69,0
Shelby,1536,160,132,1
Audubon,696,28,15,1
Guthrie,1689,126,80,5
Johnson,23752,1922,1388,15
Dallas,16311,1788,1272,35
Iowa,2560,88,53,1
Polk,83027,9719,6619,202
Poweshiek,1942,146,105,8
Jasper,4599,454,334,24
Scott,23400,1591,889,12
Muscatine,6488,824,699,48
Pottawattamie,14507,1212,816,23
Cass,1373,47,35,1
Washington,3018,287,262,10
Adair,900,21,16,0
Keokuk,1038,30,21,1
Warren,7595,527,292,1
Madison,2146,102,51,2
Mahaska,1984,137,104,17
Marion,3236,154,114,0
Louisa,1793,378,349,14
Mills,2655,81,38,0
Montgomery,1202,43,30,3
Adams,405,16,10,0
Henry,2564,113,84,3
Jefferson,1803,78,63,0
Union,2046,70,31,1
Wapello,5602,847,745,31
Clarke,1449,186,130,3
Lucas,762,45,28,4
Monroe,794,66,45,7
Des Moines,4185,139,88,2
Fremont,658,36,10,0
Page,1816,74,44,0
Taylor,852,93,83,0
Ringgold,701,21,20,1
Van Buren,676,32,20,1
Davis,780,48,41,1
Decatur,587,21,11,0
Wayne,454,16,10,1
Appanoose,1374,43,32,3
Lee,2812,95,52,3
Pending Investigation,0,7,0,0
