EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Lyon,684,45,40,0
Osceola,433,62,49,0
Dickinson,2537,266,170,3
Emmet,965,88,55,0
Allamakee,1510,131,116,4
Kossuth,1263,36,23,0
Winneshiek,1448,39,24,0
Howard,840,34,13,0
Winnebago,894,29,20,0
Mitchell,1176,39,19,0
Worth,631,20,11,0
Sioux,3023,478,372,0
O'Brien,1240,88,67,1
Clay,1870,134,96,0
Palo Alto,1102,41,26,0
Hancock,1256,55,43,1
Cerro Gordo,4823,184,95,1
Chickasaw,1156,29,24,0
Floyd,1873,73,56,2
Clayton,1534,44,34,3
Fayette,1910,51,32,0
Plymouth,2894,323,280,5
Cherokee,1219,76,65,1
Buena Vista,7081,1715,1524,11
Pocahontas,906,97,45,1
Humboldt,930,55,41,1
Wright,2727,386,297,1
Bremer,2361,95,81,6
Franklin,1249,92,55,0
Butler,1548,58,41,2
Dubuque,12482,725,423,22
Delaware,1420,51,39,1
Webster,4653,245,137,2
Buchanan,2022,55,37,1
Black Hawk,16818,2315,1834,58
Woodbury,16960,3257,3076,44
Ida,694,24,22,0
Sac,1290,64,54,0
Calhoun,1146,54,34,2
Hamilton,1999,189,169,1
Hardin,1852,77,45,0
Grundy,1220,39,23,0
Jackson,1361,34,16,0
Jones,1538,61,53,0
Linn,21218,1296,1076,82
Benton,2129,68,50,1
Tama,2432,467,402,29
Monona,938,77,53,0
Crawford,2965,677,618,2
Carroll,2045,99,80,1
Greene,864,30,21,0
Boone,2862,150,121,1
Story,8660,793,382,3
Marshall,6038,1055,937,19
Clinton,3495,112,68,1
Cedar,1710,85,65,1
Harrison,1101,54,46,0
Shelby,1101,114,100,0
Audubon,507,16,15,1
Guthrie,1043,66,58,4
Johnson,16774,1325,813,8
Dallas,10772,1286,1025,29
Iowa,1776,53,44,0
Polk,54859,6681,5185,180
Poweshiek,1300,107,95,8
Jasper,3271,325,274,17
Scott,14643,817,577,10
Muscatine,4653,643,555,44
Pottawattamie,9971,737,637,12
Cass,904,24,18,0
Washington,2351,244,209,9
Adair,486,16,12,0
Keokuk,806,21,18,1
Warren,4961,291,232,1
Madison,1443,48,33,2
Mahaska,1427,117,98,17
Marion,2064,71,57,0
Louisa,1470,362,339,13
Mills,1994,37,33,0
Montgomery,804,10,8,2
Adams,275,8,8,0
Henry,1747,86,77,3
Jefferson,1305,62,51,0
Union,1325,29,17,0
Wapello,4283,708,662,30
Clarke,1090,133,107,2
Lucas,530,31,24,4
Monroe,555,51,45,6
Des Moines,2875,89,79,2
Fremont,421,7,6,0
Page,1220,21,21,0
Taylor,670,79,71,0
Ringgold,535,15,12,0
Van Buren,455,21,17,0
Davis,595,41,35,1
Decatur,446,12,10,0
Wayne,338,10,6,0
Appanoose,902,21,17,3
Lee,2003,54,41,2
Pending Investigation,0,22,3,0
