EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Adair,210,9,5,0
Appanoose,401,14,9,3
Boone,1570,65,35,0
Carroll,602,11,8,0
Clarke,448,56,20,0
Dallas,4825,909,588,21
Davis,343,24,14,0
Decatur,212,1,0,0
Greene,344,13,13,0
Guthrie,495,51,30,3
Jasper,1898,260,197,17
Lucas,223,17,2,0
Madison,539,29,22,2
Mahaska,780,95,26,10
Marion,959,32,24,0
Marshall,3489,896,534,16
Monroe,297,38,21,5
Polk,24612,4240,1841,126
Poweshiek,615,88,74,8
Ringgold,171,4,2,0
Story,2511,116,79,1
Tama,1529,403,310,27
Union,437,9,1,0
Warren,2031,134,97,0
Wayne,125,1,1,0
Butler,655,16,12,1
Cerro Gordo,2629,29,15,1
Chickasaw,398,10,8,0
Floyd,897,19,10,1
Franklin,588,13,8,0
Hancock,551,16,8,0
Hardin,535,17,9,0
Kossuth,398,10,3,0
Mitchell,358,4,4,0
Winnebago,350,11,10,0
Worth,295,3,3,0
Wright,1319,177,29,0
Buena Vista,4235,810,77,0
Calhoun,305,2,2,0
Cherokee,469,31,20,0
Clay,394,17,13,0
Dickinson,353,21,6,0
Emmet,267,16,6,0
Hamilton,1082,42,12,0
Humboldt,331,18,12,0
Ida,307,14,13,0
Lyon,286,24,18,0
Monona,379,25,16,0
O'Brien,442,30,16,0
Osceola,188,33,27,0
Palo Alto,161,7,2,0
Plymouth,1134,133,90,2
Pocahontas,267,13,2,0
Sac,569,19,12,0
Sioux,1238,283,129,0
Webster,1608,42,22,1
Woodbury,11259,2761,1667,35
Adams,121,7,4,0
Audubon,218,12,8,1
Cass,385,12,11,0
Crawford,1938,526,317,2
Fremont,147,4,2,0
Harrison,443,23,17,0
Mills,1218,19,16,0
Montgomery,328,8,6,0
Page,604,14,10,0
Pottawattamie,3169,266,163,8
Shelby,328,37,30,0
Taylor,373,56,5,0
Cedar,859,48,44,1
Clinton,1600,64,58,1
Des Moines,942,65,45,1
Henry,725,71,56,1
Iowa,691,33,31,0
Jackson,549,12,8,0
Jefferson,450,30,11,0
Johnson,7122,615,437,9
Keokuk,475,15,13,0
Lee,663,27,18,0
Louisa,1069,344,254,11
Muscatine,3024,557,429,41
Scott,6799,361,306,10
Van Buren,180,9,8,0
Wapello,2560,597,272,10
Washington,1457,189,156,8
Allamakee,823,121,88,4
Benton,955,43,33,1
Black Hawk,9375,1748,1005,44
Bremer,1133,69,59,6
Buchanan,752,33,28,0
Clayton,653,34,26,3
Delaware,591,17,14,0
Dubuque,5440,346,182,19
Fayette,813,27,26,0
Grundy,460,20,14,0
Howard,328,12,10,0
Jones,742,36,36,0
Linn,9492,955,771,79
Winneshiek,725,24,20,0
Pending Investigation,0,1,0,0
