EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Adair County,100,4,2,0
Appanoose County,208,7,2,3
Boone County,744,41,18,0
Carroll County,351,8,2,0
Clarke County,201,11,3,0
Dallas County,3351,757,336,10
Davis County,93,13,1,0
Decatur County,142,0,0,0
Greene County,223,13,9,0
Guthrie County,294,37,14,2
Jasper County,1469,241,176,11
Lucas County,116,0,0,0
Madison County,284,14,9,1
Mahaska County,357,22,15,1
Marion County,541,19,13,0
Marshall County,2836,771,372,5
Monroe County,140,18,0,1
Polk County,14475,2767,879,76
Poweshiek County,412,83,57,8
Ringgold County,80,0,0,0
Story County,1449,73,46,1
Tama County,1191,350,188,15
Union County,225,1,1,0
Warren County,1074,63,34,0
Wayne County,68,1,1,0
Butler County,280,13,11,0
Cerro Gordo County,1330,15,12,0
Chickasaw County,238,7,4,0
Floyd County,398,10,2,1
Franklin County,396,7,2,0
Hancock County,237,3,2,0
Hardin County,367,11,6,0
Kossuth County,244,2,1,0
Mitchell County,264,4,3,0
Winnebago County,211,6,3,0
Worth County,188,2,1,0
Wright County,674,7,3,0
Buena Vista County,500,83,12,0
Calhoun County,172,1,0,0
Cherokee County,225,8,3,0
Clay County,238,10,8,0
Dickinson County,223,6,6,0
Emmet County,167,1,0,0
Hamilton County,507,11,7,0
Humboldt County,185,7,6,0
Ida County,125,4,1,0
Lyon County,194,16,15,0
Monona County,198,15,10,0
O'Brien County,290,20,9,0
Osceola County,143,25,13,0
Palo Alto County,109,1,0,0
Plymouth County,564,78,34,0
Pocahontas County,103,3,2,0
Sac County,199,4,2,0
Sioux County,633,126,21,0
Webster County,991,13,6,1
Woodbury County,7452,2111,820,14
Adams County,58,0,0,0
Audubon County,117,11,4,1
Cass County,203,1,1,0
Crawford County,825,336,127,1
Fremont County,91,3,0,0
Harrison County,284,17,17,0
Mills County,270,9,5,0
Montgomery County,184,5,2,0
Page County,415,10,8,0
Pottawattamie County,1919,151,55,2
Shelby County,180,20,15,0
Taylor County,121,1,1,0
Cedar County,563,42,36,1
Clinton County,987,60,41,1
Des Moines County,516,39,19,1
Henry County,460,44,33,1
Iowa County,434,27,21,0
Jackson County,343,8,4,0
Jefferson County,229,10,7,0
Johnson County,5301,565,255,7
Keokuk County,221,9,6,0
Lee County,386,18,14,0
Louisa County,909,304,182,3
Muscatine County,2471,519,298,29
Scott County,3977,297,251,8
Van Buren,106,8,8,0
Wapello County,1148,350,11,2
Washington County,1002,163,127,8
Allamakee County,644,116,80,4
Benton County,568,37,22,1
Black Hawk County,6469,1548,821,29
Bremer County,519,63,50,5
Buchanan County,462,26,18,0
Clayton County,394,28,15,3
Delaware County,375,11,8,0
Dubuque County,3469,249,95,10
Fayette County,496,25,14,0
Grundy County,309,17,12,0
Howard County,234,12,9,0
Jones County,461,36,20,0
Linn County,6092,882,629,69
Winneshiek County,519,18,17,0
Pending Investigation,356,0,356,0
