EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,45406,5750,2809,174
Linn,17541,1155,892,81
Woodbury,15402,3107,2649,43
Black Hawk,13872,1968,1194,57
Johnson,12981,934,523,8
Scott,11239,523,394,10
Dubuque,9063,486,249,22
Dallas,8877,1117,706,29
Pottawattamie,8293,656,457,11
Buena Vista,6811,1678,582,11
Story,6628,603,154,3
Marshall,5331,997,616,18
Muscatine,4167,597,512,44
Warren,4132,221,190,2
Cerro Gordo,3991,74,30,1
Wapello,3982,692,609,28
Webster,3867,142,91,1
Jasper,2882,305,212,17
Clinton,2879,83,67,1
Crawford,2741,653,383,2
Sioux,2703,438,208,0
Des Moines,2538,81,62,2
Wright,2491,355,149,0
Plymouth,2462,278,191,4
Boone,2410,128,77,1
Washington,2116,217,188,9
Bremer,2079,86,70,6
Tama,2063,433,353,29
Pending Investigation,2047,11,1,0
Mills,1831,32,25,0
Hamilton,1807,178,112,0
Dickinson,1800,232,102,2
Benton,1766,55,42,1
Marion,1718,52,35,0
Lee,1702,44,33,1
Carroll,1638,72,54,1
Fayette,1634,30,28,0
Buchanan,1584,41,31,1
Floyd,1580,54,23,2
Henry,1531,80,71,3
Iowa,1522,43,33,0
Hardin,1508,58,24,0
Cedar,1467,68,50,1
Clay,1402,113,73,0
Louisa,1364,357,289,13
Butler,1361,40,29,2
Jones,1293,51,41,0
Clayton,1277,38,31,3
Winneshiek,1275,24,24,0
Mahaska,1256,116,90,16
Allamakee,1175,122,90,4
Delaware,1140,36,28,1
Sac,1137,50,36,0
Madison,1110,35,30,2
Page,1099,20,17,0
Franklin,1099,69,33,0
Jefferson,1085,50,41,0
Kossuth,1079,29,14,0
Poweshiek,1077,101,85,8
Jackson,1056,21,13,0
Hancock,1043,41,28,0
O'Brien,1003,79,41,1
Grundy,1001,27,17,0
Union,997,17,7,0
Cherokee,952,69,56,0
Clarke,931,114,72,2
Harrison,925,47,41,0
Chickasaw,925,23,15,0
Guthrie,917,64,48,4
Calhoun,879,31,18,0
Shelby,858,95,58,0
Mitchell,828,15,7,0
Humboldt,790,46,34,1
Appanoose,778,20,16,3
Emmet,772,67,33,0
Greene,753,28,19,0
Cass,729,16,16,0
Montgomery,720,10,7,2
Keokuk,711,19,14,1
Monona,711,66,23,0
Winnebago,703,18,12,0
Palo Alto,703,24,19,0
Pocahontas,669,47,9,1
Howard,617,17,10,0
Ida,608,21,18,0
Taylor,608,77,23,0
Lyon,565,37,33,0
Davis,537,36,25,1
Monroe,481,50,42,6
Worth,474,8,5,0
Lucas,432,28,18,3
Ringgold,421,12,8,0
Decatur,410,9,7,0
Adair,401,14,11,0
Van Buren,357,17,12,0
Fremont,345,6,2,0
Osceola,340,49,45,0
Audubon,322,16,11,1
Wayne,292,7,3,0
Adams,240,7,5,0
