EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,152282,18736,15738,286
Linn,61842,5402,3994,129
Johnson,45667,5798,5105,30
Scott,45418,4410,3027,38
Black Hawk,40626,5498,4410,98
Woodbury,37079,7084,5488,94
Dubuque,35409,5076,3293,57
Story,33214,3965,3437,18
Dallas,29988,3414,2770,44
Pottawattamie,26393,3193,2338,44
Warren,14892,1211,961,7
Webster,14022,1823,1309,15
Cerro Gordo,13264,1351,1041,25
Marshall,12710,1992,1754,36
Clinton,11645,1451,1107,26
Muscatine,11525,1417,1065,58
Des Moines,11431,1351,797,10
Buena Vista,10233,2245,1983,12
Jasper,9508,1072,834,34
Sioux,9445,2390,1678,16
Wapello,9433,1506,1386,62
Lee,8315,939,643,10
Marion,8198,981,878,10
Plymouth,7984,1629,1137,27
Boone,7444,709,509,9
Carroll,6898,1114,669,12
Benton,6754,565,324,2
Washington,6253,646,464,11
Bremer,6234,660,489,9
Henry,6136,1045,762,5
Dickinson,6134,724,521,7
Crawford,5990,1350,1083,14
Mahaska,5946,677,429,24
Buchanan,5254,437,284,4
Winneshiek,5235,464,365,9
Pending Investigation,5226,14,0,0
Tama,5151,934,723,37
Wright,5028,712,592,1
Fayette,4883,367,225,4
Jackson,4832,593,356,3
Cedar,4831,443,248,5
Jones,4771,431,278,4
Poweshiek,4696,453,326,11
Delaware,4656,759,524,12
Iowa,4641,394,208,8
Clay,4586,523,326,4
Hardin,4543,468,303,6
Mills,4497,381,188,1
Floyd,4395,428,386,11
Hamilton,4265,464,411,4
Kossuth,4241,455,285,0
Madison,4154,355,236,3
Butler,3877,362,323,2
Clayton,3800,405,304,3
Union,3763,228,202,4
Harrison,3654,643,267,11
O'Brien,3654,632,387,14
Winnebago,3551,473,304,19
Cass,3544,379,259,2
Page,3463,388,291,0
Jefferson,3456,233,137,1
Allamakee,3322,358,256,8
Cherokee,3310,390,257,2
Grundy,3218,298,224,5
Sac,3217,390,260,4
Guthrie,3200,383,245,15
Mitchell,3187,261,195,0
Appanoose,3131,221,137,3
Louisa,3095,516,415,15
Calhoun,3058,299,238,4
Hancock,3028,309,245,4
Chickasaw,2952,345,317,1
Shelby,2883,366,320,1
Franklin,2815,380,340,18
Humboldt,2747,319,240,3
Emmet,2737,423,279,17
Clarke,2714,342,258,3
Palo Alto,2534,310,215,2
Greene,2482,184,106,0
Lyon,2464,540,333,7
Howard,2426,266,182,9
Montgomery,2266,165,144,7
Monona,2224,240,168,1
Pocahontas,2037,219,162,2
Keokuk,2020,159,117,1
Lucas,1992,199,152,6
Adair,1974,155,70,1
Worth,1961,141,108,0
Decatur,1896,148,65,0
Ida,1804,187,125,2
Monroe,1754,258,150,11
Davis,1581,166,123,4
Fremont,1537,197,119,1
Taylor,1513,231,155,2
Van Buren,1453,170,110,2
Audubon,1432,141,83,1
Ringgold,1375,88,71,2
Osceola,1343,269,176,0
Wayne,1335,117,95,3
Adams,830,79,38,0
