EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Polk,201278,35419,23862,352
Linn,88170,14917,8906,170
Scott,63859,11991,6763,95
Johnson,59879,9950,7046,40
Black Hawk,53329,11371,7841,149
Woodbury,45918,10861,8453,140
Dubuque,44954,9578,6886,100
Story,42484,7079,4870,25
Dallas,39401,6705,4496,60
Pottawattamie,36078,6967,4195,76
Warren,20201,3008,1760,17
Cerro Gordo,18163,3782,2132,52
Webster,17284,3820,2474,39
Clinton,16182,3516,2082,46
Des Moines,15924,3075,1990,23
Muscatine,15903,3122,1849,72
Marshall,15782,3638,2629,51
Jasper,12873,2348,1561,46
Wapello,12307,2699,1820,72
Sioux,12186,3875,2917,29
Buena Vista,12014,3207,2525,14
Lee,11634,2326,1349,21
Marion,11122,2157,1403,24
Plymouth,10393,2943,2105,45
Boone,9719,1480,943,12
Benton,9591,1773,1026,23
Carroll,8881,2065,1453,26
Bremer,8819,2046,1159,13
Washington,8665,1523,867,16
Pending Investigation,8663,725,32,0
Henry,8131,1976,1331,8
Dickinson,7985,1476,947,12
Jones,7716,2386,1453,19
Mahaska,7538,1361,910,28
Winneshiek,7134,1099,633,14
Buchanan,7100,1253,716,10
Crawford,6979,1842,1502,16
Fayette,6717,1121,615,12
Cedar,6704,1164,675,14
Jackson,6649,1532,1027,17
Tama,6464,1582,1159,42
Poweshiek,6334,1046,686,14
Wright,6332,1331,921,7
Hardin,6245,1247,704,12
Clay,6201,1282,736,6
Iowa,6139,1021,604,14
Delaware,6126,1491,1029,22
Mills,6094,1123,672,10
Floyd,5862,1141,596,23
Kossuth,5723,1203,630,9
Hamilton,5624,1207,599,15
Jefferson,5466,776,381,6
Madison,5321,759,469,5
Butler,5195,1089,613,11
Clayton,5165,1180,693,10
Union,5130,870,372,8
O'Brien,5048,1371,944,32
Harrison,4818,1151,803,32
Page,4673,1201,873,5
Cass,4668,868,567,26
Winnebago,4651,973,621,25
Allamakee,4441,914,506,13
Hancock,4386,932,548,8
Cherokee,4386,989,544,4
Appanoose,4384,835,430,14
Calhoun,4315,1102,667,7
Grundy,4292,900,510,14
Guthrie,4225,802,508,15
Mitchell,4221,852,444,10
Louisa,4167,910,620,22
Sac,4144,919,542,9
Chickasaw,4030,924,736,6
Shelby,3889,816,538,14
Franklin,3812,771,473,21
Humboldt,3638,829,474,6
Emmet,3628,797,503,26
Palo Alto,3443,681,416,5
Lyon,3426,1082,680,10
Clarke,3338,514,395,4
Greene,3206,548,302,2
Howard,3196,594,322,9
Montgomery,3102,537,278,11
Keokuk,3033,671,316,8
Monona,2819,466,298,8
Pocahontas,2781,608,352,4
Adair,2700,472,281,10
Worth,2687,397,214,1
Lucas,2611,353,250,6
Decatur,2462,346,228,0
Ida,2381,565,319,16
Davis,2303,501,282,11
Monroe,2255,469,313,13
Van Buren,2015,384,235,5
Fremont,2011,391,263,3
Taylor,1959,482,323,3
Osceola,1871,553,368,2
Audubon,1866,312,228,2
Ringgold,1769,255,120,2
Wayne,1664,309,222,7
Adams,1146,191,105,2
