EventResidentCounty,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths
Lyon,928,87,69,0
Osceola,574,74,52,0
Dickinson,3492,355,237,4
Emmet,1332,138,76,1
Allamakee,1894,144,122,4
Kossuth,1767,72,32,0
Winneshiek,1978,68,49,1
Howard,1132,45,26,0
Winnebago,1367,65,27,0
Mitchell,1659,73,57,0
Worth,972,48,12,0
Sioux,3664,556,449,1
O'Brien,1577,110,82,1
Clay,2307,165,118,1
Palo Alto,1311,62,45,0
Hancock,1600,100,67,2
Cerro Gordo,7070,519,134,16
Chickasaw,1414,44,37,0
Floyd,2308,96,68,2
Clayton,1946,78,48,3
Fayette,2371,70,32,0
Plymouth,3655,407,297,6
Cherokee,1559,94,75,1
Buena Vista,7613,1773,1679,12
Pocahontas,1105,111,69,1
Humboldt,1138,72,64,1
Wright,3017,427,368,1
Bremer,3105,163,79,7
Franklin,1558,166,81,3
Butler,2008,92,75,2
Dubuque,18306,1332,495,26
Delaware,1867,75,58,1
Webster,6321,578,212,5
Buchanan,2542,88,44,1
Black Hawk,21835,2827,2022,61
Woodbury,19621,3528,3176,47
Ida,826,28,21,0
Sac,1561,76,60,0
Calhoun,1418,72,63,2
Hamilton,2371,215,203,1
Hardin,2283,125,68,0
Grundy,1597,65,33,1
Jackson,2336,119,26,0
Jones,2149,106,60,1
Linn,28558,1772,1369,87
Benton,2873,108,81,1
Tama,2949,517,421,29
Monona,1059,85,69,0
Crawford,3363,691,662,3
Carroll,2847,161,119,1
Greene,1127,37,29,0
Boone,3540,211,134,1
Story,11275,1029,699,11
Marshall,7398,1279,991,22
Clinton,4719,218,94,2
Cedar,2165,106,77,1
Harrison,1422,81,59,0
Shelby,1378,130,125,0
Audubon,630,24,15,1
Guthrie,1550,116,66,5
Johnson,21804,1726,1144,10
Dallas,14856,1640,1140,34
Iowa,2353,71,50,1
Polk,75933,8940,5837,191
Poweshiek,1677,122,101,8
Jasper,4217,425,311,22
Scott,21166,1439,700,11
Muscatine,6072,758,668,46
Pottawattamie,13235,1022,739,18
Cass,1209,36,28,0
Washington,2827,276,241,9
Adair,777,20,16,0
Keokuk,967,27,20,1
Warren,6867,449,244,1
Madison,1916,83,40,2
Mahaska,1829,131,103,17
Marion,2883,127,86,0
Louisa,1709,374,346,13
Mills,2492,66,32,0
Montgomery,1077,31,18,2
Adams,375,12,9,0
Henry,2302,105,78,3
Jefferson,1628,70,51,0
Union,1861,61,29,1
Wapello,5109,778,703,31
Clarke,1340,158,119,3
Lucas,689,39,27,4
Monroe,717,64,43,7
Des Moines,3735,127,85,2
Fremont,573,22,7,0
Page,1581,41,24,0
Taylor,789,87,80,0
Ringgold,658,21,15,1
Van Buren,577,23,18,1
Davis,725,48,36,1
Decatur,539,17,11,0
Wayne,413,13,10,1
Appanoose,1254,34,29,3
Lee,2488,72,47,2
Pending Investigation,0,0,0,0
